Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.02,1.0,0.990089,2.3,0.3,19.04,7200.0,3159.69,0.601338,1.0,0.003406,0.999876,0.032211,12.37,43.6079,4.8167,2.8204,0.032211,0.004641,0.0,
0.1,2.0,0.974686,0.7,3.3,1028.57,22.07,2600.52,0.896155,0.999964,0.740552,0.999742,0.498861,19.05,53.1097,4.7418,2.8211,0.298079,0.188609,0.179491,
0.1,3.0,0.973283,2.3,2.8,2.1,661.11,2240.83,0.943008,0.999999,0.857657,0.999724,0.265825,22.9,62.5891,4.7349,2.8214,0.422025,0.277198,0.263619,
0.1,4.0,0.970181,0.6,3.8,1200.0,7.84,2614.35,0.882063,0.99895,0.706367,0.999681,0.696595,18.45,72.0635,4.7198,2.8221,0.70429,0.481073,0.463068,
0.02,5.0,0.981478,1.3,0.8,244.31,2700.0,2992.05,0.689991,1.0,0.225071,0.999813,0.235034,14.12,81.6224,4.7748,2.8223,0.793141,0.544214,0.521646,
0.02,6.0,0.980664,0.8,0.5,900.0,4320.0,2486.45,0.618815,1.0,0.047135,0.999806,0.220161,12.44,91.169,4.7708,2.8225,0.873368,0.601123,0.574003,
0.01,7.0,0.977149,2.7,3.7,0.37,57.92,3760.95,0.488132,0.013465,0.706981,0.99977,1.352596,20.9,100.7044,4.7537,2.8236,1.294346,0.90635,0.874732,
0.01,8.0,0.976241,0.2,1.6,3600.0,963.21,3383.82,0.614925,0.999997,0.037434,0.99976,0.342909,13.21,110.2097,4.7493,2.8238,1.393011,0.976876,0.940732,
0.02,9.0,0.970151,2.3,4.0,1.85,23.26,3423.03,0.511098,0.000284,0.777621,0.99968,1.580349,21.68,119.6728,4.7197,2.8248,1.794204,1.268219,1.227662,
0.01,10.0,0.967591,2.2,3.7,2.71,55.74,3748.35,0.48379,0.000104,0.709551,0.999639,1.639345,20.87,129.1116,4.7072,2.8257,2.159656,1.533799,1.488842,
0.1,11.0,0.953009,1.6,1.5,25.23,1440.0,2221.43,0.893324,0.999995,0.733674,0.999281,0.376721,18.1,138.391,4.6363,2.8259,2.240822,1.591975,1.542752,
0.02,12.0,0.96425,2.1,2.4,3.89,799.62,3061.05,0.87891,0.999983,0.697502,0.999578,0.453636,19.51,147.7801,4.691,2.8262,2.335603,1.660144,1.606498,1413.0
0.02,13.0,0.963569,2.3,0.5,1.66,4320.0,3158.28,0.623278,0.999996,0.058417,0.999564,0.370475,12.52,157.1706,4.6877,2.8264,2.411919,1.714812,1.65678,
0.02,14.0,0.962456,3.2,2.0,0.0,1033.33,3059.45,0.858826,0.999987,0.647308,0.99954,0.437419,18.78,166.5417,4.6823,2.8266,2.499486,1.77773,1.715295,
0.1,15.0,0.950109,0.7,0.5,1028.57,4314.91,1551.73,0.639907,0.999998,0.100182,0.999176,0.333103,12.59,175.7903,4.6222,2.8268,2.565566,1.825035,1.758395,
0.05,16.0,0.955165,2.3,3.4,1.62,450.29,2598.68,0.844495,0.772751,0.838811,0.999351,1.028005,23.22,185.0968,4.6468,2.8273,2.755899,1.963251,1.892316,
0.02,17.0,0.958772,1.8,1.1,11.38,1963.64,3121.02,0.760791,0.999989,0.402262,0.999453,0.426884,15.34,194.4346,4.6643,2.8275,2.83443,2.0197,1.944409,
0.02,18.0,0.957876,0.8,1.3,900.0,1262.79,2968.8,0.757379,0.999986,0.393746,0.999429,0.440843,15.46,203.7595,4.66,2.8277,2.913923,2.076881,1.997241,
0.02,19.0,0.954074,2.0,3.8,5.4,24.71,3405.23,0.511795,0.0,0.779828,0.999317,1.988648,21.77,213.0575,4.6415,2.8285,3.243284,2.317105,2.233255,
0.02,20.0,0.95336,2.4,1.4,0.97,1542.86,3081.09,0.807354,0.999977,0.518761,0.999293,0.472617,16.49,222.3406,4.638,2.8287,3.32069,2.372877,2.284716,
0.02,21.0,0.951722,0.6,2.7,1200.0,344.87,3139.75,0.780722,0.948341,0.503845,0.999236,0.92882,17.16,231.6099,4.63,2.8291,3.465846,2.478368,2.385933,
0.02,22.0,0.950886,0.6,1.4,1200.0,1116.11,2989.57,0.741045,0.999965,0.353045,0.999205,0.496973,15.18,240.8666,4.626,2.8293,3.543328,2.534295,2.437575,
0.1,23.0,0.937563,3.2,2.9,0.0,589.05,2209.68,0.9475,0.999462,0.870035,0.998509,0.657258,24.01,249.9971,4.5612,2.8296,3.642707,2.606428,2.50556,
0.02,24.0,0.948971,0.8,1.1,900.0,1561.1,2899.29,0.736076,0.999973,0.340652,0.99913,0.481755,14.93,259.2351,4.6167,2.8298,3.715324,2.658874,2.553742,
0.1,25.0,0.935728,1.8,1.6,10.47,1350.0,2175.12,0.904516,0.999969,0.762134,0.998374,0.489962,18.62,268.3445,4.5522,2.83,3.787949,2.711411,2.60217,
0.1,1.0,0.977593,2.2,1.0,28.1,2160.0,2327.66,0.818327,1.0,0.545931,0.999775,0.03266,17.4,43.4787,4.7559,2.8204,0.03266,0.004466,0.0,
0.02,2.0,0.989028,2.1,1.0,4.87,2160.0,3202.57,0.735602,1.0,0.339071,0.999869,0.125054,14.89,53.1141,4.8115,2.8206,0.110113,0.051982,0.04288,
0.1,3.0,0.975505,4.0,1.9,0.0,1136.84,2243.83,0.915578,1.0,0.78907,0.999752,0.195752,19.9,62.6131,4.7457,2.8209,0.215578,0.127001,0.113435,
0.01,4.0,0.98655,2.3,3.4,2.12,479.9,3441.13,0.87396,0.999971,0.685003,0.999853,0.485542,20.75,72.2283,4.7995,2.8215,0.444186,0.291578,0.273388,
0.1,5.0,0.969811,0.5,3.6,1440.0,12.8,2616.48,0.860266,0.998174,0.652654,0.999675,0.72919,17.8,81.6955,4.718,2.8222,0.735737,0.502203,0.479601,
0.02,6.0,0.98047,2.8,2.9,0.24,623.13,3072.87,0.892679,0.999997,0.731799,0.999804,0.352171,20.64,91.2452,4.7699,2.8225,0.863872,0.593995,0.566829,
0.02,7.0,0.978849,2.7,3.1,0.37,560.26,3068.86,0.897832,0.99999,0.744695,0.999788,0.424802,20.99,100.7805,4.762,2.8229,1.008077,0.697569,0.665858,
0.02,8.0,0.977503,0.6,2.4,1200.0,496.22,3115.69,0.788773,0.999992,0.472052,0.999774,0.406279,16.87,110.3003,4.7555,2.8232,1.138054,0.790848,0.75461,
0.02,9.0,0.976092,1.5,2.8,51.22,624.36,3072.26,0.88857,0.999994,0.721551,0.999759,0.394608,20.39,119.8066,4.7486,2.8235,1.25802,0.876905,0.836148,
0.1,10.0,0.962893,3.6,1.2,0.0,1800.0,2308.77,0.857369,0.999999,0.643648,0.99955,0.295399,16.84,129.1858,4.6844,2.8237,1.345047,0.939064,0.893973,
0.1,11.0,0.961935,3.2,1.1,0.0,1963.64,2317.57,0.841183,0.999999,0.603195,0.999529,0.300553,16.34,138.5563,4.6797,2.824,1.430711,1.000285,0.950873,
0.1,12.0,0.960971,0.2,1.5,3600.0,1058.51,2160.29,0.642814,0.999998,0.107283,0.999507,0.330163,13.53,147.9123,4.675,2.8242,1.521499,1.065292,1.011571,
0.02,13.0,0.972042,1.9,2.4,8.93,806.37,3070.01,0.877183,0.999995,0.693109,0.999708,0.386109,19.46,157.3782,4.7289,2.8245,1.623671,1.138597,1.080399,
0.01,14.0,0.972656,0.3,1.1,2400.0,1631.67,3248.77,0.628106,0.999998,0.070408,0.999716,0.338062,13.14,166.8477,4.7319,2.8247,1.710797,1.200921,1.138243,
0.05,15.0,0.965666,1.8,2.4,12.55,801.41,2610.31,0.912607,0.999993,0.781722,0.999605,0.397645,20.63,176.2509,4.6979,2.8249,1.809472,1.27176,1.20468,
0.01,16.0,0.970583,0.7,1.1,1028.57,1624.68,3263.46,0.691343,0.999997,0.228516,0.999687,0.353487,14.37,185.7002,4.7218,2.8252,1.895119,1.333097,1.261557,
0.02,17.0,0.967252,0.6,2.7,1200.0,371.38,3141.15,0.798164,0.998726,0.496868,0.999633,0.707967,17.23,195.1218,4.7056,2.8256,2.056461,1.449745,1.373805,
0.1,18.0,0.954037,1.1,1.1,467.13,1803.7,2060.06,0.836359,0.999997,0.591243,0.999315,0.349652,16.18,204.4092,4.6413,2.8258,2.135006,1.506049,1.425863,
0.02,19.0,0.965437,2.8,1.6,0.19,1350.0,3084.53,0.826291,0.999993,0.565934,0.999601,0.398268,17.07,213.8102,4.6968,2.826,2.222019,1.568552,1.483959,
0.02,20.0,0.964497,2.8,1.4,0.19,1542.86,3111.49,0.80446,0.999993,0.511364,0.999582,0.397696,16.47,223.2031,4.6922,2.8263,2.306863,1.629482,1.540492,
0.02,21.0,0.963637,3.6,0.8,0.0,2700.0,3165.42,0.694985,0.999995,0.237684,0.999565,0.381242,14.11,232.5917,4.688,2.8265,2.386541,1.686662,1.593295,
0.02,22.0,0.962678,4.0,1.3,0.0,1661.54,3121.33,0.791624,0.999992,0.479295,0.999545,0.406776,16.2,241.9672,4.6833,2.8267,2.4695,1.746273,1.64853,
0.02,23.0,0.961337,0.6,2.4,1200.0,471.68,3113.55,0.791309,0.999809,0.478707,0.999515,0.596359,16.79,251.3289,4.6768,2.827,2.586276,1.830673,1.728578,
0.02,24.0,0.96022,1.2,2.4,319.26,631.58,3077.49,0.864633,0.999958,0.661879,0.999489,0.506929,18.89,260.6792,4.6714,2.8273,2.683365,1.900734,1.794283,
0.02,25.0,0.958721,4.0,3.1,0.0,537.64,3055.16,0.900103,0.998925,0.751608,0.999451,0.697971,21.68,270.0166,4.6641,2.8276,2.811954,1.993901,1.883124,
0.02,26.0,0.957963,2.9,1.3,0.08,1661.54,3110.72,0.79265,0.999987,0.481923,0.999431,0.438264,16.13,279.3459,4.6604,2.8278,2.891984,2.051554,1.936445,
0.02,27.0,0.956873,1.8,2.4,11.34,784.36,3062.8,0.879374,0.999951,0.698782,0.999401,0.516156,19.58,288.663,4.6551,2.828,2.983718,2.117829,1.998394,
0.1,1.0,0.978692,0.7,0.3,1028.57,7200.0,1711.2,0.602067,1.0,0.005274,0.999787,0.027906,12.14,43.4857,4.7612,2.8204,0.027906,0.004457,0.0,
0.02,2.0,0.98891,1.8,2.3,14.62,875.27,3083.25,0.869621,1.0,0.674118,0.999868,0.125008,19.09,53.1139,4.811,2.8206,0.107518,0.050088,0.040989,
0.02,3.0,0.988046,0.5,0.8,1440.0,2525.35,2742.71,0.647316,1.0,0.118359,0.999863,0.17116,13.16,62.733,4.8068,2.8209,0.20093,0.116263,0.102541,
0.1,4.0,0.974606,1.8,0.9,14.37,2400.0,2349.59,0.793554,1.0,0.484015,0.999741,0.186684,15.11,72.2294,4.7414,2.8211,0.296072,0.183798,0.165644,
0.1,5.0,0.97345,2.3,1.6,2.1,1350.0,2280.09,0.897617,1.0,0.74418,0.999727,0.211014,18.33,81.71,4.7357,2.8214,0.396642,0.255385,0.232794,
0.05,6.0,0.980374,2.6,1.1,0.59,1963.64,2728.48,0.80069,1.0,0.501823,0.999803,0.217708,15.74,91.2609,4.7694,2.8216,0.494413,0.324937,0.297821,
0.1,7.0,0.971087,1.3,2.6,251.41,606.49,2252.96,0.932137,0.999999,0.830495,0.999694,0.285139,21.57,100.7188,4.7243,2.8219,0.613614,0.410199,0.378656,
0.01,8.0,0.983767,1.8,0.9,13.86,2400.0,3544.37,0.688477,1.0,0.221278,0.999832,0.243326,14.22,110.3041,4.7859,2.8222,0.710347,0.479079,0.44295,
0.1,9.0,0.969501,3.2,0.5,0.0,4320.0,2366.32,0.648193,1.0,0.120647,0.99967,0.225539,12.79,119.7539,4.7165,2.8224,0.79614,0.540086,0.499596,
0.01,10.0,0.981598,3.1,1.6,0.01,1350.0,3469.33,0.788043,0.999999,0.470202,0.999814,0.279427,16.58,129.3136,4.7754,2.8227,0.89711,0.612129,0.567074,
0.02,11.0,0.979034,1.6,1.7,29.66,1270.59,3074.32,0.832216,0.999999,0.580646,0.99979,0.288355,17.38,138.8469,4.7629,2.8229,0.9965,0.683079,0.633492,
0.02,12.0,0.977942,0.6,1.6,1200.0,972.33,3043.79,0.74946,0.999999,0.373762,0.999779,0.305674,15.45,148.3684,4.7576,2.8232,1.097121,0.75498,0.700875,
0.02,13.0,0.976874,2.2,1.4,2.93,1542.86,3136.24,0.80175,0.999999,0.504491,0.999767,0.300602,16.4,157.8824,4.7524,2.8234,1.19217,0.822866,0.764253,
0.02,14.0,0.975786,4.0,1.6,0.0,1350.0,3108.82,0.823952,0.999998,0.560003,0.999755,0.315503,17.25,167.3849,4.7471,2.8237,1.287994,0.891371,0.828259,
0.02,15.0,0.974723,4.0,1.6,0.0,1350.0,3106.71,0.824157,0.999998,0.560524,0.999743,0.324792,17.25,176.877,4.7419,2.8239,1.382956,0.959298,0.891699,
0.02,16.0,0.973717,3.1,1.3,0.0,1661.54,3146.39,0.789162,0.999998,0.473043,0.99973,0.324993,16.2,186.361,4.737,2.8242,1.474734,1.024942,0.952869,
0.02,17.0,0.972525,0.2,1.9,3600.0,728.97,3075.54,0.625024,0.999994,0.062708,0.999714,0.39392,13.73,195.8304,4.7312,2.8244,1.581269,1.101407,1.024876,
0.05,18.0,0.967222,2.3,1.1,1.82,1963.64,2699.67,0.803412,0.999998,0.508715,0.999633,0.328814,15.79,205.2523,4.7054,2.8247,1.667826,1.163352,1.082431,
0.1,19.0,0.958236,3.0,1.1,0.05,1963.64,2311.13,0.841777,0.999998,0.604724,0.999439,0.328387,16.16,214.5865,4.6617,2.8249,1.751738,1.223459,1.138267,
0.02,20.0,0.967752,0.4,3.1,1800.0,28.04,3442.7,0.565133,0.551945,0.361067,0.999642,1.087733,16.02,224.0153,4.708,2.8255,2.006556,1.408353,1.318827,
0.02,21.0,0.966831,2.0,1.3,5.92,1661.54,3125.04,0.79068,0.999995,0.476891,0.999626,0.377014,16.06,233.4313,4.7035,2.8258,2.092659,1.47011,1.376175,
0.02,22.0,0.965394,3.1,2.9,0.0,607.06,3062.54,0.89469,0.999933,0.736993,0.9996,0.534445,20.81,242.8342,4.6966,2.8261,2.209569,1.554467,1.456138,
0.02,23.0,0.964594,1.8,1.2,12.06,1800.0,3126.88,0.776134,0.999994,0.440549,0.999584,0.389696,15.7,252.2288,4.6927,2.8263,2.293388,1.61467,1.511954,
0.02,24.0,0.963674,2.1,1.1,3.9,1963.64,3143.36,0.75939,0.999994,0.398697,0.999566,0.392613,15.32,261.6153,4.6882,2.8265,2.375904,1.673945,1.566854,
0.02,25.0,0.962524,0.4,2.0,1800.0,652.89,3089.09,0.720341,0.999965,0.301117,0.999542,0.495918,15.28,270.9872,4.6826,2.8268,2.476626,1.746583,1.635133,
0.02,26.0,0.961659,0.6,1.1,1200.0,1601.17,2903.58,0.707105,0.999993,0.268009,0.999522,0.400214,14.37,280.349,4.6784,2.827,2.55669,1.804143,1.688338,
0.02,27.0,0.960506,3.6,2.4,0.0,797.71,3066.23,0.878941,0.999969,0.697636,0.999496,0.488726,19.78,289.7015,4.6728,2.8272,2.651489,1.872543,1.752387,
0.02,28.0,0.959948,0.9,0.5,762.73,4320.0,2423.65,0.622687,0.999997,0.05698,0.999482,0.356676,12.6,299.0462,4.6701,2.8274,2.720221,1.9219,1.797411,
0.02,29.0,0.957225,0.3,3.4,2400.0,14.83,3447.92,0.309049,0.034748,0.238169,0.999411,1.295545,15.22,308.3882,4.6568,2.828,2.951498,2.090234,1.961543,
0.1,30.0,0.943971,1.8,2.3,11.3,832.66,2220.59,0.934533,0.999969,0.836916,0.998898,0.490152,21.41,317.5796,4.5923,2.8282,3.037711,2.15256,2.019702,
0.02,31.0,0.955365,0.7,1.5,1028.57,1019.4,3018.84,0.763586,0.999976,0.409311,0.999357,0.473341,15.6,326.8805,4.6478,2.8285,3.119617,2.211719,2.074564,
0.1,32.0,0.942579,0.8,0.8,900.0,2383.24,1910.38,0.751379,0.999994,0.379043,0.998823,0.397011,14.35,336.056,4.5856,2.8286,3.187603,2.260733,2.119454,
0.01,33.0,0.955099,3.2,1.9,0.0,1093.48,3414.17,0.81903,0.999961,0.547938,0.999349,0.502595,17.84,345.3553,4.6465,2.8289,3.271521,2.321416,2.175831,
0.02,34.0,0.952971,2.8,0.5,0.16,4320.0,3143.56,0.623578,0.999989,0.059317,0.99928,0.425661,12.5,354.6422,4.6361,2.8291,3.341926,2.372211,2.22237,
0.1,35.0,0.939912,2.0,0.9,5.21,2400.0,2287.36,0.800471,0.999988,0.501855,0.998665,0.432319,15.12,363.7976,4.5726,2.8293,3.412203,2.422963,2.269027,
0.02,36.0,0.951131,1.6,2.0,22.67,996.53,3060.8,0.85991,0.999948,0.650219,0.999215,0.519658,18.43,373.0581,4.6272,2.8295,3.494789,2.482775,2.324576,
0.01,37.0,0.948966,2.8,3.6,0.15,62.02,3732.38,0.484653,0.0,0.712067,0.99913,2.162859,20.72,382.3155,4.6166,2.8303,3.813608,2.7159,2.553702,
0.02,38.0,0.946605,3.6,2.5,0.0,733.72,3058.25,0.884755,0.999776,0.712597,0.999027,0.605703,20.06,391.5327,4.6051,2.8305,3.901685,2.77984,2.613417,
0.05,39.0,0.94143,3.1,1.8,0.0,1162.53,2582.82,0.888548,0.999943,0.72205,0.998758,0.525597,18.96,400.6982,4.58,2.8307,3.977298,2.834709,2.664122,
0.02,40.0,0.945013,2.7,1.1,0.24,1963.64,3104.46,0.763352,0.999961,0.408943,0.998951,0.502988,15.37,409.9017,4.5974,2.8309,4.048861,2.886596,2.71181,
0.05,41.0,0.939694,1.2,2.3,276.98,675.33,2606.47,0.902812,0.999801,0.757904,0.998652,0.598681,19.88,419.0517,4.5715,2.8312,4.13215,2.947156,2.768225,
0.02,42.0,0.942856,3.1,2.9,0.0,580.73,3049.86,0.896442,0.997199,0.744485,0.998839,0.754405,21.17,428.2332,4.5869,2.8314,4.234514,3.021763,2.838657,
0.1,43.0,0.929728,2.0,2.2,4.77,870.65,2209.62,0.933159,0.999878,0.834099,0.997841,0.569938,21.23,437.2851,4.523,2.8316,4.311263,3.077636,2.890494,
0.02,44.0,0.941175,0.6,1.8,1200.0,738.23,3061.88,0.769878,0.999792,0.425531,0.998743,0.601363,15.96,446.4484,4.5787,2.8319,4.391095,3.135733,2.944431,
0.02,45.0,0.940221,3.9,2.4,0.0,770.11,3056.36,0.881786,0.999642,0.70548,0.998685,0.633299,19.88,455.6033,4.5741,2.8321,4.473816,3.195983,3.000518,
0.02,46.0,0.939492,2.3,1.1,1.3,1963.64,3089.69,0.764607,0.999938,0.412261,0.998639,0.529793,15.37,464.7525,4.5705,2.8323,4.542656,3.246027,3.046417,
0.05,47.0,0.93462,3.1,0.5,0.0,4320.0,2660.84,0.636736,0.999974,0.092722,0.998287,0.479687,12.65,473.8592,4.5468,2.8325,4.604547,3.290998,3.08732,
0.02,48.0,0.938011,2.3,1.3,1.28,1661.54,3063.25,0.797067,0.999917,0.493482,0.99854,0.547481,16.13,482.9924,4.5633,2.8327,4.674048,3.341557,3.133744,
0.01,49.0,0.938722,3.8,1.1,0.0,1963.64,3447.06,0.731461,0.999915,0.329443,0.998588,0.548689,15.15,492.134,4.5668,2.8328,4.742911,3.391673,3.179718,
0.02,50.0,0.936122,0.7,2.4,1028.57,433.23,3109.15,0.809782,0.993035,0.532219,0.998404,0.808241,17.31,501.2496,4.5541,2.8331,4.841418,3.463641,3.247597,
0.05,51.0,0.930876,1.5,2.4,29.78,744.37,2591.69,0.915991,0.999474,0.791526,0.997955,0.655913,20.77,510.3134,4.5286,2.8333,4.920745,3.521577,3.30147,
0.01,52.0,0.93532,4.0,3.1,0.0,507.33,3402.97,0.806344,0.828921,0.687767,0.998342,1.007177,20.63,519.4215,4.5502,2.8336,5.039011,3.608188,3.384009,
0.1,53.0,0.920786,0.6,1.5,1200.0,966.23,2157.09,0.836517,0.999866,0.593072,0.996709,0.575435,16.36,528.3852,4.4795,2.8338,5.106792,3.657693,3.429579,
0.02,54.0,0.931959,1.2,2.9,247.34,456.43,3068.27,0.867321,0.95261,0.716664,0.998057,0.923483,20.07,537.461,4.5339,2.8341,5.212424,3.735076,3.502912,
0.01,55.0,0.932559,4.0,2.4,0.0,757.17,3411.67,0.851087,0.998908,0.629753,0.998111,0.698885,19.16,546.541,4.5368,2.8343,5.292007,3.793288,3.557033,
0.05,56.0,0.925856,2.1,2.5,2.83,708.67,2588.55,0.919877,0.998813,0.802175,0.997409,0.703825,21.01,555.5554,4.5042,2.8346,5.371102,3.851202,3.610931,
0.02,57.0,0.92952,1.8,1.1,9.11,1963.64,3058.58,0.766679,0.99987,0.417917,0.99782,0.573627,15.43,564.6066,4.522,2.8347,5.435493,3.898255,3.65393,
0.02,58.0,0.928723,2.7,1.8,0.18,1130.7,3040.64,0.851072,0.999683,0.629128,0.997737,0.626125,17.93,573.6484,4.5182,2.8349,5.504815,3.948968,3.700589,
