Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.1,1.0,0.977661,2.1,2.1,45.78,976.55,2207.21,0.925207,1.0,0.813128,0.999776,0.033277,22.5,43.4746,4.7562,2.8204,0.033277,0.004485,0.0,
0.01,2.0,0.990107,3.5,2.4,0.0,835.26,3438.99,0.841919,1.0,0.60486,0.999876,0.162541,18.81,53.1164,4.8168,2.8207,0.130535,0.066893,0.057745,
0.01,3.0,0.988648,1.9,2.7,10.11,695.32,3439.38,0.854109,1.0,0.635339,0.999867,0.246279,19.33,62.7447,4.8097,2.821,0.259403,0.158859,0.145064,
0.05,4.0,0.982129,0.6,0.7,1200.0,2965.28,2202.87,0.663432,1.0,0.158672,0.999819,0.17733,13.2,72.3061,4.778,2.8212,0.346797,0.220764,0.202429,
0.02,5.0,0.985251,2.9,1.1,0.15,1963.64,3191.51,0.755209,1.0,0.388101,0.999844,0.21671,15.27,81.9046,4.7932,2.8215,0.446914,0.291932,0.269002,
0.02,6.0,0.98386,1.4,2.3,138.67,794.48,3083.15,0.865792,0.999999,0.664565,0.999833,0.262727,19.0,91.4859,4.7864,2.8218,0.560208,0.372763,0.345246,
0.02,7.0,0.983001,1.8,0.6,13.92,3600.0,3188.88,0.643495,1.0,0.108825,0.999826,0.224446,13.06,101.0663,4.7822,2.822,0.652275,0.43821,0.406128,
0.01,8.0,0.983321,3.9,1.0,0.0,2160.0,3549.03,0.706834,0.999999,0.26717,0.999829,0.250336,14.69,110.6466,4.7838,2.8223,0.749705,0.507567,0.470903,
0.02,9.0,0.980841,2.8,0.8,0.24,2700.0,3202.98,0.692323,0.999999,0.230904,0.999807,0.250833,14.01,120.2041,4.7717,2.8225,0.842855,0.573874,0.532665,
0.02,10.0,0.979907,1.1,0.7,498.97,3085.71,2753.51,0.665044,1.0,0.162711,0.999799,0.23866,13.64,129.7447,4.7672,2.8227,0.928066,0.634456,0.58871,
0.1,11.0,0.965804,2.3,3.2,1.96,528.43,2232.87,0.949508,0.999973,0.873994,0.999607,0.481375,23.93,139.153,4.6986,2.8231,1.086741,0.748707,0.698588,
0.05,12.0,0.972926,2.1,0.5,4.39,4320.0,2722.4,0.634872,0.999999,0.087321,0.99972,0.264041,12.65,148.6356,4.7332,2.8234,1.171037,0.808808,0.754256,
0.02,13.0,0.975573,0.5,2.4,1440.0,491.17,3119.09,0.765272,0.999985,0.413319,0.999753,0.447232,16.44,158.1367,4.7461,2.8237,1.30518,0.905226,0.846184,
0.02,14.0,0.974784,1.7,0.5,18.79,4320.0,3163.47,0.622829,0.999999,0.057202,0.999743,0.286763,12.54,167.6368,4.7422,2.8239,1.388956,0.964997,0.901479,
0.02,15.0,0.973627,4.0,1.6,0.0,1350.0,3103.86,0.824435,0.999998,0.561225,0.999729,0.333395,17.25,177.1178,4.7366,2.8242,1.48264,1.032013,0.964016,
0.02,16.0,0.972596,0.6,1.5,1200.0,1058.65,3022.91,0.743372,0.999997,0.358574,0.999715,0.346856,15.29,186.5872,4.7316,2.8244,1.576719,1.099381,1.026919,
0.02,17.0,0.971651,2.2,0.9,2.78,2400.0,3177.13,0.717218,0.999998,0.293196,0.999702,0.328515,14.49,196.0537,4.727,2.8246,1.663284,1.161301,1.084388,
0.02,18.0,0.969004,0.7,3.0,1028.57,43.25,3410.53,0.791236,0.924059,0.554201,0.999663,0.953011,17.61,205.4983,4.7141,2.8252,1.894211,1.328643,1.247357,
0.02,19.0,0.968065,3.4,1.5,0.0,1440.0,3106.42,0.815256,0.999996,0.53832,0.999647,0.374657,16.96,214.9255,4.7095,2.8255,1.982638,1.392054,1.306342,
0.1,20.0,0.954668,3.2,2.7,0.0,679.04,2228.39,0.942757,0.999982,0.857242,0.999335,0.456593,23.13,224.2224,4.6444,2.8257,2.086332,1.466778,1.376794,
0.05,21.0,0.961476,1.8,2.3,12.18,845.65,2609.6,0.909607,0.999989,0.774268,0.999518,0.427084,20.35,233.5845,4.6775,2.826,2.180822,1.534795,1.440458,
0.02,22.0,0.96487,3.2,1.6,0.0,1350.0,3084.77,0.826284,0.999993,0.565921,0.99959,0.402713,17.25,242.9798,4.694,2.8262,2.267908,1.597387,1.498655,
0.02,23.0,0.963903,2.1,1.6,3.9,1350.0,3078.11,0.82655,0.999992,0.566598,0.999571,0.409386,17.07,252.3654,4.6893,2.8264,2.35428,1.659481,1.556364,
0.1,24.0,0.951173,3.1,0.6,0.0,3600.0,2334.82,0.689977,0.999997,0.225338,0.999216,0.356429,13.43,261.6341,4.6274,2.8266,2.428175,1.712537,1.605231,
0.05,25.0,0.957852,1.8,1.1,11.83,1963.64,2668.48,0.805487,0.999994,0.514009,0.999428,0.393099,15.79,270.9636,4.6599,2.8268,2.50779,1.769774,1.658166,
0.05,26.0,0.956901,3.5,1.6,0.0,1350.0,2613.43,0.870375,0.999991,0.676246,0.999402,0.419594,18.04,280.281,4.6552,2.8271,2.590756,1.829512,1.713601,
0.02,27.0,0.960669,2.7,0.3,0.29,7200.0,3127.03,0.601332,0.999996,0.003585,0.9995,0.372783,11.39,289.6458,4.6736,2.8273,2.663442,1.881756,1.761519,
0.02,28.0,0.959363,0.6,2.0,1200.0,649.94,3088.93,0.776103,0.999958,0.440565,0.999468,0.507659,16.19,298.9872,4.6672,2.8275,2.759154,1.950822,1.826254,
0.02,29.0,0.955484,2.7,3.6,0.29,81.49,3361.59,0.511251,1e-06,0.778447,0.999361,1.953004,21.75,308.2896,4.6483,2.8284,3.097871,2.197906,2.069235,
0.02,30.0,0.953441,0.6,2.9,1200.0,48.22,3404.0,0.470126,0.163724,0.511944,0.999296,1.195928,17.12,317.5801,4.6384,2.8289,3.29381,2.340573,2.207701,
0.02,31.0,0.952515,1.8,2.0,10.94,1007.1,3059.44,0.860153,0.999957,0.650792,0.999264,0.508026,18.5,326.8544,4.6339,2.8291,3.376479,2.400347,2.26319,
0.01,32.0,0.953044,3.2,2.0,0.0,1015.48,3415.59,0.826567,0.999946,0.56683,0.999282,0.521812,18.03,336.1334,4.6365,2.8293,3.459827,2.460659,2.319208,
0.02,33.0,0.950258,0.2,2.4,3600.0,446.85,3109.37,0.629676,0.995614,0.078985,0.999181,0.780892,14.16,345.3874,4.6229,2.8296,3.580194,2.548145,2.402473,
0.02,34.0,0.949133,3.2,2.7,0.0,656.6,3055.77,0.891145,0.999674,0.728621,0.999137,0.627735,20.61,354.63,4.6174,2.8299,3.675486,2.617309,2.467387,
0.02,35.0,0.947734,2.5,3.1,0.61,522.44,3051.27,0.897777,0.989862,0.755041,0.999078,0.830513,21.15,363.8597,4.6106,2.8302,3.79772,2.706288,2.552153,
0.02,36.0,0.947295,1.0,0.5,565.26,4320.0,2562.85,0.623885,0.99999,0.060193,0.999058,0.424773,12.66,373.0818,4.6085,2.8304,3.860749,2.751833,2.593481,
0.02,37.0,0.946141,2.8,2.4,0.14,777.98,3058.16,0.881105,0.999821,0.703437,0.999006,0.592349,19.54,382.2943,4.6029,2.8306,3.946116,2.813797,2.65122,
0.02,38.0,0.945317,0.8,1.6,900.0,903.02,3033.48,0.786134,0.999926,0.465926,0.998966,0.540861,16.11,391.4973,4.5989,2.8308,4.023151,2.869683,2.702898,
0.02,39.0,0.944619,0.8,0.8,900.0,2340.62,2747.82,0.686224,0.999977,0.216116,0.998932,0.470809,13.92,400.6924,4.5955,2.831,4.089759,2.917922,2.746941,
