Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.1,1.0,0.977633,3.8,1.9,0.09,1136.84,2232.36,0.916339,1.0,0.790959,0.999776,0.033201,21.54,43.4743,4.7561,2.8204,0.033201,0.004483,0.0,
0.01,2.0,0.990408,3.6,1.1,0.0,1963.64,3549.82,0.722837,1.0,0.307154,0.999877,0.132937,15.07,53.1225,4.8182,2.8206,0.114661,0.055325,0.046182,
0.05,3.0,0.983166,2.8,2.5,0.26,785.65,2622.29,0.913746,1.0,0.784452,0.999827,0.222866,20.7,62.6971,4.783,2.8209,0.233353,0.139914,0.126203,
0.02,4.0,0.986504,2.6,1.1,0.6,1963.64,3193.38,0.754991,1.0,0.387551,0.999853,0.204369,15.28,72.3081,4.7993,2.8212,0.334818,0.212021,0.193701,
0.1,5.0,0.973078,3.0,1.1,0.07,1963.64,2342.85,0.838788,1.0,0.59711,0.999722,0.205742,16.11,81.7879,4.7339,2.8215,0.430747,0.280209,0.257466,
0.02,6.0,0.984316,2.8,1.1,0.25,1963.64,3189.67,0.755374,1.0,0.388516,0.999836,0.226176,15.27,91.3773,4.7886,2.8217,0.53014,0.350927,0.323599,
0.02,7.0,0.982782,1.8,2.7,13.96,687.49,3079.5,0.885903,0.999999,0.714847,0.999824,0.300229,20.17,100.95,4.7811,2.822,0.652986,0.438765,0.40686,
0.01,8.0,0.983197,0.2,1.6,3600.0,979.05,3386.74,0.614671,0.999999,0.036764,0.999828,0.276104,13.18,110.523,4.7832,2.8223,0.75971,0.514924,0.478439,
0.02,9.0,0.980713,3.4,0.9,0.0,2400.0,3199.08,0.715657,0.999999,0.289239,0.999806,0.254813,14.55,120.0784,4.7711,2.8225,0.853778,0.581904,0.540873,
0.1,10.0,0.967269,1.5,1.6,55.62,1350.0,2222.99,0.89787,0.999999,0.74486,0.999634,0.268469,18.45,129.4965,4.7057,2.8228,0.948279,0.649339,0.603931,
0.02,11.0,0.978498,1.8,1.6,13.46,1350.0,3101.1,0.823392,0.999999,0.558589,0.999785,0.291151,17.07,139.0254,4.7603,2.823,1.04628,0.719333,0.669398,
0.1,12.0,0.965041,3.1,2.6,0.0,730.2,2236.76,0.939838,0.999997,0.8498,0.999593,0.342073,22.25,148.424,4.6948,2.8233,1.155618,0.797715,0.743412,
0.02,13.0,0.975948,1.4,2.5,125.41,699.76,3078.82,0.875598,0.999996,0.68912,0.999757,0.364181,19.46,157.9287,4.7479,2.8236,1.26675,0.877406,0.818599,
0.01,14.0,0.976388,1.6,1.7,28.39,1270.59,3418.79,0.798174,0.999998,0.495556,0.999762,0.329965,16.95,167.4357,4.75,2.8239,1.363805,0.94684,0.88352,
0.02,15.0,0.974012,2.3,0.9,1.87,2400.0,3183.13,0.716804,0.999999,0.292143,0.999734,0.310502,14.45,176.9252,4.7385,2.8241,1.452232,1.010017,0.942221,
0.02,16.0,0.969303,2.8,3.7,0.21,57.18,3397.19,0.51059,0.000136,0.776505,0.999667,1.623578,21.88,186.3785,4.7156,2.8251,1.859196,1.305727,1.233619,
0.02,17.0,0.965356,3.9,3.6,0.0,83.48,3367.81,0.510804,0.000135,0.777076,0.999599,1.624046,22.18,195.7804,4.6964,2.826,2.217364,1.566145,1.489741,
0.01,18.0,0.962772,3.3,3.9,0.0,26.31,3772.83,0.484361,3e-06,0.711126,0.999547,1.858395,21.13,205.1683,4.6838,2.8269,2.584783,1.833639,1.752969,
0.01,19.0,0.961964,2.8,1.7,0.17,1270.59,3411.85,0.801639,0.999986,0.504347,0.999529,0.442432,16.96,214.5339,4.6799,2.8271,2.669829,1.894792,1.80973,
0.05,20.0,0.954361,0.7,2.8,1028.57,329.25,2684.74,0.852643,0.973262,0.658684,0.999326,0.888555,18.47,223.8304,4.6429,2.8275,2.831698,2.01226,1.92293,
0.05,21.0,0.953463,2.9,1.6,0.08,1350.0,2601.12,0.87142,0.999986,0.678916,0.999297,0.44122,17.83,233.1141,4.6385,2.8278,2.911486,2.069728,1.976108,
0.1,22.0,0.943559,2.3,3.4,1.56,446.05,2225.09,0.728355,0.437815,0.883633,0.998877,1.114708,24.66,242.3069,4.5903,2.8282,3.101333,2.207906,2.110138,
0.02,23.0,0.954796,1.8,1.8,11.07,1168.05,3047.54,0.846328,0.999973,0.616176,0.999339,0.480823,17.93,251.6024,4.645,2.8285,3.182743,2.266648,2.164558,
0.01,24.0,0.95543,2.8,1.1,0.16,1963.64,3481.41,0.72861,0.99998,0.321866,0.999359,0.462582,15.01,260.9081,4.6481,2.8287,3.259879,2.322258,2.215846,
0.1,25.0,0.940599,2.1,2.9,3.51,589.99,2213.94,0.947218,0.999645,0.869047,0.998708,0.632823,23.44,270.0685,4.5759,2.8289,3.361923,2.396266,2.285693,
0.01,26.0,0.953601,0.3,0.7,2400.0,2805.86,3005.7,0.61145,0.999989,0.028985,0.999301,0.429631,12.23,279.3511,4.6392,2.8291,3.431163,2.446179,2.331308,
0.02,27.0,0.95128,2.1,0.7,3.45,3085.71,3139.19,0.671132,0.999984,0.178235,0.99922,0.449306,13.55,288.6193,4.6279,2.8293,3.502392,2.497534,2.378399,
0.02,28.0,0.95072,3.3,0.3,0.0,7200.0,3110.78,0.601293,0.999989,0.003645,0.999199,0.429292,11.4,297.8866,4.6252,2.8295,3.569627,2.546017,2.422636,
0.02,29.0,0.946839,1.8,4.0,10.64,15.82,3407.6,0.511827,0.0,0.780048,0.999038,2.197994,21.71,307.1184,4.6063,2.8303,3.886693,2.777798,2.650355,
0.02,30.0,0.945991,2.1,2.4,3.29,775.04,3054.24,0.881414,0.999825,0.704211,0.998999,0.591312,19.58,316.3296,4.6022,2.8306,3.971103,2.839007,2.707321,
0.02,31.0,0.945267,3.9,0.9,0.0,2400.0,3120.38,0.722052,0.999966,0.305682,0.998964,0.493918,14.58,325.5371,4.5986,2.8307,4.041142,2.889691,2.753791,
0.02,32.0,0.944513,1.5,0.8,32.16,2700.0,3095.69,0.697596,0.99997,0.244557,0.998926,0.488212,14.08,334.7375,4.595,2.8309,4.109549,2.939189,2.799084,
0.1,33.0,0.931261,3.3,1.6,0.0,1350.0,2176.74,0.905073,0.999954,0.763734,0.997992,0.512572,18.88,343.8034,4.5305,2.8311,4.180159,2.990412,2.846248,
0.02,34.0,0.942934,4.0,0.9,0.0,2400.0,3115.93,0.722403,0.999959,0.306628,0.998843,0.505589,14.62,352.988,4.5873,2.8313,4.249118,3.040393,2.892038,
0.02,35.0,0.94233,0.6,0.6,1200.0,3333.7,2548.44,0.633572,0.999981,0.084544,0.998809,0.461086,12.74,362.1609,4.5843,2.8315,4.311588,3.085609,2.93307,
0.01,36.0,0.942794,1.8,2.0,9.96,989.31,3410.53,0.828522,0.999843,0.572045,0.998835,0.584643,17.96,371.34,4.5866,2.8317,4.388987,3.14182,2.985071,
0.02,37.0,0.940512,3.2,1.7,0.0,1245.38,3033.83,0.841168,0.999897,0.603672,0.998703,0.560025,17.8,380.4959,4.5755,2.8319,4.462277,3.195059,3.034127,
0.02,38.0,0.937268,3.9,4.0,0.0,19.77,3398.8,0.512775,0.0,0.782693,0.998488,2.325342,22.07,389.6315,4.5597,2.8326,4.74696,3.403788,3.238913,
0.1,39.0,0.924192,1.5,1.8,29.61,1120.15,2185.86,0.917986,0.999894,0.796471,0.997197,0.561391,19.66,398.6285,4.4961,2.8328,4.815964,3.454022,3.285146,
0.02,40.0,0.934236,1.2,3.9,255.18,8.2,3395.68,0.495266,7e-06,0.739031,0.998255,1.794391,20.4,407.7483,4.545,2.8334,5.0249,3.607243,3.434371,
0.01,41.0,0.935072,3.0,0.9,0.0,2400.0,3459.99,0.695092,0.999901,0.238668,0.998323,0.557469,14.36,416.8557,4.549,2.8336,5.090621,3.655051,3.478052,
0.02,42.0,0.932831,1.8,1.1,9.29,1963.64,3062.03,0.766398,0.999892,0.417035,0.998136,0.562776,15.39,425.9392,4.5381,2.8338,5.156253,3.702831,3.521726,
0.05,43.0,0.927492,1.5,2.7,28.29,618.22,2583.38,0.923692,0.997356,0.813074,0.997601,0.751021,21.72,434.9701,4.5122,2.834,5.241706,3.765308,3.580144,
0.02,44.0,0.931073,3.0,1.8,0.0,1134.6,3037.03,0.851129,0.999731,0.629103,0.997974,0.616438,18.16,444.0346,4.5296,2.8342,5.311624,3.816338,3.627074,
0.02,45.0,0.930282,2.9,1.9,0.03,1051.92,3042.24,0.858243,0.999672,0.646986,0.997897,0.628025,18.31,453.0916,4.5257,2.8344,5.382061,3.867768,3.674411,
0.1,46.0,0.9164,0.9,3.1,680.81,29.93,2531.99,0.527085,0.008621,0.811114,0.995953,1.379115,20.35,462.0178,4.4582,2.8348,5.530338,3.976669,3.77946,
0.1,47.0,0.914589,0.3,3.9,2400.0,2.52,2582.71,0.371052,0.00066,0.429173,0.995593,1.530731,15.77,470.9541,4.4494,2.8352,5.690826,4.094608,3.893599,
0.05,48.0,0.921667,1.9,2.4,6.07,745.26,2579.48,0.917799,0.998826,0.79725,0.996843,0.703157,20.98,479.9281,4.4838,2.8354,5.764987,4.148912,3.943894,
0.02,49.0,0.925297,0.2,1.5,3600.0,942.68,2994.38,0.621405,0.99949,0.055354,0.997339,0.654091,13.29,488.9358,4.5015,2.8356,5.833529,4.199069,3.990023,
0.02,50.0,0.924416,2.3,2.4,1.1,746.49,3043.28,0.883883,0.998273,0.712821,0.997227,0.72592,19.76,497.9366,4.4972,2.8358,5.908525,4.254018,4.040929,
0.01,51.0,0.925325,1.2,0.8,222.81,2700.0,3223.22,0.675658,0.999859,0.190614,0.997343,0.578496,13.97,506.9452,4.5016,2.836,5.968376,4.297779,4.08065,
0.02,52.0,0.922812,3.1,2.7,0.0,622.82,3040.02,0.891344,0.991554,0.738302,0.997009,0.819671,20.88,515.931,4.4894,2.8362,6.05108,4.358456,4.137306,
0.05,53.0,0.917651,2.3,2.4,1.07,743.0,2577.88,0.918019,0.998277,0.798678,0.996185,0.72576,21.0,524.8655,4.4643,2.8364,6.123821,4.411847,4.186727,
0.1,54.0,0.908889,2.3,1.9,1.06,1034.54,2183.16,0.924584,0.999584,0.814758,0.994236,0.642107,20.18,533.7135,4.4217,2.8366,6.187838,4.458855,4.229865,
0.02,55.0,0.920837,2.8,0.5,0.07,4320.0,3085.79,0.624349,0.999886,0.062628,0.996717,0.565683,12.48,542.6852,4.4798,2.8368,6.24427,4.500183,4.267212,
0.02,56.0,0.919725,1.4,2.7,40.74,596.98,3041.13,0.887475,0.985223,0.735195,0.99654,0.852953,20.43,551.6408,4.4744,2.837,6.3271,4.561038,4.324078,
0.02,57.0,0.919165,2.7,0.8,0.15,2700.0,3077.09,0.700824,0.999807,0.254029,0.996447,0.596873,14.05,560.5934,4.4717,2.8372,6.385416,4.60379,4.362857,
0.02,58.0,0.918419,1.8,1.3,8.27,1661.54,3001.49,0.801988,0.999635,0.507174,0.99632,0.634458,16.24,569.5345,4.468,2.8373,6.446758,4.648791,4.40388,
0.02,59.0,0.917201,0.7,2.6,1028.57,325.93,3126.25,0.529508,0.271123,0.554596,0.996103,1.158172,17.5,578.4665,4.4621,2.8376,6.555053,4.728535,4.479718,
0.02,60.0,0.914587,2.6,3.6,0.26,28.39,3383.84,0.512608,0.0,0.783725,0.995592,2.577238,21.57,587.3706,4.4494,2.8383,6.787138,4.899868,4.647363,
0.02,61.0,0.912909,3.1,3.3,0.0,422.56,3042.94,0.508898,2.6e-05,0.774605,0.99523,1.720444,22.37,596.2628,4.4412,2.8387,6.939285,5.012158,4.755839,
0.05,62.0,0.907862,1.8,2.0,7.85,942.07,2569.4,0.904325,0.998769,0.765068,0.993952,0.705964,19.71,605.1013,4.4167,2.8389,7.002548,5.058759,4.798554,
0.02,63.0,0.9108,1.9,3.2,5.34,445.63,3038.84,0.507871,0.001977,0.770334,0.994732,1.466114,21.7,613.9725,4.431,2.8392,7.129405,5.152458,4.888417,
0.1,64.0,0.898178,2.3,0.9,0.94,2400.0,2205.48,0.807358,0.99978,0.523379,0.990471,0.604733,15.24,622.7189,4.3696,2.8394,7.182728,5.191757,4.923948,
0.02,65.0,0.909841,2.6,0.5,0.23,4320.0,3065.83,0.624337,0.999798,0.063801,0.994489,0.599511,12.47,631.5829,4.4263,2.8395,7.235417,5.230541,4.958844,
0.02,66.0,0.909163,1.5,0.7,22.89,3085.71,3037.91,0.674969,0.999728,0.190539,0.99431,0.617089,13.6,640.4375,4.423,2.8397,7.289255,5.270173,4.994586,
