Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.01,1.0,0.991091,3.6,3.9,0.21,380.79,3373.9,0.888027,1.0,0.720126,0.999881,0.041337,22.97,43.6066,4.8216,2.8204,0.041337,0.004676,0.0,
0.01,2.0,0.989672,1.8,2.7,14.57,693.85,3440.13,0.853764,1.0,0.634473,0.999873,0.225714,19.34,53.2458,4.8147,2.8208,0.168058,0.094087,0.084751,
0.02,3.0,0.986987,0.7,2.0,1028.57,699.18,3094.53,0.787758,1.0,0.469468,0.999856,0.230749,16.51,62.8571,4.8016,2.8211,0.28632,0.178362,0.164407,
0.02,4.0,0.984718,3.5,3.3,0.0,507.52,3079.77,0.901018,0.999991,0.752634,0.99984,0.418655,21.76,72.4499,4.7906,2.8215,0.47744,0.315703,0.297146,
0.02,5.0,0.983759,2.3,1.5,2.05,1440.0,3135.27,0.812218,1.0,0.53063,0.999832,0.238174,16.71,82.0311,4.7859,2.8218,0.578807,0.387862,0.36472,
0.01,6.0,0.984045,2.0,1.6,6.75,1350.0,3466.05,0.787702,0.999999,0.469339,0.999834,0.254813,16.59,91.6146,4.7873,2.8221,0.681263,0.460853,0.433114,
0.02,7.0,0.981463,2.4,1.7,1.31,1270.59,3101.69,0.832317,0.999999,0.580886,0.999813,0.264764,17.38,101.1724,4.7747,2.8223,0.782205,0.532805,0.500503,
0.01,8.0,0.981793,2.8,1.6,0.24,1350.0,3468.22,0.788131,0.999999,0.47042,0.999816,0.277117,16.58,110.7341,4.7763,2.8226,0.882697,0.604479,0.567604,
0.05,9.0,0.973376,0.8,3.0,900.0,61.68,2932.01,0.875806,0.99833,0.691323,0.999726,0.72394,18.86,120.2148,4.7354,2.8232,1.119377,0.775448,0.734124,
0.01,10.0,0.978357,0.5,0.7,1440.0,2925.4,3009.24,0.625751,0.999999,0.064487,0.999783,0.265272,12.7,129.739,4.7596,2.8234,1.202731,0.834792,0.788932,
0.1,11.0,0.963571,0.2,1.1,3600.0,1646.71,2039.49,0.627925,0.999999,0.070032,0.999564,0.28114,12.89,139.1199,4.6877,2.8236,1.287801,0.895483,0.845298,
