Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.1,1.0,0.97786,3.3,4.0,0.59,356.47,2203.96,0.957809,1.0,0.894634,0.999778,0.040742,27.98,43.476,4.7572,2.8204,0.040742,0.004504,0.0,
0.02,2.0,0.988932,0.6,0.6,1200.0,3581.21,2558.67,0.62662,1.0,0.066616,0.999869,0.146141,12.6,53.1034,4.8111,2.8207,0.12573,0.063461,0.054324,
0.1,3.0,0.97545,2.1,0.9,4.82,2400.0,2359.1,0.793561,1.0,0.484026,0.999751,0.179113,15.1,62.6082,4.7455,2.8209,0.221786,0.131612,0.118033,
0.01,4.0,0.987761,1.8,2.4,14.34,821.13,3437.91,0.841998,1.0,0.605065,0.999861,0.239682,18.65,72.2272,4.8054,2.8212,0.340354,0.216165,0.197951,
0.02,5.0,0.985363,2.3,0.9,2.09,2400.0,3205.52,0.714965,1.0,0.28749,0.999844,0.211624,14.46,81.8286,4.7937,2.8215,0.43865,0.286009,0.2632,
0.01,6.0,0.985333,2.1,2.5,4.68,778.21,3435.67,0.847204,0.999999,0.618088,0.999844,0.273778,18.84,91.425,4.7936,2.8218,0.556959,0.370474,0.343055,
0.02,7.0,0.98289,2.0,1.3,6.77,1661.54,3157.02,0.787448,1.0,0.468708,0.999825,0.242992,16.07,100.9989,4.7817,2.822,0.6563,0.441199,0.409209,
0.02,8.0,0.982052,1.3,0.5,246.2,4320.0,2976.38,0.62199,1.0,0.055066,0.999818,0.215661,12.66,110.5659,4.7776,2.8223,0.740831,0.501209,0.464664,
0.02,9.0,0.978937,0.7,3.1,1028.57,38.77,3419.86,0.819957,0.997,0.552999,0.999789,0.758465,17.66,120.1115,4.7624,2.8229,1.004336,0.691573,0.65052,
0.02,10.0,0.9782,1.0,0.6,636.9,3600.0,2620.46,0.641414,1.0,0.103646,0.999782,0.245399,13.12,129.6344,4.7589,2.8231,1.085667,0.749392,0.703818,
