Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.05,1.0,0.985532,2.2,2.0,28.1,1061.04,2586.45,0.894301,1.0,0.73583,0.999846,0.034006,20.9,43.5512,4.7945,2.8204,0.034006,0.004587,0.0,
0.1,2.0,0.976557,1.4,2.2,154.08,843.79,2244.84,0.9244,1.0,0.811118,0.999764,0.148737,20.53,53.06,4.7509,2.8207,0.123497,0.0618,0.052733,
0.01,3.0,0.989196,2.8,0.9,0.26,2400.0,3566.55,0.687895,1.0,0.219804,0.99987,0.191165,14.22,62.699,4.8123,2.8209,0.225849,0.134493,0.12078,
0.02,4.0,0.986311,3.1,2.3,0.02,883.09,3082.03,0.870319,1.0,0.675873,0.999851,0.231788,19.24,72.3044,4.7983,2.8212,0.340491,0.216166,0.197841,
0.02,5.0,0.983434,0.6,2.9,1200.0,115.16,3360.41,0.802315,0.999763,0.506109,0.999829,0.608967,17.21,81.8837,4.7843,2.8219,0.602363,0.405024,0.382123,
0.02,6.0,0.982343,3.6,1.7,0.0,1270.59,3105.11,0.832113,0.999999,0.580372,0.99982,0.256001,17.57,91.4501,4.779,2.8221,0.703979,0.477412,0.449938,
0.1,7.0,0.96915,3.5,0.7,0.0,3085.71,2357.18,0.728882,1.0,0.322372,0.999665,0.231723,14.05,100.8943,4.7148,2.8224,0.791897,0.53996,0.508114,
0.02,8.0,0.979714,2.3,3.0,1.99,589.63,3071.75,0.895237,0.999995,0.7382,0.999797,0.385529,20.69,110.4376,4.7662,2.8227,0.928255,0.637798,0.601404,
0.02,9.0,0.97709,0.8,3.1,900.0,37.98,3410.83,0.83338,0.996659,0.586905,0.99977,0.764814,18.0,119.9649,4.7535,2.8233,1.172504,0.814298,0.773405,
0.02,10.0,0.973397,1.3,3.9,234.68,13.9,3417.05,0.600013,0.262407,0.737763,0.999726,1.160794,20.76,129.4554,4.7355,2.8241,1.499394,1.051233,1.005895,
