Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.05,1.0,0.985509,3.2,2.4,0.82,850.28,2584.44,0.911886,1.0,0.779792,0.999845,0.034265,22.28,43.5509,4.7944,2.8204,0.034265,0.004589,0.0,
0.02,2.0,0.9891,0.6,0.8,1200.0,2526.72,2748.35,0.657939,1.0,0.144913,0.99987,0.117432,13.39,53.1796,4.8119,2.8206,0.106926,0.049671,0.040446,
0.01,3.0,0.988549,2.3,3.1,2.14,566.75,3436.91,0.866733,0.999999,0.6669,0.999866,0.303317,20.06,62.8085,4.8092,2.821,0.265759,0.163391,0.149519,
0.01,4.0,0.987285,1.7,2.4,20.71,816.77,3437.39,0.841855,1.0,0.604709,0.999858,0.245307,18.67,72.423,4.8031,2.8213,0.383596,0.247418,0.228914,
0.02,5.0,0.984794,3.6,1.4,0.0,1542.86,3154.28,0.800254,1.0,0.500716,0.99984,0.22622,16.55,82.0152,4.7909,2.8216,0.485552,0.319949,0.296851,
0.01,6.0,0.985053,4.0,1.6,0.0,1350.0,3475.55,0.787429,1.0,0.468652,0.999842,0.244945,16.74,91.6087,4.7922,2.8219,0.589416,0.393918,0.366216,
0.02,7.0,0.98261,0.6,1.1,1200.0,1666.1,2909.91,0.701669,1.0,0.25426,0.999823,0.23621,14.31,101.1754,4.7803,2.8221,0.684526,0.461571,0.429301,
0.01,8.0,0.982844,0.6,1.6,1200.0,979.91,3395.95,0.71758,0.999999,0.294038,0.999825,0.275262,15.11,110.745,4.7814,2.8224,0.789292,0.536301,0.499451,
0.02,9.0,0.980171,1.4,2.0,133.29,967.98,3074.06,0.851256,0.999999,0.62824,0.999801,0.287891,18.29,120.2893,4.7684,2.8226,0.893288,0.610545,0.569148,
0.01,10.0,0.980581,1.8,1.4,13.52,1542.86,3483.16,0.766328,0.999999,0.415919,0.999805,0.283967,15.99,129.8394,4.7704,2.8229,0.991297,0.680473,0.63452,
0.02,11.0,0.978045,0.6,1.5,1200.0,1071.26,3024.31,0.742098,0.999999,0.355357,0.99978,0.298544,15.26,139.3618,4.7581,2.8231,1.089798,0.750811,0.700337,
0.1,12.0,0.964567,2.3,2.6,1.92,728.12,2236.11,0.939877,0.999997,0.849904,0.999584,0.346787,22.27,148.756,4.6925,2.8234,1.198562,0.828792,0.773953,
0.02,13.0,0.975832,2.3,1.0,1.9,2160.0,3179.94,0.737883,0.999999,0.34483,0.999756,0.299561,14.92,158.2625,4.7473,2.8237,1.289444,0.893714,0.834379,
0.02,14.0,0.974833,1.2,1.1,355.01,1908.54,2917.62,0.752738,0.999999,0.381975,0.999744,0.303087,15.39,167.7534,4.7425,2.8239,1.378261,0.957137,0.893314,
0.02,15.0,0.973819,2.1,1.1,4.27,1963.64,3164.35,0.75738,0.999998,0.393585,0.999731,0.318091,15.32,177.2397,4.7375,2.8241,1.468248,1.02146,0.953161,
0.1,16.0,0.960518,3.2,0.9,0.0,2400.0,2332.31,0.796668,0.999999,0.491923,0.999496,0.305028,15.25,186.5976,4.6728,2.8244,1.551891,1.081261,1.008673,
0.1,17.0,0.959404,1.8,2.7,12.78,675.77,2232.86,0.942099,0.999991,0.855523,0.999469,0.413857,22.4,195.9407,4.6674,2.8246,1.660327,1.159266,1.082365,
0.02,18.0,0.969925,1.8,3.1,12.66,543.76,3064.08,0.898449,0.999885,0.7464,0.999677,0.566334,21.1,205.3889,4.7186,2.825,1.801349,1.261033,1.179702,
0.02,19.0,0.9689,1.9,2.3,8.73,852.18,3070.67,0.8732,0.999992,0.683178,0.999661,0.408466,19.22,214.8235,4.7136,2.8253,1.900169,1.332038,1.246273,
0.02,20.0,0.968307,0.7,0.5,1028.57,4320.0,2409.27,0.617882,0.999999,0.04488,0.999651,0.305027,12.35,224.2497,4.7107,2.8255,1.972955,1.384062,1.293879,
0.02,21.0,0.967137,1.4,1.7,108.39,1208.55,3048.83,0.833039,0.999994,0.582788,0.999631,0.389647,17.47,233.6659,4.705,2.8257,2.062704,1.44848,1.353882,
