Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.01,1.0,0.991579,1.0,0.4,720.0,5400.0,2896.69,0.605244,1.0,0.013168,0.999884,0.030153,12.79,43.6108,4.8239,2.8204,0.030153,0.004676,0.0,
0.02,2.0,0.9888,2.9,2.4,0.16,835.18,3083.14,0.874377,1.0,0.686008,0.999868,0.139284,19.29,53.2391,4.8104,2.8206,0.116623,0.056615,0.047298,
0.02,3.0,0.987901,0.8,0.9,900.0,2175.19,2822.61,0.692719,1.0,0.231867,0.999862,0.17738,14.09,62.8576,4.8061,2.8209,0.212581,0.124641,0.110702,
0.02,4.0,0.986483,2.1,2.2,4.79,935.61,3081.27,0.865317,1.0,0.663366,0.999852,0.226145,18.88,72.4645,4.7991,2.8212,0.325615,0.205143,0.18659,
0.01,5.0,0.986535,2.0,2.6,6.92,734.14,3438.06,0.850912,0.999999,0.627354,0.999853,0.266279,19.16,82.072,4.7994,2.8215,0.448528,0.292906,0.26973,
0.01,6.0,0.98562,3.1,0.8,0.01,2700.0,3565.12,0.669134,1.0,0.172911,0.999846,0.224187,13.81,91.6766,4.795,2.8217,0.546167,0.362324,0.334544,
0.02,7.0,0.982386,3.1,3.0,0.01,595.02,3073.87,0.894814,0.999997,0.737128,0.999821,0.349305,20.65,101.2459,4.7792,2.8221,0.686553,0.462923,0.43057,
0.02,8.0,0.981257,3.2,2.2,0.0,932.66,3077.58,0.866327,0.999999,0.665912,0.999811,0.283391,19.15,110.8012,4.7737,2.8224,0.794076,0.539704,0.502792,
0.01,9.0,0.981639,2.7,1.6,0.37,1350.0,3468.5,0.78809,0.999999,0.470317,0.999814,0.278818,16.58,120.3612,4.7756,2.8226,0.894782,0.611551,0.57007,
0.02,10.0,0.979008,2.6,2.0,0.56,1059.5,3071.6,0.855309,0.999999,0.638379,0.99979,0.297858,18.29,129.8941,4.7628,2.8229,0.997202,0.684708,0.638691,
0.02,11.0,0.977982,2.8,1.5,0.23,1440.0,3127.11,0.813202,0.999999,0.533116,0.999779,0.293177,16.7,139.419,4.7578,2.8232,1.093785,0.753664,0.703124,
0.01,12.0,0.978616,1.2,0.6,360.41,3600.0,3224.68,0.630721,0.999999,0.07691,0.999786,0.260197,13.05,148.9493,4.7609,2.8234,1.176803,0.812773,0.757702,
0.01,13.0,0.977493,2.2,1.1,2.91,1963.64,3525.64,0.724634,0.999999,0.3117,0.999774,0.30414,15.01,158.4715,4.7554,2.8236,1.269872,0.879216,0.819624,
0.02,14.0,0.975017,3.4,1.1,0.0,1963.64,3171.74,0.757086,0.999999,0.392843,0.999746,0.308642,15.44,167.9698,4.7434,2.8239,1.360924,0.944257,0.880176,
0.1,15.0,0.961669,1.8,1.1,12.99,1963.64,2305.97,0.841048,0.999999,0.60286,0.999523,0.301667,16.18,177.337,4.6784,2.8241,1.446947,1.005748,0.937361,
0.02,16.0,0.973048,2.1,1.1,4.24,1963.64,3163.03,0.757506,0.999998,0.393907,0.999721,0.324696,15.32,186.8157,4.7338,2.8243,1.536506,1.069821,0.996966,
0.02,17.0,0.971961,0.6,1.6,1200.0,959.51,3041.98,0.750817,0.999997,0.377191,0.999707,0.359528,15.49,196.2795,4.7285,2.8246,1.632116,1.138332,1.061021,
0.02,18.0,0.970721,2.5,2.4,0.78,810.95,3071.4,0.877364,0.999993,0.693573,0.999689,0.400756,19.42,205.7325,4.7225,2.8248,1.734708,1.212008,1.130246,
0.1,19.0,0.957495,0.8,1.3,900.0,1294.7,2125.64,0.837399,0.999998,0.59379,0.999419,0.338676,16.22,215.0539,4.6581,2.8251,1.819198,1.272567,1.186536,
0.1,20.0,0.956934,2.8,0.7,0.2,3085.71,2340.58,0.730266,0.999998,0.325965,0.999403,0.324744,13.95,224.3785,4.6554,2.8253,1.898262,1.329211,1.238935,
0.02,21.0,0.968111,1.6,0.7,26.52,3085.71,3152.59,0.669111,0.999997,0.172956,0.999648,0.343504,13.57,233.8115,4.7098,2.8255,1.979803,1.38763,1.292945,
0.05,22.0,0.962318,1.8,2.9,12.32,600.43,2605.48,0.925823,0.999949,0.814839,0.999537,0.518127,21.88,243.183,4.6816,2.8258,2.097229,1.472334,1.373299,
0.05,23.0,0.961408,0.5,1.6,1440.0,945.19,2576.06,0.773923,0.999993,0.435056,0.999517,0.405035,15.59,252.543,4.6772,2.826,2.187014,1.536897,1.433528,
0.02,24.0,0.964746,2.1,1.7,3.94,1270.59,3065.45,0.835532,0.999992,0.589045,0.999587,0.408257,17.38,261.9367,4.6934,2.8263,2.275272,1.600359,1.4926,
0.02,25.0,0.963895,3.0,0.8,0.03,2700.0,3167.17,0.694857,0.999995,0.237361,0.99957,0.379182,14.03,271.328,4.6893,2.8265,2.355612,1.658048,1.545922,
0.02,26.0,0.962866,0.6,1.6,1200.0,939.64,3039.78,0.752861,0.999988,0.38239,0.999549,0.432458,15.54,280.7022,4.6843,2.8267,2.444664,1.72214,1.605649,
0.02,27.0,0.961464,3.8,2.9,0.0,602.13,3061.19,0.89513,0.999858,0.738208,0.999518,0.578981,20.84,290.0655,4.6774,2.827,2.559446,1.805122,1.684284,
0.02,28.0,0.960725,1.8,0.9,11.71,2400.0,3144.82,0.719123,0.999993,0.298065,0.999501,0.402921,14.49,299.4246,4.6738,2.8272,2.638424,1.861935,1.736758,
0.1,29.0,0.947067,0.1,2.4,7200.0,461.34,2263.48,0.601714,0.999409,0.005352,0.999048,0.662743,12.8,308.6478,4.6074,2.8276,2.76258,1.951909,1.822592,
0.01,30.0,0.959969,3.1,0.7,0.0,3085.71,3518.4,0.651751,0.999991,0.129644,0.999483,0.41427,13.43,318.0009,4.6702,2.8278,2.839699,2.007445,1.873793,
0.1,31.0,0.945171,2.3,1.8,1.58,1182.41,2203.1,0.914986,0.999986,0.788001,0.998959,0.444369,19.45,327.2033,4.5982,2.828,2.920474,2.065746,1.927928,
0.1,32.0,0.943532,1.3,3.2,185.16,416.51,2246.95,0.918842,0.933379,0.864289,0.998875,0.944718,23.24,336.3943,4.5902,2.8284,3.083455,2.184345,2.04242,
