Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.05,1.0,0.985494,2.5,2.6,9.71,751.53,2578.56,0.918286,1.0,0.795793,0.999845,0.034502,22.96,43.5516,4.7943,2.8204,0.034502,0.00459,0.0,
0.02,2.0,0.989053,2.8,0.6,0.26,3600.0,3213.57,0.643078,1.0,0.10776,0.999869,0.126232,13.06,53.1906,4.8117,2.8206,0.111805,0.053232,0.04401,
0.1,3.0,0.972731,4.0,3.6,0.0,426.57,2248.8,0.952495,0.998019,0.88336,0.999717,0.73398,25.88,62.6749,4.7323,2.8215,0.464121,0.307777,0.294097,
0.02,4.0,0.98391,4.0,1.6,0.0,1350.0,3122.87,0.822583,1.0,0.55654,0.999833,0.238222,17.17,72.2572,4.7866,2.8218,0.566004,0.380296,0.362025,
0.01,5.0,0.984337,0.2,1.2,3600.0,1484.6,3283.63,0.609922,1.0,0.024886,0.999837,0.242054,12.71,81.8405,4.7887,2.822,0.664078,0.450081,0.427211,
0.02,6.0,0.981494,3.6,2.4,0.0,826.14,3076.67,0.875712,0.999999,0.689375,0.999813,0.289729,19.61,91.3987,4.7749,2.8223,0.77462,0.529011,0.501571,
0.02,7.0,0.980363,1.0,2.0,642.22,732.35,3084.24,0.823962,0.999999,0.560005,0.999803,0.294495,17.42,100.9452,4.7694,2.8226,0.881145,0.605087,0.573092,
0.01,8.0,0.980761,2.3,1.4,1.97,1542.86,3492.79,0.766516,0.999999,0.416389,0.999806,0.282154,15.99,110.4972,4.7713,2.8228,0.978718,0.674674,0.638115,
0.02,9.0,0.977836,3.1,2.8,0.0,654.73,3072.56,0.890217,0.999996,0.725658,0.999778,0.368464,20.48,120.0207,4.7571,2.8231,1.098997,0.76088,0.719789,
0.02,10.0,0.976969,2.0,1.1,6.43,1963.64,3167.82,0.756851,0.999999,0.392244,0.999768,0.291855,15.33,129.5378,4.7529,2.8234,1.190905,0.826462,0.780856,
0.02,11.0,0.975682,1.3,2.3,234.32,733.09,3080.98,0.862899,0.999997,0.657375,0.999754,0.35033,18.9,139.039,4.7466,2.8236,1.296212,0.901866,0.851752,
0.01,12.0,0.975944,2.7,2.4,0.35,816.69,3426.96,0.844776,0.999996,0.612066,0.999757,0.36714,18.68,148.543,4.7479,2.8239,1.401999,0.977678,0.923046,
0.02,13.0,0.973547,2.8,1.5,0.21,1440.0,3117.02,0.814197,0.999998,0.53563,0.999728,0.330948,16.78,158.0242,4.7362,2.8242,1.494293,1.043688,0.984572,
0.02,14.0,0.972678,0.2,0.9,3600.0,2125.1,2787.2,0.608591,0.999999,0.02162,0.999716,0.306182,12.31,167.4934,4.732,2.8244,1.577347,1.102999,1.039417,
0.02,15.0,0.971561,0.3,1.6,2400.0,956.66,3033.83,0.662224,0.999996,0.155712,0.999701,0.367229,14.13,176.9531,4.7266,2.8246,1.673215,1.171693,1.103653,
0.02,16.0,0.970291,2.5,2.5,0.77,763.61,3069.55,0.881504,0.999992,0.703927,0.999683,0.412171,19.67,186.4013,4.7204,2.8249,1.776808,1.246099,1.173606,
0.02,17.0,0.969073,0.9,2.4,793.77,491.63,3107.2,0.830424,0.999978,0.576249,0.999664,0.468185,17.86,195.8389,4.7145,2.8252,1.889894,1.327485,1.250557,
0.02,18.0,0.968465,0.6,0.5,1200.0,4320.0,2408.39,0.615175,0.999999,0.038111,0.999654,0.304061,12.21,205.2666,4.7115,2.8254,1.962522,1.37937,1.29802,
0.02,19.0,0.967431,1.8,0.8,12.3,2700.0,3161.39,0.694401,0.999997,0.236188,0.999637,0.353594,14.04,214.6924,4.7065,2.8256,2.044479,1.438061,1.3523,
0.02,20.0,0.966382,1.5,1.7,43.5,1258.28,3047.12,0.834675,0.999994,0.586883,0.999618,0.394698,17.52,224.1012,4.7014,2.8258,2.133251,1.501798,1.411625,
0.02,21.0,0.965049,2.3,2.8,1.71,637.52,3064.69,0.892016,0.999956,0.730288,0.999593,0.50967,20.34,233.4997,4.6949,2.8261,2.243539,1.581328,1.486757,
0.02,22.0,0.964008,0.6,2.1,1200.0,605.26,3097.63,0.779682,0.999971,0.449449,0.999573,0.485948,16.47,242.8867,4.6898,2.8264,2.345744,1.654988,1.556036,
0.1,23.0,0.950756,2.2,1.1,2.56,1963.64,2289.88,0.843515,0.999995,0.609191,0.999201,0.378134,16.17,252.1471,4.6253,2.8266,2.423992,1.711217,1.60806,
0.02,24.0,0.962226,1.8,1.3,11.82,1661.54,3108.97,0.791675,0.999992,0.479429,0.999535,0.409917,16.13,261.5175,4.6811,2.8268,2.506876,1.770833,1.663309,
0.02,25.0,0.961264,1.8,1.6,11.74,1350.0,3064.56,0.827099,0.999989,0.568002,0.999514,0.427955,17.08,270.8769,4.6765,2.8271,2.591403,1.831672,1.719787,
