Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.05,1.0,0.99214,3.2,2.2,0.66,981.82,1962.23,0.672733,0.991437,0.190451,0.999887,0.02672,33.81,43.5714,4.8267,2.7684,0.02672,0.00227,0.0,
0.02,2.0,0.994641,2.5,1.0,8.29,2160.0,2322.85,0.59672,0.991849,0.0,0.9999,0.025115,29.06,53.2614,4.8388,2.7685,0.051835,0.004557,0.0,
0.1,3.0,0.986819,2.6,2.0,5.83,1080.0,1745.79,0.765313,0.991756,0.4216,0.999855,0.025486,33.53,62.8689,4.8008,2.7686,0.077321,0.00679,0.0,
0.1,4.0,0.986479,3.3,2.1,0.46,1028.57,1744.89,0.822609,0.991755,0.564842,0.999852,0.02549,33.87,72.4726,4.7991,2.7687,0.102811,0.009022,0.0,
0.05,5.0,0.991417,0.3,0.1,2400.0,21600.0,1474.39,0.593712,0.984337,0.0,0.999883,0.046429,25.12,82.1294,4.8232,2.7688,0.139808,0.019566,0.008275,
0.05,6.0,0.990218,1.2,0.8,600.0,2700.0,1549.99,0.587358,0.968458,0.0,0.999876,0.069536,28.31,91.768,4.8173,2.7689,0.18386,0.04304,0.029494,
0.01,7.0,0.993278,2.9,2.7,1.87,753.51,2543.78,0.573411,0.926832,0.006749,0.999893,0.098097,34.02,101.4384,4.8322,2.7691,0.242078,0.076042,0.060217,
0.02,8.0,0.991225,2.1,3.9,38.89,373.73,2351.37,0.746854,0.778128,0.589065,0.999882,0.139523,37.41,111.0907,4.8222,2.7693,0.319383,0.121937,0.103846,
0.05,9.0,0.988301,1.8,0.4,179.65,5400.0,1854.81,0.584569,0.961491,0.0,0.999865,0.076207,26.67,120.7202,4.808,2.7694,0.362603,0.145092,0.124761,
0.05,10.0,0.987325,1.2,3.0,600.0,385.41,2025.49,0.595008,0.879364,0.108226,0.999858,0.115922,34.1,130.333,4.8032,2.7696,0.423805,0.180402,0.157831,
0.05,11.0,0.987192,0.5,0.4,1440.0,5400.0,1515.11,0.583735,0.959408,0.0,0.999857,0.077976,26.0,139.9452,4.8026,2.7697,0.465675,0.202764,0.177956,
0.01,12.0,0.989906,0.5,3.1,1440.0,348.85,2615.79,0.508641,0.771664,0.0,0.999874,0.140718,30.98,149.5836,4.8158,2.7699,0.534959,0.243527,0.216462,
0.1,13.0,0.980709,0.8,3.0,900.0,377.6,1810.84,0.553833,0.831749,0.052931,0.999806,0.128449,33.21,159.1319,4.7711,2.77,0.596468,0.279316,0.250052,
