Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.02,1.0,0.994729,0.4,3.5,1800.0,248.91,2386.56,0.594956,0.987439,0.0,0.9999,0.03921,30.99,43.5971,4.8393,2.7684,0.03921,0.002291,0.0,
0.01,2.0,0.995513,0.7,1.9,1028.57,876.28,2450.41,0.59656,0.991449,0.0,0.999904,0.026673,30.09,53.2867,4.8431,2.7685,0.065883,0.004586,0.0,
0.05,3.0,0.991264,3.2,2.2,0.64,981.82,1961.72,0.673116,0.991589,0.191258,0.999882,0.026135,33.81,62.9366,4.8224,2.7686,0.092018,0.00685,0.0,
0.05,4.0,0.990715,1.0,3.0,720.0,388.5,2024.27,0.604235,0.976016,0.034632,0.999879,0.060448,33.55,72.5816,4.8197,2.7688,0.136076,0.023538,0.014426,
0.02,5.0,0.993014,2.7,0.8,3.98,2700.0,2328.78,0.584385,0.961017,0.0,0.999892,0.076617,28.22,82.2586,4.8309,2.7689,0.183914,0.049538,0.038152,
0.02,6.0,0.992059,3.9,3.5,0.0,495.58,2317.31,0.739906,0.88202,0.467801,0.999887,0.115107,36.71,91.9186,4.8263,2.7691,0.250775,0.088343,0.074685,
0.02,7.0,0.991581,0.1,2.0,7200.0,799.22,2196.45,0.575677,0.93925,0.0,0.999884,0.091667,26.9,101.5709,4.824,2.7692,0.303304,0.11763,0.101705,
0.02,8.0,0.991036,3.7,1.1,0.08,1963.64,2326.16,0.580263,0.950716,0.0,0.999881,0.084529,29.44,111.2266,4.8213,2.7693,0.350894,0.143654,0.125466,
0.1,9.0,0.982797,1.3,3.5,553.85,257.76,1857.26,0.82614,0.777713,0.787725,0.999824,0.1396,35.69,120.7955,4.7812,2.7695,0.423417,0.186597,0.166198,
0.1,10.0,0.982139,0.4,1.7,1800.0,1025.83,1610.99,0.57684,0.94219,0.0,0.999819,0.089967,29.11,130.3553,4.778,2.7697,0.470522,0.212625,0.190022,
0.05,11.0,0.986266,2.5,1.6,7.62,1350.0,1989.48,0.576627,0.937452,0.004189,0.999851,0.09267,31.67,139.9605,4.7981,2.7698,0.517863,0.238795,0.213959,
0.02,12.0,0.9881,2.0,3.8,75.28,373.65,2348.7,0.679039,0.691747,0.505919,0.999863,0.153926,36.73,149.5815,4.807,2.77,0.590805,0.28214,0.255056,1413.0
0.05,13.0,0.984557,2.6,3.8,5.28,412.19,2046.5,0.869103,0.706396,0.966441,0.999838,0.151679,38.2,159.1686,4.7898,2.7702,0.66022,0.323253,0.293942,
0.02,14.0,0.986789,1.5,2.3,376.11,698.07,2247.16,0.559077,0.892351,0.005414,0.999854,0.111775,32.92,168.7744,4.8006,2.7703,0.711375,0.352129,0.320577,
0.05,15.0,0.983667,1.8,0.6,170.57,3600.0,1868.43,0.577693,0.944318,0.0,0.999831,0.088684,27.58,178.3567,4.7854,2.7704,0.752239,0.374159,0.340391,
0.01,16.0,0.987057,2.2,0.6,20.88,3600.0,2585.18,0.571005,0.927585,0.0,0.999856,0.097736,27.26,187.976,4.8019,2.7706,0.796036,0.398133,0.362123,
0.01,17.0,0.986436,3.7,1.1,0.07,1963.64,2598.21,0.566142,0.915429,0.0,0.999852,0.103168,29.2,197.5859,4.7989,2.7707,0.841158,0.423025,0.384775,
0.05,18.0,0.981982,0.3,1.5,2400.0,1215.38,1787.45,0.567124,0.917902,0.0,0.999817,0.102123,28.18,207.1444,4.7773,2.7708,0.884996,0.447206,0.406748,
0.05,19.0,0.981389,3.7,2.3,0.06,939.13,1945.75,0.670331,0.876366,0.299557,0.999812,0.116824,34.15,216.6982,4.7744,2.7709,0.933451,0.474581,0.431915,
0.01,20.0,0.985203,1.4,0.3,444.05,7200.0,2160.02,0.568144,0.920439,0.0,0.999843,0.101022,26.19,226.2938,4.7929,2.7711,0.975484,0.497486,0.452586,
0.02,21.0,0.982985,2.5,3.1,7.02,592.35,2302.46,0.610906,0.762003,0.26535,0.999826,0.142462,35.78,235.864,4.7821,2.7712,1.031378,0.529868,0.482748,
0.02,22.0,0.982496,3.5,2.0,0.18,1080.0,2266.52,0.548629,0.867455,0.004206,0.999822,0.119399,32.59,245.43,4.7798,2.7713,1.078126,0.556184,0.506848,
0.1,23.0,0.974473,3.8,1.4,0.01,1542.86,1772.39,0.563372,0.902811,0.005751,0.999739,0.108102,31.17,254.9208,4.7407,2.7715,1.120142,0.579472,0.527974,
0.1,24.0,0.973845,2.7,3.9,3.36,378.74,1846.29,0.762389,0.409388,0.996718,0.999732,0.191823,39.59,264.4023,4.7377,2.7716,1.189185,0.621068,0.567407,
0.05,25.0,0.977866,2.6,2.1,4.78,1028.57,1950.24,0.594641,0.849171,0.137542,0.999778,0.124254,33.5,273.9223,4.7572,2.7718,1.234791,0.646869,0.59102,
0.02,26.0,0.98021,0.6,1.4,1200.0,1324.17,2070.01,0.55242,0.881149,0.0,0.999801,0.115376,29.04,283.4628,4.7686,2.7719,1.276934,0.670297,0.612244,
0.1,27.0,0.97215,3.2,1.7,0.51,1270.59,1751.91,0.588085,0.873282,0.097077,0.999709,0.117732,32.4,292.9291,4.7294,2.772,1.319113,0.693892,0.633687,
0.02,28.0,0.979086,3.0,2.6,1.04,776.53,2277.24,0.533424,0.76111,0.072555,0.999791,0.14262,34.57,302.4603,4.7632,2.7721,1.368435,0.722286,0.659884,
0.1,29.0,0.971082,1.9,2.1,100.46,973.34,1692.31,0.768234,0.836795,0.583943,0.999694,0.127272,34.15,311.9124,4.7242,2.7723,1.412221,0.747065,0.682515,
0.01,30.0,0.978946,3.0,3.5,1.02,474.81,2609.5,0.405305,0.458857,0.054511,0.999789,0.185321,35.67,321.4432,4.7625,2.7724,1.472705,0.783052,0.716307,
0.05,31.0,0.974584,3.3,1.8,0.35,1200.0,1971.48,0.543658,0.835574,0.023699,0.999741,0.127559,32.47,330.9328,4.7413,2.7725,1.515171,0.80696,0.738044,
0.1,32.0,0.969351,0.9,2.4,800.0,559.16,1753.18,0.51763,0.75209,0.04215,0.999668,0.1442,32.65,340.3691,4.7158,2.7727,1.561757,0.83378,0.762727,1413.0
0.05,33.0,0.973882,1.9,0.4,97.44,5400.0,1919.1,0.555642,0.88924,0.0,0.999732,0.112806,26.55,349.8593,4.7378,2.7728,1.59887,0.854171,0.780961,
0.05,34.0,0.973287,3.2,0.6,0.49,3600.0,2017.48,0.550423,0.876195,0.0,0.999724,0.116875,27.36,359.3445,4.735,2.7729,1.636732,0.875079,0.799713,
0.05,35.0,0.972746,2.6,0.9,4.43,2400.0,2010.12,0.54581,0.864665,0.0,0.999717,0.120175,28.77,368.8218,4.7323,2.773,1.675077,0.89636,0.818839,1413.0
