Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.05,1.0,0.992608,0.5,0.3,1440.0,7200.0,1516.61,0.596814,0.992091,0.0,0.999889,0.024135,25.7,43.5785,4.8289,2.7684,0.024135,0.002274,0.0,
0.1,2.0,0.987192,3.4,1.0,0.33,2160.0,1802.87,0.596794,0.992046,9e-06,0.999857,0.024318,29.37,53.1961,4.8026,2.7684,0.048453,0.004506,0.0,
0.01,3.0,0.995621,0.6,0.6,1200.0,3600.0,2120.46,0.596836,0.992137,0.0,0.999904,0.023944,26.67,62.8881,4.8436,2.7685,0.072397,0.006806,0.0,
0.02,4.0,0.993984,0.6,1.8,1200.0,951.48,2160.0,0.596638,0.991647,0.0,0.999896,0.025913,29.78,72.5628,4.8356,2.7686,0.09831,0.009089,0.0,
0.02,5.0,0.993704,3.6,0.8,0.15,2700.0,2333.42,0.596787,0.992019,0.0,0.999895,0.024431,28.21,82.2453,4.8343,2.7687,0.12274,0.011369,0.0,
0.05,6.0,0.99021,3.6,3.0,0.15,644.53,1991.48,0.919361,0.961139,0.837326,0.999876,0.076512,36.21,91.8855,4.8173,2.7689,0.173064,0.035951,0.022325,
0.01,7.0,0.993772,0.8,0.7,900.0,3085.71,2123.14,0.585878,0.964748,0.0,0.999895,0.073247,27.24,101.5592,4.8346,2.769,0.218412,0.060303,0.044392,
0.02,8.0,0.992062,0.1,1.0,7200.0,2094.15,1908.65,0.584926,0.962371,0.0,0.999887,0.075431,26.09,111.2153,4.8263,2.7691,0.263803,0.084748,0.066568,
0.1,9.0,0.984307,1.3,0.5,553.85,4320.0,1309.37,0.586928,0.967402,0.0,0.999836,0.070633,27.14,120.799,4.7886,2.7693,0.305581,0.10693,0.086539,
0.05,10.0,0.988521,1.8,0.3,180.05,7200.0,1845.59,0.584356,0.960957,0.0,0.999866,0.076669,26.2,130.4319,4.8091,2.7694,0.34955,0.130581,0.10795,1413.0
0.1,11.0,0.982843,2.5,3.5,7.79,487.67,1806.07,0.942088,0.862102,0.993205,0.999825,0.120876,38.25,140.0017,4.7814,2.7696,0.41375,0.16798,0.143137,
0.02,12.0,0.989716,2.7,0.9,3.8,2400.0,2326.35,0.578945,0.947427,0.0,0.999873,0.086724,28.63,149.6454,4.8149,2.7697,0.460065,0.193369,0.166273,
0.05,13.0,0.986218,0.4,2.6,1800.0,499.56,1996.25,0.555559,0.888972,0.0,0.999851,0.112894,30.34,159.247,4.7979,2.7698,0.517204,0.226087,0.196759,
0.02,14.0,0.988168,3.9,3.4,0.0,516.96,2316.17,0.696439,0.823234,0.417933,0.999864,0.130374,36.75,168.8677,4.8073,2.77,0.580435,0.262946,0.231371,
0.01,15.0,0.988855,2.7,1.3,3.69,1661.54,2588.17,0.571542,0.928921,0.0,0.999868,0.097089,29.9,178.5,4.8107,2.7701,0.627701,0.289089,0.255262,
0.02,16.0,0.987634,0.9,0.3,800.0,7200.0,1791.24,0.577806,0.944586,0.0,0.99986,0.088519,25.97,188.1174,4.8048,2.7703,0.670481,0.312178,0.276106,
0.02,17.0,0.986605,0.8,2.2,900.0,672.67,2245.19,0.55752,0.893835,3.8e-05,0.999853,0.111273,31.1,197.7217,4.7997,2.7704,0.721695,0.341086,0.302777,
0.01,18.0,0.987198,0.1,1.7,7200.0,1017.24,2414.31,0.563693,0.909305,0.0,0.999857,0.10564,26.65,207.331,4.8026,2.7705,0.769549,0.367796,0.327244,
0.1,19.0,0.978716,1.4,0.2,447.94,10800.0,1352.31,0.572857,0.93225,0.0,0.999787,0.095426,25.78,216.8641,4.7614,2.7707,0.812495,0.39117,0.348445,
0.05,20.0,0.981731,1.2,4.0,600.0,33.86,2274.76,0.394643,0.234379,0.252322,0.999815,0.218185,34.7,226.4252,4.776,2.7709,0.900977,0.445382,0.400456,
0.02,21.0,0.98397,3.1,1.9,0.78,1136.84,2275.02,0.556218,0.888449,0.00218,0.999834,0.113065,32.29,236.0061,4.7869,2.771,0.948049,0.471805,0.424656,
0.1,22.0,0.975934,2.2,2.9,20.22,649.52,1771.71,0.918034,0.822179,0.973026,0.999757,0.130607,36.81,245.5072,4.7478,2.7712,1.000422,0.501969,0.452647,
0.01,23.0,0.983937,2.5,1.8,7.01,1200.0,2550.95,0.54963,0.87409,6.9e-05,0.999833,0.117496,31.52,255.0878,4.7868,2.7713,1.047268,0.528346,0.476799,
