Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.05,1.0,0.992244,3.8,0.7,0.05,3085.71,2031.63,0.596767,0.991973,0.0,0.999888,0.024618,27.89,43.5828,4.8272,2.7684,0.024618,0.002268,0.0,
0.02,2.0,0.994668,3.4,1.0,0.33,2160.0,2330.91,0.596712,0.991831,0.0,0.9999,0.025188,29.05,53.2733,4.839,2.7685,0.049806,0.004555,0.0,
0.02,3.0,0.9942,2.8,2.4,2.82,900.0,2241.47,0.608894,0.991304,0.030981,0.999898,0.027219,33.74,62.9507,4.8367,2.7686,0.077025,0.00684,0.0,
0.05,4.0,0.991429,1.7,0.4,251.89,5400.0,1789.76,0.596897,0.9923,0.0,0.999883,0.023265,26.72,72.6083,4.8232,2.7687,0.100289,0.009102,0.0,
0.02,5.0,0.993668,2.4,0.9,11.43,2400.0,2321.84,0.596785,0.992016,0.0,0.999895,0.024442,28.65,82.2897,4.8341,2.7687,0.124731,0.011381,0.0,
0.1,6.0,0.985532,0.2,3.0,3600.0,380.95,1806.88,0.569919,0.924876,0.0,0.999846,0.099016,28.96,91.8851,4.7945,2.7689,0.186422,0.045065,0.03146,
0.1,7.0,0.984854,2.5,2.2,7.99,981.82,1729.59,0.855825,0.948396,0.691247,0.999841,0.086091,34.36,101.4735,4.7912,2.7691,0.238022,0.073834,0.058008,
0.05,8.0,0.988673,3.4,3.5,0.31,494.43,2022.85,0.928436,0.877192,0.943964,0.999867,0.116577,37.77,111.1005,4.8098,2.7692,0.3038,0.112119,0.094045,
0.05,9.0,0.987838,2.7,3.8,3.87,418.11,2043.01,0.910174,0.809398,0.966106,0.999862,0.133352,38.15,120.7176,4.8057,2.7694,0.375399,0.154365,0.134047,
0.05,10.0,0.987234,4.0,2.8,0.0,711.95,1982.33,0.860917,0.910217,0.742146,0.999858,0.105281,36.03,130.3293,4.8028,2.7696,0.431099,0.186034,0.163475,
0.01,11.0,0.991142,1.1,0.2,654.55,10800.0,2051.35,0.575667,0.939225,0.0,0.999882,0.091681,25.69,139.9824,4.8218,2.7697,0.479292,0.212381,0.187547,1413.0
0.01,12.0,0.99025,0.5,0.7,1440.0,3085.71,2108.58,0.581189,0.953035,0.0,0.999876,0.082895,26.81,149.6219,4.8175,2.7698,0.522359,0.235502,0.208404,
0.1,13.0,0.981716,1.6,0.1,307.74,21600.0,1471.04,0.564103,0.910349,0.0,0.999815,0.105229,25.36,159.1884,4.776,2.77,0.574529,0.264483,0.235197,
0.05,14.0,0.985412,3.9,0.2,0.0,10800.0,1996.28,0.57673,0.941904,0.0,0.999845,0.090135,25.61,168.7965,4.7939,2.7701,0.618792,0.288612,0.257104,
0.05,15.0,0.984522,0.3,1.6,2400.0,1115.17,1813.94,0.572197,0.930574,0.0,0.999838,0.096273,28.33,178.3792,4.7896,2.7702,0.664728,0.313977,0.280246,
0.02,16.0,0.986504,3.2,3.3,0.58,542.68,2310.54,0.66818,0.80186,0.368664,0.999853,0.134904,36.25,187.9849,4.7993,2.7704,0.725469,0.349331,0.313362,
0.01,17.0,0.987382,1.9,0.5,115.23,4320.0,2493.93,0.574305,0.935834,0.0,0.999859,0.093549,26.95,197.6058,4.8035,2.7705,0.768321,0.372652,0.334439,
0.1,18.0,0.977961,2.5,3.7,7.28,431.79,1823.96,0.873861,0.689397,0.995366,0.999779,0.154281,38.98,207.127,4.7577,2.7707,0.833746,0.41136,0.370962,
0.1,19.0,0.977262,3.5,3.3,0.19,539.88,1795.69,0.907773,0.77909,0.990457,0.999772,0.139343,38.13,216.6417,4.7543,2.7708,0.891707,0.445196,0.402616,
0.05,20.0,0.981467,1.9,0.7,112.7,3085.71,1921.99,0.572812,0.932122,0.0,0.999813,0.095492,28.0,226.2031,4.7747,2.771,0.932327,0.467332,0.422549,
0.1,21.0,0.975961,1.7,3.8,228.39,291.28,1862.04,0.771939,0.444994,0.984976,0.999757,0.187126,37.81,235.7041,4.748,2.7711,1.005107,0.511194,0.46424,
0.1,22.0,0.975275,1.7,3.0,226.6,497.15,1787.29,0.889466,0.776461,0.947329,0.999749,0.139833,36.48,245.1999,4.7446,2.7713,1.059347,0.5427,0.493575,
0.01,23.0,0.98286,1.3,3.7,536.73,107.15,2782.54,0.284951,0.210566,0.0019,0.999825,0.22263,33.68,254.7664,4.7815,2.7715,1.140561,0.592252,0.540914,
0.05,24.0,0.978464,2.2,1.6,19.45,1350.0,1970.45,0.555811,0.885135,0.004501,0.999784,0.11413,31.76,264.2943,4.7601,2.7716,1.183691,0.616273,0.562744,
0.01,25.0,0.981801,0.2,2.4,3600.0,561.93,2554.71,0.504655,0.761729,0.0,0.999816,0.14251,28.26,273.8522,4.7764,2.7718,1.235412,0.646079,0.590338,
0.1,26.0,0.972784,3.1,0.7,0.74,3085.71,1793.64,0.563481,0.908844,0.0,0.999718,0.105819,27.91,283.332,4.7325,2.7719,1.27442,0.667476,0.609588,1413.0
0.02,27.0,0.979273,1.0,3.6,720.0,106.99,2517.94,0.257521,0.139625,0.004281,0.999792,0.238658,33.44,292.8647,4.7641,2.7721,1.354329,0.716404,0.656327,
0.1,28.0,0.971333,2.6,0.9,4.65,2400.0,1783.8,0.558332,0.89598,1e-06,0.999698,0.110537,28.9,302.3286,4.7254,2.7722,1.393204,0.737828,0.67561,
0.02,29.0,0.978174,2.1,3.0,28.2,603.77,2303.06,0.546315,0.660068,0.205829,0.999781,0.158594,35.57,311.8529,4.7587,2.7723,1.446046,0.768659,0.704248,
0.1,30.0,0.970182,3.8,1.5,0.01,1440.0,1761.37,0.553082,0.865119,0.017746,0.999681,0.120049,31.59,321.301,4.7198,2.7725,1.486576,0.7913,0.724748,
0.01,31.0,0.978404,3.0,1.2,1.01,1800.0,2587.62,0.53721,0.843133,0.0,0.999784,0.125751,29.54,330.8311,4.7598,2.7726,1.52837,0.814721,0.745975,
0.01,32.0,0.977892,2.5,1.5,6.43,1440.0,2566.12,0.530175,0.825544,5e-06,0.999778,0.129859,30.61,340.3544,4.7574,2.7727,1.570836,0.838585,0.767646,1413.0
