Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.05,1.0,0.992331,1.7,0.6,255.3,3600.0,1799.39,0.596852,0.992185,0.0,0.999888,0.023747,27.67,43.5777,4.8276,2.7684,0.023747,0.002269,0.0,
0.05,2.0,0.9924,0.1,0.2,7200.0,10800.0,1496.88,0.596707,0.991823,0.0,0.999888,0.025217,25.15,53.2425,4.8279,2.7684,0.048964,0.004544,0.0,1413.0
0.05,3.0,0.991402,3.3,3.1,0.46,614.09,1993.87,0.944971,0.990822,0.871665,0.999883,0.028977,36.56,62.8945,4.8231,2.7686,0.077941,0.006811,0.0,
0.1,4.0,0.986456,4.0,1.3,0.0,1661.54,1791.96,0.597373,0.992058,0.00145,0.999852,0.02427,30.94,72.5032,4.799,2.7687,0.102211,0.00904,0.0,
0.02,5.0,0.993403,0.3,2.8,2400.0,439.84,2308.11,0.592839,0.98215,0.0,0.999894,0.050719,29.61,82.1744,4.8328,2.7688,0.141751,0.02111,0.009791,
0.1,6.0,0.985488,3.9,0.7,0.0,3085.71,1805.39,0.586138,0.965421,0.0,0.999845,0.072602,27.92,91.7788,4.7943,2.7689,0.18732,0.045719,0.032183,
0.01,7.0,0.993626,2.7,0.4,3.95,5400.0,2591.18,0.583479,0.958749,0.0,0.999895,0.078517,26.42,101.4653,4.8339,2.7691,0.235038,0.071696,0.055878,
0.01,8.0,0.992429,2.9,3.9,1.85,394.54,2625.22,0.554381,0.787697,0.098312,0.999889,0.137706,36.5,111.1286,4.8281,2.7693,0.311798,0.117162,0.099069,
0.02,9.0,0.990934,2.0,1.0,80.11,2160.0,2257.22,0.581713,0.954343,0.0,0.99988,0.08194,29.13,120.7813,4.8208,2.7694,0.358064,0.142316,0.121962,
0.02,10.0,0.990308,1.6,1.8,311.93,1071.19,2160.25,0.576221,0.940023,0.000591,0.999877,0.091228,31.78,130.421,4.8178,2.7695,0.407717,0.169807,0.147193,
0.1,11.0,0.982245,0.4,2.5,1800.0,538.22,1759.52,0.563526,0.908903,2e-06,0.99982,0.105796,30.32,139.9837,4.7785,2.7697,0.462795,0.201141,0.176323,
0.05,12.0,0.98635,3.6,1.2,0.13,1800.0,2019.08,0.577591,0.944016,3.7e-05,0.999851,0.088869,30.09,149.5928,4.7985,2.7698,0.508791,0.226413,0.199363,
0.1,13.0,0.981087,0.2,2.3,3600.0,622.94,1729.29,0.564474,0.911279,0.0,0.999809,0.10486,28.4,159.1436,4.7729,2.7699,0.560799,0.255829,0.226582,
0.02,14.0,0.987688,3.4,3.4,0.29,516.33,2315.77,0.692064,0.810518,0.419711,0.999861,0.133117,36.3,168.7604,4.805,2.7701,0.623703,0.292538,0.261046,
0.01,15.0,0.98846,0.2,1.1,3600.0,1842.18,2234.96,0.575033,0.937649,0.0,0.999866,0.092561,26.82,178.3815,4.8088,2.7702,0.668046,0.316758,0.283014,
0.01,16.0,0.987746,0.3,2.4,2400.0,573.47,2548.74,0.545659,0.864217,0.0,0.999861,0.120298,29.04,187.9974,4.8053,2.7704,0.722828,0.348032,0.312043,
0.02,17.0,0.986011,1.9,2.3,115.25,850.53,2243.08,0.562227,0.889157,0.016486,0.999849,0.112834,33.59,197.5961,4.7969,2.7705,0.773328,0.376532,0.338308,
0.01,18.0,0.986588,2.6,1.8,5.13,1200.0,2553.54,0.559827,0.899572,6.9e-05,0.999853,0.109275,31.52,207.2027,4.7997,2.7707,0.821409,0.403439,0.362974,
0.01,19.0,0.986145,0.6,1.1,1200.0,1833.4,2243.29,0.570001,0.925077,0.0,0.99985,0.098922,28.11,216.8015,4.7975,2.7708,0.864647,0.427124,0.38442,
0.01,20.0,0.98557,1.1,1.5,654.55,1216.26,2375.64,0.562539,0.906425,1e-06,0.999846,0.10675,30.08,226.3951,4.7947,2.7709,0.91007,0.452324,0.407386,
0.1,21.0,0.976398,3.4,2.1,0.27,1028.57,1733.79,0.794029,0.892855,0.592337,0.999762,0.111605,33.99,235.9007,4.7501,2.771,0.9563,0.478289,0.431176,
0.05,22.0,0.980537,1.4,2.0,443.81,837.68,1905.16,0.561679,0.883793,0.020502,0.999804,0.114553,32.58,245.4451,4.7702,2.7712,1.002791,0.504465,0.455151,
0.01,23.0,0.983563,2.9,3.8,1.61,406.37,2627.21,0.428128,0.483487,0.086918,0.999831,0.182131,36.31,255.022,4.7849,2.7713,1.072072,0.545929,0.494395,
0.02,24.0,0.982136,0.2,1.1,3600.0,1824.13,1962.28,0.565209,0.913112,0.0,0.999819,0.104121,26.88,264.5812,4.778,2.7715,1.113077,0.568418,0.514671,
0.02,25.0,0.981741,3.0,0.5,1.08,4320.0,2321.3,0.563326,0.908406,0.0,0.999815,0.105989,26.86,274.1503,4.7761,2.7716,1.154118,0.59097,0.535016,
0.05,26.0,0.978258,1.9,1.7,106.49,1270.59,1886.41,0.557188,0.883465,0.009613,0.999782,0.114656,32.17,283.673,4.7591,2.7717,1.197382,0.615115,0.556972,
0.01,27.0,0.981737,0.4,1.3,1800.0,1464.17,2316.74,0.554118,0.885388,0.0,0.999815,0.114049,28.02,293.2286,4.7761,2.7718,1.239858,0.638719,0.578364,
0.01,28.0,0.980959,3.6,3.2,0.1,562.9,2587.27,0.46944,0.644462,0.029233,0.999808,0.160813,35.13,302.7798,4.7723,2.772,1.296588,0.671961,0.609398,
0.1,29.0,0.972003,1.9,0.8,102.5,2700.0,1698.7,0.564914,0.912432,0.0,0.999707,0.104397,28.54,312.248,4.7287,2.7721,1.334489,0.692694,0.627988,1413.0
0.1,30.0,0.971382,0.1,2.8,7200.0,415.11,1794.83,0.457935,0.644988,0.0,0.999698,0.160739,27.25,321.7052,4.7257,2.7722,1.389181,0.724847,0.657999,
0.05,31.0,0.975478,2.9,2.2,1.5,981.82,1945.45,0.611776,0.813307,0.216256,0.999752,0.132528,33.81,331.2008,4.7456,2.7723,1.434443,0.750634,0.681612,
0.05,32.0,0.974575,1.6,3.9,284.39,226.84,2121.21,0.580415,0.108843,0.842326,0.999741,0.247826,36.65,340.6893,4.7412,2.7726,1.512964,0.79887,0.727687,1413.0
0.05,33.0,0.974073,2.7,1.9,3.13,1136.84,1961.91,0.547818,0.823097,0.046582,0.999735,0.130404,32.83,350.173,4.7388,2.7727,1.5558,0.823103,0.749753,
0.1,34.0,0.96872,1.9,3.8,97.18,343.66,1853.17,0.69072,0.233278,0.993694,0.999658,0.218384,38.9,359.6048,4.7127,2.7729,1.622831,0.86378,0.788298,
0.01,35.0,0.976488,3.8,3.5,0.0,471.63,2614.21,0.372661,0.37752,0.054251,0.999763,0.196132,35.68,369.1111,4.7505,2.773,1.682401,0.899365,0.821702,
0.05,36.0,0.972004,2.4,3.1,8.84,579.17,2012.5,0.77985,0.569513,0.880259,0.999707,0.170972,36.58,378.5744,4.7287,2.7732,1.734014,0.929666,0.849847,1413.0
0.01,37.0,0.975502,0.3,1.6,2400.0,1081.55,2405.57,0.51645,0.791248,0.0,0.999752,0.137017,28.07,388.0699,4.7457,2.7733,1.775841,0.953331,0.871333,
0.1,38.0,0.966176,0.8,3.2,900.0,297.33,1849.19,0.343881,0.28156,0.078336,0.999614,0.210217,33.41,397.4764,4.7004,2.7734,1.836256,0.989703,0.90559,
0.1,39.0,0.965684,0.9,1.1,800.0,1792.78,1441.11,0.545963,0.865101,4e-06,0.999605,0.120054,29.24,406.8751,4.698,2.7735,1.872306,1.009699,0.923471,
0.1,40.0,0.965227,3.9,1.1,0.0,1963.64,1775.79,0.536452,0.841247,8.3e-05,0.999597,0.126208,29.97,416.2775,4.6957,2.7736,1.909573,1.03055,0.942211,
0.02,41.0,0.972709,1.8,0.3,140.52,7200.0,2167.09,0.539148,0.848012,0.0,0.999717,0.124545,26.11,425.756,4.7321,2.7738,1.946195,1.050836,0.960342,
0.1,42.0,0.964411,2.5,0.9,6.01,2400.0,1776.64,0.53956,0.84911,1e-06,0.999581,0.12427,28.89,435.1516,4.6918,2.7739,1.982283,1.070888,0.978289,
0.1,43.0,0.963884,2.3,2.1,11.84,1028.57,1704.28,0.750001,0.740371,0.634845,0.99957,0.146197,34.04,444.5342,4.6892,2.774,2.023397,1.094451,0.999743,
0.02,44.0,0.971337,0.4,0.5,1800.0,4320.0,1755.81,0.544172,0.860581,0.0,0.999698,0.121286,26.15,453.9895,4.7255,2.7741,2.058108,1.113566,1.016705,
0.05,45.0,0.96781,1.8,1.1,137.94,1963.64,1874.79,0.532493,0.831403,8e-06,0.999643,0.128529,29.79,463.4136,4.7083,2.7742,2.094236,1.133689,1.034697,
0.02,46.0,0.970203,1.9,1.2,90.37,1800.0,2221.0,0.519117,0.79795,2e-06,0.999681,0.135693,29.88,472.8614,4.72,2.7743,2.131767,1.154781,1.053641,
0.1,47.0,0.961948,1.9,3.9,89.47,312.38,1872.57,0.620108,0.055696,0.99481,0.999529,0.271308,39.04,482.2278,4.6798,2.7745,2.200804,1.19734,1.094109,
0.05,48.0,0.965867,1.5,3.4,338.5,323.75,2068.39,0.536731,0.175258,0.666766,0.999609,0.229962,35.86,491.6312,4.6989,2.7746,2.259025,1.23261,1.12726,
0.01,49.0,0.969129,3.2,3.5,0.43,462.38,2625.55,0.293632,0.181278,0.052969,0.999665,0.228636,35.75,501.0671,4.7147,2.7748,2.316117,1.267072,1.159583,
0.1,50.0,0.959883,0.7,3.1,1028.57,312.7,1843.26,0.279141,0.17718,0.020932,0.999481,0.229535,32.93,510.4114,4.6697,2.7749,2.372432,1.301153,1.191583,
0.01,51.0,0.968476,0.3,0.4,2400.0,5400.0,2001.49,0.524542,0.811529,0.0,0.999654,0.132904,25.74,519.8397,4.7115,2.775,2.406764,1.320218,1.208509,1413.0
0.01,52.0,0.967342,3.7,3.8,0.02,384.56,2653.78,0.257491,0.059477,0.084432,0.999635,0.26906,36.27,529.2578,4.706,2.7752,2.470547,1.359281,1.245446,
0.01,53.0,0.96691,3.4,2.0,0.19,1080.0,2531.2,0.441799,0.604385,0.000299,0.999627,0.16633,32.08,538.6705,4.7039,2.7753,2.511241,1.38276,1.266793,
0.05,54.0,0.962517,0.5,1.6,1440.0,1058.27,1830.44,0.483009,0.707752,0.0,0.999541,0.151468,29.35,548.0387,4.6826,2.7754,2.548301,1.403878,1.285805,
0.02,55.0,0.964576,0.1,3.3,7200.0,238.03,2411.07,0.21003,0.025283,0.0,0.999584,0.297807,27.45,557.4296,4.6926,2.7756,2.615821,1.445655,1.325483,
0.1,56.0,0.956434,3.8,3.7,0.0,403.98,1844.74,0.630417,0.080367,0.995982,0.999389,0.258625,39.64,566.7418,4.653,2.7758,2.67403,1.481272,1.359033,
0.1,57.0,0.955863,3.7,1.5,0.01,1440.0,1742.22,0.491626,0.707971,0.021409,0.999372,0.151434,31.59,576.0497,4.6502,2.7759,2.709564,1.501565,1.377258,
