Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.1,1.0,0.987511,3.7,1.1,0.09,1963.64,1800.51,0.596788,0.991975,6.5e-05,0.999859,0.024609,29.82,43.5337,4.8042,2.7684,0.024609,0.002235,0.0,
0.01,2.0,0.995678,3.8,1.9,0.04,1136.84,2551.32,0.596607,0.991427,0.000139,0.999904,0.026756,31.81,53.2281,4.8439,2.7685,0.051365,0.004531,0.0,
0.01,3.0,0.995334,3.0,1.8,1.33,1200.0,2557.1,0.596619,0.991528,6.9e-05,0.999903,0.026372,31.52,62.92,4.8422,2.7686,0.077738,0.006826,0.0,
0.05,4.0,0.991063,1.9,2.7,128.43,666.0,1975.91,0.825915,0.991236,0.57361,0.999881,0.027474,35.26,72.5675,4.8214,2.7687,0.105211,0.009089,0.0,
0.01,5.0,0.994019,0.9,3.7,800.0,99.46,2788.0,0.544277,0.860604,0.00014,0.999897,0.12128,32.74,82.2429,4.8358,2.7689,0.182591,0.048499,0.037123,
0.02,6.0,0.992361,2.3,1.8,15.92,1200.0,2273.0,0.580401,0.95004,0.001018,0.999888,0.084991,31.99,91.9062,4.8277,2.769,0.233684,0.076709,0.063062,
0.1,7.0,0.985235,0.7,0.1,1028.57,21600.0,1253.67,0.569139,0.922926,0.0,0.999843,0.09991,25.22,101.5037,4.7931,2.7692,0.291323,0.108847,0.092982,
0.1,8.0,0.984162,4.0,0.2,0.0,10800.0,1777.43,0.583116,0.957873,0.0,0.999835,0.079225,25.59,111.0992,4.7879,2.7693,0.336555,0.13334,0.115269,
0.01,9.0,0.991683,0.7,1.8,1028.57,944.13,2438.38,0.57444,0.936158,0.0,0.999885,0.093375,29.88,120.7527,4.8244,2.7695,0.387708,0.161786,0.141445,1413.0
0.01,10.0,0.991007,0.3,2.4,2400.0,579.87,2542.69,0.561182,0.903014,0.0,0.999881,0.108027,29.03,130.4003,4.8212,2.7696,0.444431,0.194015,0.171409,
0.1,11.0,0.981828,0.3,2.6,2400.0,499.44,1770.18,0.557872,0.894773,0.0,0.999816,0.110953,29.71,139.9586,4.7765,2.7698,0.500738,0.2262,0.201391,1413.0
0.02,12.0,0.988737,0.6,1.3,1200.0,1488.46,2034.59,0.576626,0.941631,0.0,0.999867,0.090296,28.8,149.5826,4.8101,2.7699,0.546497,0.251291,0.22423,
0.02,13.0,0.988149,2.3,1.6,14.97,1350.0,2284.25,0.571724,0.929174,0.000205,0.999864,0.096965,31.24,159.206,4.8073,2.77,0.594222,0.277712,0.248405,
0.05,14.0,0.984984,3.1,0.5,0.83,4320.0,2022.44,0.577767,0.944497,0.0,0.999842,0.088574,26.92,168.8068,4.7919,2.7701,0.637341,0.301152,0.269624,
0.05,15.0,0.984233,3.5,2.4,0.2,890.31,1952.31,0.717981,0.900457,0.394579,0.999836,0.108958,34.49,178.3884,4.7882,2.7703,0.688064,0.329771,0.296021,
