Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.1,1.0,0.987488,1.4,3.6,470.12,264.4,1852.91,0.952968,0.989113,0.893378,0.999859,0.034541,36.08,43.526,4.804,2.7684,0.034541,0.002243,0.0,
0.02,2.0,0.99439,1.0,2.7,720.0,478.85,2291.94,0.596715,0.990839,0.000999,0.999898,0.028915,32.45,53.206,4.8376,2.7685,0.063456,0.00453,0.0,
0.1,3.0,0.986657,0.9,1.8,800.0,953.02,1633.86,0.597852,0.991885,0.002818,0.999854,0.024971,31.24,62.8088,4.8,2.7686,0.088427,0.006761,0.0,
0.1,4.0,0.986327,3.3,2.4,0.45,900.0,1724.84,0.936944,0.990858,0.851577,0.999851,0.02885,35.04,72.4093,4.7984,2.7687,0.11577,0.010343,0.00135,
0.01,5.0,0.994337,0.5,1.2,1440.0,1666.31,2271.91,0.584348,0.960921,0.0,0.999898,0.0767,28.1,82.0878,4.8374,2.7688,0.164295,0.036772,0.025493,
0.02,6.0,0.992539,3.6,2.0,0.14,1080.0,2273.95,0.580772,0.948078,0.003907,0.999889,0.0863,32.59,91.7524,4.8286,2.769,0.216674,0.065828,0.052276,
0.02,7.0,0.992154,0.6,0.8,1200.0,2700.0,1846.53,0.585577,0.963998,0.0,0.999887,0.073951,27.36,101.4097,4.8267,2.7691,0.261129,0.089645,0.073822,
0.01,8.0,0.992347,1.9,3.0,123.97,561.93,2567.74,0.56457,0.900883,0.010598,0.999888,0.108804,34.65,111.0721,4.8277,2.7693,0.322183,0.124624,0.106527,
0.01,9.0,0.991279,0.3,3.7,2400.0,74.65,2822.11,0.361481,0.403761,0.0,0.999882,0.192575,29.78,120.7208,4.8225,2.7695,0.421315,0.185205,0.164841,
0.05,10.0,0.986661,1.6,3.1,310.21,440.08,2014.62,0.783182,0.871186,0.586842,0.999854,0.118339,35.49,130.3271,4.8,2.7697,0.481581,0.219934,0.197333,
0.02,11.0,0.9888,1.5,2.6,380.13,568.39,2277.8,0.564133,0.896517,0.013882,0.999868,0.110351,33.62,139.9534,4.8104,2.7698,0.536554,0.251167,0.226314,
