Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.1,1.0,0.987522,1.1,2.4,654.55,594.94,1737.89,0.649744,0.991328,0.133103,0.999859,0.027132,33.15,43.5255,4.8042,2.7684,0.027132,0.002239,0.0,
0.05,2.0,0.991638,3.7,3.6,0.09,472.9,2025.23,0.97735,0.990062,0.953372,0.999884,0.031569,37.81,53.1801,4.8242,2.7685,0.058702,0.004509,0.0,
0.01,3.0,0.995147,0.3,3.0,2400.0,382.55,2595.93,0.595961,0.989951,0.0,0.999902,0.031929,29.59,62.8672,4.8413,2.7686,0.090631,0.006803,0.0,
0.01,4.0,0.994645,1.0,2.7,720.0,477.39,2566.19,0.592945,0.982348,6.5e-05,0.9999,0.050351,32.05,72.55,4.8389,2.7687,0.129538,0.019225,0.010132,
0.05,5.0,0.990247,0.4,1.6,1800.0,1129.75,1812.12,0.583413,0.958595,0.0,0.999876,0.078643,28.84,82.1893,4.8175,2.7689,0.178657,0.046106,0.034758,
0.05,6.0,0.989453,3.2,3.2,0.63,580.3,2001.87,0.923784,0.911818,0.897706,0.999872,0.104644,36.84,91.8236,4.8136,2.769,0.240176,0.081408,0.067807,
0.05,7.0,0.988627,1.8,3.6,181.69,370.29,2045.07,0.890049,0.841335,0.883855,0.999867,0.126187,37.0,101.4502,4.8096,2.7692,0.310469,0.122673,0.106822,
0.01,8.0,0.992043,4.0,1.3,0.0,1661.54,2592.72,0.578035,0.945144,0.0,0.999887,0.088173,30.04,111.114,4.8262,2.7694,0.359649,0.14976,0.131637,
0.01,9.0,0.991244,1.1,2.9,654.55,411.78,2587.31,0.550479,0.87606,0.000196,0.999882,0.116915,32.48,120.7648,4.8223,2.7695,0.421268,0.185228,0.164836,
0.05,10.0,0.98688,0.4,1.4,1800.0,1350.7,1759.2,0.579058,0.947717,0.0,0.999855,0.086536,28.45,130.371,4.8011,2.7697,0.466958,0.210174,0.187546,
0.05,11.0,0.986424,0.6,0.9,1200.0,2372.06,1560.58,0.581986,0.955039,0.0,0.999852,0.08142,27.76,139.9717,4.7989,2.7698,0.509362,0.232988,0.208127,1413.0
0.1,12.0,0.980982,0.8,3.2,900.0,323.76,1832.33,0.540522,0.779707,0.071694,0.999808,0.139227,33.51,149.522,4.7724,2.77,0.576169,0.272313,0.245252,
0.1,13.0,0.98031,3.2,3.2,0.58,573.36,1785.84,0.936347,0.853068,0.987897,0.999802,0.123262,37.73,159.0666,4.7691,2.7701,0.634091,0.305804,0.276545,
0.02,14.0,0.987321,1.0,0.8,720.0,2700.0,1831.84,0.577927,0.944888,0.0,0.999858,0.088332,27.95,168.6761,4.8032,2.7702,0.676265,0.328628,0.297124,
0.01,15.0,0.988109,2.4,0.2,10.36,10800.0,2550.06,0.571114,0.927853,0.0,0.999863,0.097608,25.61,178.3101,4.8071,2.7704,0.721553,0.353452,0.319698,1413.0
0.02,16.0,0.986012,2.8,2.6,2.48,786.62,2269.1,0.576897,0.872006,0.070311,0.999849,0.118103,34.52,187.9096,4.7969,2.7705,0.774016,0.383235,0.347244,
0.01,17.0,0.986559,2.5,2.2,7.26,981.82,2520.28,0.552926,0.881559,0.00083,0.999853,0.115249,32.59,197.5142,4.7995,2.7706,0.82423,0.411568,0.373337,
0.02,18.0,0.984768,1.9,2.9,113.88,590.97,2293.91,0.576002,0.819578,0.120507,0.99984,0.131178,35.02,207.1019,4.7908,2.7708,0.879372,0.443301,0.40284,
0.02,19.0,0.984165,1.8,2.7,166.64,629.64,2284.15,0.555427,0.831558,0.057093,0.999835,0.128493,34.42,216.6833,4.7879,2.7709,0.932289,0.473608,0.430921,1413.0
0.05,20.0,0.98088,3.0,1.7,1.12,1270.59,1984.3,0.563868,0.899413,0.010353,0.999808,0.109332,32.02,226.2351,4.7719,2.7711,0.977182,0.498618,0.453728,
0.01,21.0,0.984066,2.8,3.1,2.36,595.84,2576.65,0.50744,0.745671,0.023012,0.999834,0.145301,35.09,235.8161,4.7874,2.7712,1.034019,0.531659,0.484542,
0.1,22.0,0.97539,0.6,0.5,1200.0,4320.0,1272.81,0.575123,0.937933,0.0,0.999751,0.092405,26.45,245.3114,4.7452,2.7713,1.071337,0.551685,0.502406,1413.0
0.1,23.0,0.97455,3.5,1.3,0.18,1661.54,1777.2,0.562901,0.905705,0.001677,0.99974,0.107023,30.74,254.8041,4.7411,2.7714,1.113089,0.574809,0.523369,
0.01,24.0,0.982538,3.3,2.8,0.37,698.57,2561.67,0.509507,0.763965,0.009892,0.999822,0.142112,34.24,264.3695,4.78,2.7716,1.166032,0.605401,0.551743,
0.1,25.0,0.973444,3.4,2.4,0.26,879.22,1730.84,0.883642,0.839717,0.869524,0.999726,0.126577,35.16,273.8456,4.7357,2.7717,1.212785,0.631978,0.57616,
0.02,26.0,0.980813,1.2,0.4,600.0,5400.0,1783.67,0.56526,0.913245,0.0,0.999807,0.104067,26.57,283.3954,4.7716,2.7718,1.251692,0.653167,0.595142,
0.1,27.0,0.97282,1.4,0.5,437.41,4320.0,1387.26,0.570466,0.926306,0.0,0.999718,0.098346,27.17,292.868,4.7327,2.7719,1.288195,0.672845,0.612675,
0.02,28.0,0.979237,3.3,3.6,0.36,453.42,2338.69,0.601198,0.484288,0.51881,0.999792,0.182028,36.86,302.403,4.7639,2.7721,1.350345,0.709845,0.647479,
0.1,29.0,0.971281,1.9,2.6,100.97,702.37,1753.94,0.880235,0.781855,0.918884,0.999697,0.138822,35.69,311.8583,4.7252,2.7722,1.39794,0.737187,0.672671,
