Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.02,1.0,0.990163,3.4,0.2,0.42,10800.0,3153.0,0.599953,0.999946,0.0,0.999876,0.032326,11.62,43.6107,4.8171,2.8204,0.032326,0.004643,0.0
0.1,2.0,0.976697,4.0,1.4,0.0,1542.86,2315.34,0.668022,0.999662,0.170512,0.999765,0.119484,17.77,53.123,4.7515,2.8206,0.106931,0.049655,0.040543
0.1,3.0,0.974744,0.8,2.8,900.0,373.99,2306.25,0.888641,0.953635,0.768097,0.999743,0.356012,19.55,62.6181,4.742,2.8211,0.290801,0.181707,0.168129
0.05,4.0,0.97923,0.1,3.3,7200.0,27.61,2989.36,0.204731,0.011932,0.0,0.999792,0.71031,12.86,72.1733,4.7639,2.8218,0.599637,0.404748,0.386647
0.01,5.0,0.984006,3.6,0.8,0.0,2700.0,3561.38,0.598296,0.995823,0.0,0.999834,0.239339,13.88,81.7618,4.7871,2.8221,0.694987,0.472543,0.449846
0.1,6.0,0.968779,2.9,3.0,0.14,592.53,2233.87,0.981156,0.953221,0.999839,0.999659,0.356457,23.29,91.1984,4.713,2.8224,0.827061,0.567255,0.540139
0.1,7.0,0.969366,0.9,0.2,800.0,10800.0,1602.76,0.599067,0.997832,0.0,0.999668,0.208001,10.99,100.6385,4.7159,2.8226,0.901915,0.620367,0.588887
0.05,8.0,0.974825,0.7,1.3,1028.57,1319.23,2514.57,0.596744,0.991979,9e-06,0.999744,0.27059,15.59,110.1293,4.7424,2.8229,0.994772,0.686531,0.650573
0.1,9.0,0.965767,1.4,1.5,129.49,1435.63,2175.32,0.756273,0.990637,0.400242,0.999607,0.27802,18.0,119.532,4.6984,2.8231,1.086222,0.75181,0.711485
0.01,10.0,0.976411,0.2,3.9,3600.0,6.6,3816.49,0.199981,7e-05,0.0,0.999762,0.955326,14.08,129.0724,4.7501,2.8238,1.368175,0.955928,0.911119
0.01,11.0,0.97548,3.2,1.0,0.0,2160.0,3533.4,0.591347,0.978492,0.0,0.999752,0.318209,14.73,138.576,4.7456,2.824,1.458002,1.020056,0.970736
0.1,12.0,0.958867,1.2,3.8,349.8,15.15,2571.43,0.599703,1.4e-05,0.999518,0.999455,1.033718,22.56,147.9158,4.6648,2.8247,1.723009,1.212173,1.158565
0.02,13.0,0.97001,3.5,1.8,0.0,1200.0,3062.33,0.577125,0.939373,0.0036,0.999678,0.369502,17.89,157.3605,4.719,2.8249,1.814511,1.27774,1.219672
0.05,14.0,0.965352,1.2,0.3,339.21,7200.0,2371.57,0.595224,0.988261,0.0,0.999599,0.288902,11.61,166.7648,4.6963,2.8251,1.884987,1.328019,1.265589
0.01,15.0,0.966235,1.5,3.8,44.2,22.65,3775.95,0.277281,0.0,0.193395,0.999615,1.798493,20.74,176.2004,4.7006,2.8261,2.274997,1.611694,1.544945
0.1,16.0,0.94915,4.0,3.6,0.0,82.48,2528.48,0.59982,0.0,0.999981,0.999137,1.689751,25.47,185.4426,4.6175,2.8269,2.60479,1.851779,1.780866
0.05,17.0,0.956268,0.1,0.8,7200.0,2413.06,2255.17,0.573737,0.93465,0.0,0.999384,0.373313,11.45,194.7512,4.6522,2.8271,2.676616,1.903287,1.828077
0.01,18.0,0.959657,3.6,3.4,0.0,449.99,3417.13,0.263203,6e-06,0.158265,0.999475,1.071823,21.16,204.1015,4.6686,2.8276,2.869663,2.043521,1.963972
0.1,19.0,0.94539,0.2,1.2,3600.0,1409.88,2075.14,0.538209,0.846038,0.0,0.99897,0.418864,13.1,213.3046,4.5992,2.8278,2.944684,2.097508,2.013787
0.02,20.0,0.956366,3.0,2.6,0.02,704.48,3055.65,0.452795,0.278279,0.354016,0.999387,0.545382,20.04,222.6176,4.6526,2.828,3.039574,2.166067,2.078003
0.02,21.0,0.95527,2.1,2.7,3.59,661.98,3053.39,0.451436,0.176171,0.452741,0.999354,0.573453,20.27,231.9206,4.6473,2.8283,3.137008,2.236522,2.144125
0.02,22.0,0.954961,1.0,0.3,581.39,7200.0,2532.49,0.570541,0.926679,0.0,0.999345,0.379202,11.55,241.2195,4.6458,2.8285,3.20147,2.282836,2.18614
0.1,23.0,0.941423,0.1,1.6,7200.0,915.49,2162.25,0.436524,0.591932,0.0,0.998757,0.482288,12.27,250.3848,4.5799,2.8287,3.281136,2.340334,2.239505
0.02,24.0,0.950054,1.9,3.8,7.6,23.22,3403.75,0.573543,0.0,0.934272,0.999174,2.098507,21.74,259.6419,4.6219,2.8295,3.601945,2.574643,2.469679
0.02,25.0,0.94682,4.0,3.6,0.0,64.18,3364.58,0.574908,0.0,0.937752,0.999037,2.049391,22.11,268.878,4.6062,2.8303,3.895623,2.789244,2.680157
0.1,26.0,0.933742,1.6,1.8,21.24,1143.58,2189.79,0.762196,0.437036,0.969347,0.998214,0.512057,19.69,277.9683,4.5426,2.8305,3.968777,2.842214,2.72903
0.01,27.0,0.944242,4.0,4.0,0.0,20.01,3757.11,0.326271,0.0,0.316222,0.998912,2.19454,21.04,287.1734,4.5937,2.8312,4.261176,3.056179,2.938902
0.05,28.0,0.938067,0.4,0.6,1800.0,3335.11,2082.54,0.4915,0.729479,0.0,0.998544,0.452763,12.44,296.3045,4.5636,2.8314,4.322167,3.100248,2.978834
0.05,29.0,0.936943,1.8,2.4,9.92,763.46,2586.96,0.621187,0.086138,0.967597,0.998465,0.612464,20.7,305.4273,4.5581,2.8316,4.402502,3.158612,3.033036
0.02,30.0,0.938377,3.0,3.5,0.0,90.64,3333.51,0.57587,0.0,0.940391,0.998565,2.073553,22.25,314.5658,4.5651,2.8323,4.658851,3.346392,3.216763
0.02,31.0,0.938142,3.3,0.2,0.0,10800.0,3055.1,0.414417,0.536769,0.0,0.998549,0.492984,10.83,323.7108,4.564,2.8324,4.720641,3.391159,3.257393
0.1,32.0,0.925124,0.7,0.8,1028.57,2307.98,1908.03,0.423963,0.56125,0.0,0.997318,0.488275,14.24,332.7157,4.5006,2.8326,4.781171,3.435042,3.297277
0.1,33.0,0.923802,3.3,3.0,0.0,541.98,2198.89,0.599721,0.000798,0.999932,0.997145,0.839674,24.6,341.7127,4.4942,2.8329,4.88162,3.508435,3.366649
0.1,34.0,0.924353,1.2,0.2,251.82,10800.0,1987.56,0.477623,0.695447,0.0,0.997218,0.46068,10.96,350.7183,4.4969,2.833,4.937426,3.548915,3.403196
0.05,35.0,0.930192,3.0,1.9,0.0,1059.09,2576.23,0.510739,0.121613,0.656291,0.997888,0.594155,19.52,359.7744,4.5253,2.8332,5.007938,3.600227,3.450413
0.05,36.0,0.92937,2.1,2.2,2.91,858.91,2582.94,0.595292,0.061591,0.927736,0.997805,0.629699,20.03,368.8229,4.5213,2.8334,5.081615,3.653943,3.500039
0.01,37.0,0.934332,2.9,2.3,0.03,808.0,3405.41,0.212743,0.02687,0.005856,0.998263,0.670929,18.71,377.92,4.5454,2.8337,5.159071,3.710433,3.55238
0.01,38.0,0.933564,2.2,1.7,1.85,1225.61,3388.69,0.232101,0.081047,0.000105,0.998199,0.615629,17.15,387.0085,4.5417,2.8339,5.229621,3.761837,3.599647
0.02,39.0,0.929163,3.8,3.9,0.0,20.88,3390.77,0.578367,0.0,0.947026,0.997783,2.382444,22.04,396.0671,4.5203,2.8345,5.486721,3.950727,3.784622
0.1,40.0,0.916257,2.4,1.3,0.74,1661.54,2181.65,0.351371,0.188809,0.191655,0.995926,0.569417,17.34,404.988,4.4575,2.8347,5.548964,3.996136,3.826095
0.01,41.0,0.929396,1.5,0.8,26.94,2700.0,3429.49,0.265092,0.163826,0.0,0.997807,0.577621,13.86,414.0398,4.5214,2.8349,5.61164,4.041834,3.867709
0.01,42.0,0.928579,3.0,1.5,0.0,1440.0,3363.04,0.22606,0.066273,1.6e-05,0.997721,0.625971,16.6,423.0796,4.5175,2.8351,5.678699,4.090774,3.91256
0.1,43.0,0.913942,3.4,1.8,0.0,1125.28,2177.38,0.62601,0.08576,0.981538,0.995456,0.612693,19.99,431.9766,4.4462,2.8353,5.743619,4.13826,3.956123
