Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.01,1.0,0.989888,0.5,2.9,1440.0,342.92,3513.4,0.597945,0.994926,0.0,0.999874,0.248641,17.87,43.5998,4.8157,2.8207,0.154712,0.086011,0.081344
0.02,2.0,0.988045,0.4,0.2,1800.0,10800.0,2430.66,0.599682,0.999274,0.0,0.999863,0.155849,10.66,53.2228,4.8067,2.8209,0.23734,0.144387,0.135088
0.02,3.0,0.986528,2.6,0.9,0.6,2400.0,3209.14,0.599236,0.998164,0.0,0.999853,0.20008,14.47,62.8356,4.7994,2.8212,0.336342,0.214628,0.200718
0.01,4.0,0.984465,0.3,3.1,2400.0,31.16,3805.61,0.203359,0.008479,0.0,0.999838,0.726747,15.05,72.4318,4.7893,2.8219,0.643883,0.436686,0.418178
0.1,5.0,0.969717,2.0,1.1,6.7,1963.64,2327.74,0.599397,0.996136,0.00252,0.999674,0.235614,16.18,81.878,4.7176,2.8222,0.735579,0.501911,0.479005
0.05,6.0,0.975807,0.1,2.6,7200.0,419.06,2670.7,0.434101,0.585375,0.0,0.999755,0.483577,12.92,91.3838,4.7472,2.8226,0.908132,0.626084,0.598689
0.05,7.0,0.974606,3.0,2.2,0.06,929.31,2615.44,0.924054,0.985088,0.825177,0.999741,0.300448,19.96,100.8734,4.7414,2.8229,1.010105,0.698939,0.667055
0.05,8.0,0.972513,2.6,3.3,0.55,500.01,2607.25,0.68522,0.215867,0.997327,0.999714,0.561425,22.97,110.348,4.7312,2.8233,1.186239,0.8259,0.789549
0.1,9.0,0.963664,0.7,1.6,1028.57,968.74,2192.79,0.595919,0.982631,0.007385,0.999566,0.307831,16.73,119.73,4.6881,2.8236,1.279169,0.892345,0.851645
0.01,10.0,0.976142,2.9,2.5,0.12,770.12,3426.49,0.576629,0.93478,0.006913,0.999759,0.373212,18.89,129.2363,4.7488,2.8238,1.386955,0.969613,0.924387
0.1,11.0,0.961354,3.1,2.7,0.0,686.47,2231.71,0.964738,0.912491,0.999598,0.999516,0.38836,23.07,138.5987,4.6769,2.8241,1.494402,1.046761,0.997186
0.05,12.0,0.968174,2.6,2.0,0.52,1049.04,2606.86,0.826295,0.958649,0.607265,0.999649,0.350313,19.29,148.0257,4.7101,2.8244,1.588324,1.114059,1.060058
0.05,13.0,0.967163,3.9,1.8,0.0,1200.0,2604.64,0.687338,0.958607,0.259922,0.999632,0.350363,18.77,157.4423,4.7052,2.8246,1.679338,1.179259,1.120845
0.05,14.0,0.965774,3.4,2.9,0.0,612.09,2603.87,0.856964,0.650448,0.992158,0.999607,0.470428,22.23,166.8488,4.6984,2.8249,1.796121,1.263328,1.200509
0.01,15.0,0.970869,2.4,0.5,1.16,4320.0,3528.58,0.587975,0.970092,0.0,0.999691,0.334321,12.42,176.3115,4.7232,2.8251,1.877622,1.321639,1.254365
0.1,16.0,0.956544,0.3,0.8,2400.0,2446.38,1894.65,0.592148,0.980675,0.0,0.999392,0.313008,12.79,185.6233,4.6535,2.8253,1.952216,1.374959,1.303429
0.1,17.0,0.95373,1.1,3.8,469.97,11.59,2569.17,0.59926,1e-05,0.998488,0.999305,1.047454,21.75,194.9333,4.6398,2.8259,2.182183,1.541885,1.466129
0.1,18.0,0.954309,1.0,0.2,607.79,10800.0,1708.89,0.593204,0.983348,0.0,0.999324,0.305789,11.03,204.2277,4.6426,2.8261,2.248895,1.589579,1.50961
0.1,19.0,0.951879,2.3,2.0,1.69,1034.37,2216.63,0.945748,0.876032,0.988718,0.999242,0.406887,20.34,213.4954,4.6308,2.8263,2.3347,1.651269,1.567052
0.05,20.0,0.95899,4.0,1.0,0.0,2160.0,2690.6,0.567937,0.920103,1e-05,0.999458,0.383631,15.46,222.837,4.6654,2.8265,2.414072,1.708277,1.61974
0.01,21.0,0.960605,3.7,4.0,0.0,22.95,3773.3,0.310451,0.0,0.276378,0.999498,1.940007,21.12,232.2037,4.6733,2.8274,2.778134,1.973541,1.880784
0.1,22.0,0.947735,2.7,0.1,0.28,21600.0,2256.74,0.570002,0.925467,0.0,0.999078,0.380045,10.35,241.4445,4.6106,2.8276,2.84829,2.023917,1.927023
0.05,23.0,0.952237,1.7,3.3,16.22,469.29,2596.05,0.599065,9.2e-05,0.997943,0.999255,0.942731,22.92,250.7206,4.6325,2.828,3.01259,2.143259,2.042116
0.01,24.0,0.95727,3.6,1.3,0.0,1661.54,3462.18,0.480453,0.701425,1e-06,0.999412,0.459329,15.87,260.0431,4.657,2.8283,3.092215,2.200651,2.095168
0.1,25.0,0.941255,0.3,3.1,2400.0,27.28,2586.85,0.19975,0.0,2e-06,0.998748,1.268198,15.91,269.2192,4.5791,2.8288,3.298691,2.351081,2.24152
0.05,26.0,0.947905,1.3,2.9,176.31,507.78,2604.61,0.601388,0.020022,0.983905,0.999085,0.685271,21.68,278.4505,4.6115,2.8291,3.408006,2.430392,2.316592
0.1,27.0,0.939069,4.0,2.3,0.0,834.62,2213.13,0.754714,0.388947,0.998532,0.998611,0.521511,22.02,287.594,4.5685,2.8293,3.490231,2.489945,2.372003
0.05,28.0,0.946248,1.6,0.9,22.24,2400.0,2645.53,0.491346,0.728858,1e-06,0.999011,0.452913,14.86,296.8106,4.6034,2.8295,3.56105,2.541092,2.418946
0.05,29.0,0.945393,3.3,1.3,0.0,1661.54,2624.71,0.447569,0.616602,0.002836,0.99897,0.477374,16.91,306.0166,4.5993,2.8297,3.634456,2.594151,2.467798
0.01,30.0,0.950577,0.2,0.7,3600.0,2791.35,3001.35,0.505129,0.763226,0.0,0.999194,0.444264,11.84,315.2699,4.6245,2.8299,3.702117,2.642999,2.51238
0.05,31.0,0.944699,1.3,0.1,164.8,21600.0,2422.9,0.506566,0.766946,0.0,0.998936,0.443279,10.4,324.4774,4.5959,2.8301,3.768707,2.691046,2.556289
0.1,32.0,0.935,1.3,2.5,163.13,646.63,2218.83,0.652216,0.132593,0.998788,0.998317,0.589439,21.87,333.5818,4.5487,2.8303,3.854793,2.7535,2.614642
0.1,33.0,0.93194,3.0,3.6,0.0,62.37,2535.35,0.599605,0.0,0.999984,0.998055,2.139,25.35,342.6735,4.5338,2.831,4.147242,2.967598,2.824832
0.1,34.0,0.930601,2.6,3.1,0.37,517.56,2209.82,0.599789,0.000567,0.99994,0.997929,0.855935,24.03,351.7355,4.5273,2.8313,4.261737,3.051099,2.904277
0.1,35.0,0.92957,1.5,2.6,31.39,667.41,2207.98,0.619338,0.04979,0.999641,0.997825,0.640422,22.71,360.787,4.5223,2.8316,4.346645,3.112934,2.962054
0.02,36.0,0.941024,1.4,1.5,58.06,1418.83,3008.2,0.309109,0.273015,0.000389,0.998734,0.546637,16.9,369.9482,4.578,2.8318,4.418738,3.165287,3.01022
0.05,37.0,0.934777,0.6,3.9,1200.0,2.67,2964.66,0.203362,0.0,0.009255,0.998299,1.359567,17.68,379.0763,4.5476,2.8322,4.589384,3.290127,3.131028
0.01,38.0,0.939863,2.3,1.0,1.28,2160.0,3456.26,0.318401,0.296672,0.0,0.998662,0.541105,14.67,388.2299,4.5724,2.8324,4.657921,3.339894,3.176623
0.1,39.0,0.925953,0.5,0.6,1440.0,3307.63,1721.28,0.485293,0.714522,0.0,0.99742,0.456312,12.81,397.2424,4.5047,2.8326,4.715474,3.381663,3.214404
0.02,40.0,0.937306,2.7,0.3,0.21,7200.0,3088.99,0.419618,0.549799,0.0,0.998491,0.490483,11.37,406.3777,4.5599,2.8327,4.776634,3.426072,3.254692
0.1,41.0,0.924657,0.3,0.6,2400.0,3301.23,1715.42,0.481311,0.704649,0.0,0.997258,0.458594,12.2,415.378,4.4984,2.8329,4.833388,3.467267,3.291913
0.02,42.0,0.935565,2.9,1.9,0.04,1061.4,3045.17,0.24946,0.107616,0.016854,0.998361,0.60073,18.26,424.486,4.5514,2.8331,4.906136,3.520254,3.340761
0.1,43.0,0.920466,2.2,4.0,1.91,18.42,2564.23,0.599326,0.0,0.999986,0.996659,2.3868,24.7,433.4605,4.478,2.8338,5.177576,3.719653,3.536395
0.05,44.0,0.9253,2.5,3.9,0.5,20.71,2935.57,0.599231,0.0,0.999408,0.99734,2.413399,23.24,442.4791,4.5015,2.8345,5.440604,3.912935,3.725849
0.01,45.0,0.930377,1.6,1.7,18.48,1204.59,3388.71,0.224902,0.063193,0.00011,0.997906,0.628395,17.1,451.5365,4.5262,2.8347,5.50973,3.963382,3.772197
0.1,46.0,0.915712,3.6,2.8,0.0,595.51,2197.12,0.599899,0.001951,0.999885,0.99582,0.797012,23.99,460.4532,4.4549,2.8349,5.595394,4.026175,3.831058
0.05,47.0,0.923074,1.1,0.7,365.64,3085.71,2254.72,0.340318,0.352273,0.0,0.997045,0.529003,13.98,469.4384,4.4907,2.8351,5.652754,4.068038,3.868921
0.1,48.0,0.914537,0.8,1.0,881.67,1708.15,2019.61,0.302551,0.258475,0.000112,0.995582,0.550186,15.39,478.3408,4.4491,2.8353,5.711728,4.111135,3.908113
0.05,49.0,0.921635,3.0,0.9,0.0,2400.0,2615.46,0.278871,0.198757,2e-06,0.996838,0.566385,15.0,487.3169,4.4837,2.8354,5.77193,4.155125,3.948117
0.1,50.0,0.912796,2.1,1.5,2.67,1432.88,2143.95,0.556011,0.123021,0.769405,0.995204,0.59353,18.37,496.2029,4.4407,2.8356,5.834247,4.20075,3.989845
0.01,51.0,0.923888,2.0,3.8,4.03,20.5,3747.5,0.330356,0.0,0.327311,0.997157,2.531048,20.61,505.2074,4.4946,2.8363,6.084848,4.385297,4.170595
0.1,52.0,0.907793,3.4,3.5,0.0,71.42,2507.21,0.598781,0.0,0.999987,0.993932,2.432775,25.51,514.0565,4.4163,2.8369,6.317651,4.556914,4.338552
0.02,53.0,0.91879,4.0,3.0,0.0,519.33,3033.77,0.52445,1.3e-05,0.812919,0.996384,1.034634,21.49,523.0034,4.4698,2.8372,6.416261,4.629413,4.407077
0.1,54.0,0.905893,0.9,1.5,653.22,1023.07,2152.12,0.308507,0.057731,0.216854,0.993365,0.632976,17.69,531.822,4.4071,2.8373,6.47697,4.67401,4.447831
0.05,55.0,0.913936,2.4,0.1,0.66,21600.0,2528.44,0.266503,0.16853,0.0,0.995455,0.576004,10.32,540.7311,4.4462,2.8375,6.532141,4.714438,4.4844
0.1,56.0,0.904382,1.1,1.8,338.0,897.27,2179.68,0.590581,0.03467,0.945343,0.992877,0.658409,19.2,549.5351,4.3997,2.8377,6.594289,4.760088,4.526216
0.02,57.0,0.91446,3.8,3.4,0.0,101.19,3314.79,0.577038,0.0,0.944811,0.995566,2.340023,22.11,558.452,4.4488,2.8383,6.804212,4.915034,4.677409
0.05,58.0,0.909455,1.9,1.5,5.44,1402.97,2528.26,0.248407,0.038069,0.085754,0.994388,0.653788,17.79,567.3053,4.4244,2.8384,6.863948,4.958944,4.71742
0.02,59.0,0.912819,3.1,2.9,0.0,545.19,3030.01,0.509832,2.6e-05,0.776949,0.99521,1.00281,21.21,576.1945,4.4408,2.8387,6.953236,5.02477,4.779321
0.05,60.0,0.907823,0.2,1.5,3600.0,910.36,2529.44,0.204807,0.015047,0.0,0.99394,0.699116,13.51,585.032,4.4165,2.8389,7.015739,5.07079,4.821474
0.05,61.0,0.90711,3.6,1.4,0.0,1538.42,2512.5,0.225042,0.036687,0.029052,0.993734,0.655616,17.59,593.8624,4.413,2.839,7.074121,5.113774,4.86058
0.05,62.0,0.906489,3.5,1.2,0.0,1800.0,2540.07,0.218297,0.04731,0.001658,0.993548,0.64298,16.58,602.6873,4.41,2.8392,7.131043,5.155692,4.89863
0.01,63.0,0.911625,2.3,1.9,0.94,1014.57,3394.63,0.202467,0.007877,0.000823,0.994933,0.730279,17.73,611.5621,4.435,2.8394,7.194921,5.202759,4.941765
0.1,64.0,0.897425,3.0,1.0,0.0,2160.0,2190.83,0.230489,0.079669,0.001489,0.990129,0.616517,15.96,620.3001,4.3659,2.8395,7.248778,5.242471,4.977711
0.05,65.0,0.902824,1.3,3.4,73.88,23.27,2915.6,0.598053,0.0,0.998965,0.992336,2.548635,22.71,629.0941,4.3922,2.8401,7.45953,5.398424,5.130062
0.02,66.0,0.90656,2.0,1.5,3.38,1388.49,2996.13,0.205654,0.016324,0.001027,0.99357,0.695175,17.19,637.919,4.4103,2.8403,7.518213,5.441689,5.169442
0.02,67.0,0.90638,1.5,0.2,22.23,10800.0,2972.47,0.249441,0.126844,0.0,0.993515,0.591864,10.79,646.7524,4.4095,2.8404,7.568253,5.478568,5.202488
0.02,68.0,0.905444,0.1,1.2,7200.0,1252.7,2918.53,0.206386,0.019353,0.0,0.993224,0.686923,11.87,655.5661,4.4049,2.8406,7.625579,5.520842,5.240903
0.1,69.0,0.891838,0.5,3.9,1440.0,0.78,2569.49,0.214635,0.0,0.042997,0.987181,1.585178,17.51,664.2839,4.3387,2.8409,7.752642,5.614955,5.331412
0.1,70.0,0.890789,0.8,2.6,800.87,347.45,2255.07,0.577716,2e-06,0.95102,0.986538,1.135332,19.71,672.9575,4.3336,2.8412,7.843298,5.682101,5.39489
0.01,71.0,0.903002,0.4,2.9,1800.0,23.4,3763.05,0.19848,0.0,0.0,0.9924,1.652598,15.5,681.7539,4.393,2.8416,7.972595,5.777853,5.486921
0.05,72.0,0.89486,2.1,3.9,2.06,17.02,2917.26,0.597581,0.0,0.999518,0.988869,2.669042,23.08,690.4797,4.3534,2.8421,8.175805,5.928586,5.634138
0.05,73.0,0.894194,1.1,1.9,287.4,824.9,2564.61,0.422459,0.004429,0.557461,0.988517,0.757868,19.01,699.1845,4.3502,2.8423,8.234638,5.972162,5.67394
0.02,74.0,0.896908,1.1,3.9,286.02,4.62,3381.61,0.425558,0.0,0.568952,0.989887,2.006749,20.13,707.9395,4.3634,2.8427,8.384284,6.083219,5.781356
0.02,75.0,0.896269,3.1,2.0,0.0,921.77,3026.19,0.229826,0.002473,0.077303,0.98958,0.785715,19.07,716.6647,4.3603,2.8429,8.443896,6.127414,5.821749
0.1,76.0,0.883922,2.0,0.4,3.03,5400.0,2190.37,0.244261,0.119919,0.0,0.981467,0.594914,12.04,725.2763,4.3002,2.843,8.489304,6.161087,5.851799
0.05,77.0,0.890767,1.6,1.5,14.06,1351.26,2526.79,0.25242,0.010058,0.127731,0.986524,0.718536,17.9,733.9473,4.3335,2.8432,8.543434,6.201261,5.888227
0.02,78.0,0.894538,0.8,1.6,774.19,854.67,3019.71,0.199213,0.003607,7.6e-05,0.9887,0.767677,16.43,742.6553,4.3518,2.8434,8.600806,6.243837,5.927024
0.1,79.0,0.881211,3.3,3.0,0.0,486.15,2179.46,0.595784,0.0,0.999968,0.978985,1.260776,24.89,751.2363,4.287,2.8436,8.692444,6.312017,5.991611
0.1,80.0,0.880546,2.6,2.1,0.17,854.1,2174.49,0.596267,0.002718,0.998786,0.978328,0.781191,21.22,759.8082,4.2838,2.8438,8.749777,6.354671,6.03062
0.1,81.0,0.878847,1.2,3.2,150.73,75.51,2469.89,0.595294,0.0,0.999956,0.976558,2.211708,23.68,768.3693,4.2755,2.8442,8.905707,6.470698,6.143224
0.02,82.0,0.890951,1.8,0.3,6.51,7200.0,2992.23,0.223551,0.065558,0.0,0.986639,0.626525,11.33,777.0504,4.3344,2.8444,8.951399,6.504575,6.173385
0.1,83.0,0.877516,1.7,2.5,9.41,648.62,2170.23,0.595029,0.000201,0.999836,0.975072,0.90525,22.61,785.5937,4.269,2.8446,9.015718,6.552502,6.217702
0.1,84.0,0.87711,2.8,1.5,0.0,1352.6,2148.39,0.550829,0.010013,0.87976,0.974601,0.718752,18.64,794.1313,4.2671,2.8447,9.067027,6.59073,6.252312
0.05,85.0,0.884439,3.4,1.1,0.0,1963.64,2503.87,0.202542,0.014938,0.000464,0.981907,0.699466,16.21,802.741,4.3027,2.8449,9.116876,6.627826,6.285716
0.01,86.0,0.889454,2.1,2.6,1.79,612.29,3386.24,0.216058,2.5e-05,0.047283,0.985673,1.005253,19.63,811.4015,4.3271,2.8451,9.187029,6.680058,6.334222
0.1,87.0,0.874745,3.4,2.9,0.0,509.49,2172.97,0.594321,0.0,0.999962,0.971679,1.191034,24.55,819.9183,4.2556,2.8453,9.268882,6.74113,6.391746
0.05,88.0,0.882051,3.4,1.9,0.0,972.81,2553.17,0.537205,0.002399,0.850721,0.979787,0.787154,19.88,828.5048,4.2911,2.8455,9.323578,6.781891,6.428832
0.05,89.0,0.88211,3.3,0.2,0.0,10800.0,2505.01,0.224155,0.070467,0.0,0.979842,0.622835,10.78,837.1013,4.2914,2.8456,9.367163,6.814337,6.457677
0.05,90.0,0.880937,1.5,2.0,18.72,888.9,2554.59,0.562425,0.001578,0.915127,0.978716,0.807138,19.86,845.6774,4.2857,2.8458,9.422664,6.855731,6.495406
0.1,91.0,0.872693,0.1,2.0,7200.0,499.98,2232.19,0.193797,5.1e-05,0.0,0.968883,0.970557,12.6,854.1733,4.2456,2.846,9.488406,6.904816,6.540961
