Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.05,1.0,0.985543,3.8,1.7,0.09,1270.59,2647.33,0.640568,0.999944,0.101554,0.999846,0.03397,19.82,43.5526,4.7946,2.8204,0.03397,0.004585,0.0
0.1,2.0,0.976665,3.3,1.1,0.0,1963.64,2349.95,0.600664,0.999618,0.002159,0.999765,0.125196,16.28,53.0668,4.7514,2.8206,0.110837,0.052554,0.043507
0.01,3.0,0.989067,1.4,2.1,148.38,903.96,3437.59,0.59913,0.997519,0.000371,0.999869,0.214442,17.77,62.698,4.8117,2.8209,0.225714,0.134354,0.120659
0.01,4.0,0.98774,1.1,2.2,515.55,673.74,3449.2,0.59827,0.99566,8.4e-05,0.999861,0.241169,17.36,72.317,4.8053,2.8212,0.344696,0.219179,0.200849
0.01,5.0,0.98666,3.6,1.3,0.0,1661.54,3519.88,0.598772,0.997003,0.0,0.999854,0.223472,15.81,81.9281,4.8,2.8215,0.447877,0.292566,0.269617
0.01,6.0,0.984993,1.6,2.9,31.27,608.85,3436.07,0.59966,0.976518,0.022712,0.999842,0.322487,19.61,91.5221,4.7919,2.8218,0.585046,0.390757,0.363201
0.02,7.0,0.982621,0.1,1.3,7200.0,1328.72,2954.91,0.598045,0.995202,0.0,0.999823,0.245966,11.96,101.0894,4.7804,2.8221,0.684036,0.46125,0.429128
0.05,8.0,0.97748,3.7,0.4,0.0,5400.0,2726.72,0.598717,0.996905,0.0,0.999774,0.225012,12.09,110.6183,4.7554,2.8223,0.770705,0.522853,0.486252
0.1,9.0,0.964351,2.8,3.9,0.24,32.45,2585.71,0.599908,0.0,0.99998,0.99958,1.392206,24.75,120.0307,4.6915,2.8234,1.223049,0.851,0.810091
0.02,10.0,0.975901,0.6,0.5,1200.0,4320.0,2454.28,0.597669,0.994294,0.0,0.999756,0.254258,12.2,129.5307,4.7477,2.8236,1.299851,0.905609,0.860198
0.1,11.0,0.962387,1.9,2.0,9.1,1044.71,2224.17,0.984559,0.976111,0.985518,0.999539,0.323325,20.13,138.9016,4.6819,2.8239,1.393265,0.972446,0.922689
0.1,12.0,0.961712,2.3,0.7,1.86,3085.71,2345.32,0.594994,0.987724,0.0,0.999524,0.29106,13.96,148.2729,4.6786,2.8241,1.475015,1.03084,0.976781
