Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.02,1.0,0.989681,1.4,2.9,367.82,457.25,3064.9,0.652004,0.999936,0.130137,0.999873,0.039811,21.16,43.5929,4.8147,2.8204,0.039811,0.004652,0.0
0.02,2.0,0.988775,2.3,0.9,2.16,2400.0,3211.95,0.59964,0.999166,0.0,0.999868,0.162466,14.47,53.2277,4.8103,2.8207,0.134113,0.069387,0.060103
0.02,3.0,0.986719,1.5,3.1,67.39,535.03,3081.02,0.807216,0.97679,0.541322,0.999854,0.32192,20.95,62.8409,4.8003,2.8211,0.298835,0.187418,0.17351
0.05,4.0,0.981189,1.1,2.3,513.55,627.12,2638.17,0.722897,0.994832,0.312506,0.99981,0.249523,19.12,72.3957,4.7734,2.8214,0.41604,0.271047,0.252591
0.05,5.0,0.980438,1.2,0.6,378.36,3600.0,2413.09,0.599362,0.998504,0.0,0.999804,0.190297,13.36,81.9439,4.7697,2.8216,0.501106,0.331355,0.308379
0.02,6.0,0.983344,2.7,2.1,0.39,997.54,3076.58,0.606778,0.993943,0.023088,0.999829,0.257118,18.58,91.5193,4.7839,2.8219,0.608822,0.408154,0.380596
0.01,7.0,0.983907,3.5,0.6,0.0,3600.0,3556.86,0.598464,0.996243,0.0,0.999833,0.234272,12.96,101.109,4.7866,2.8221,0.702242,0.474598,0.442454
0.01,8.0,0.982809,0.3,1.1,2400.0,1663.5,3252.11,0.597818,0.994633,0.0,0.999824,0.251326,13.09,110.6777,4.7813,2.8224,0.797601,0.542468,0.505746
0.1,9.0,0.967868,3.9,2.3,0.0,874.5,2237.38,0.99407,0.988137,0.997216,0.999644,0.289408,21.52,120.1023,4.7086,2.8227,0.901537,0.616758,0.575641
0.02,10.0,0.979147,3.3,0.9,0.0,2400.0,3195.62,0.596855,0.992242,0.0,0.999791,0.268991,14.55,129.6423,4.7635,2.8229,0.994284,0.682891,0.637244
0.1,11.0,0.96604,0.4,0.9,1800.0,2144.29,1958.82,0.597791,0.99467,0.0,0.999612,0.250993,13.53,139.047,4.6997,2.8231,1.077703,0.742304,0.692313
0.1,12.0,0.964509,1.4,2.9,127.6,554.29,2241.71,0.948084,0.870844,0.999575,0.999583,0.409122,22.57,148.4416,4.6923,2.8234,1.20546,0.83414,0.779785
0.02,13.0,0.975664,3.2,1.6,0.0,1350.0,3107.73,0.591831,0.97919,0.000512,0.999754,0.316606,17.25,157.9427,4.7465,2.8237,1.300914,0.902406,0.843551
0.01,14.0,0.976724,1.2,0.1,354.68,21600.0,3089.61,0.595238,0.988212,0.0,0.999766,0.289102,10.46,167.4606,4.7517,2.8239,1.385506,0.962734,0.899368
0.1,15.0,0.961886,0.4,0.8,1800.0,2468.04,1899.18,0.596371,0.991163,0.0,0.999528,0.275241,13.21,176.8243,4.6795,2.8241,1.463711,1.018462,0.950794
0.02,16.0,0.969351,1.4,3.9,116.2,16.82,3421.92,0.523974,0.0,0.810102,0.999668,1.567525,21.08,186.2856,4.7158,2.8251,1.856131,1.30358,1.231592
0.01,17.0,0.970097,3.2,0.7,0.0,3085.71,3534.19,0.584254,0.960794,0.0,0.99968,0.34767,13.45,195.7384,4.7194,2.8253,1.939348,1.363128,1.286693
0.1,18.0,0.955193,0.4,1.9,1800.0,720.85,2231.2,0.540722,0.852101,2.7e-05,0.999352,0.416611,15.98,205.0391,4.6469,2.8256,2.035461,1.43223,1.351537
0.01,19.0,0.966914,2.5,3.3,0.74,485.46,3422.7,0.245003,0.002522,0.110171,0.999628,0.784765,20.62,214.459,4.7039,2.826,2.206396,1.556014,1.470925
0.1,20.0,0.950645,3.2,3.5,0.0,427.15,2235.36,0.599827,0.0,0.999969,0.999196,1.234577,25.4,223.7232,4.6248,2.8266,2.456987,1.738201,1.648937
0.1,21.0,0.949544,1.4,2.3,104.2,784.66,2224.74,0.892951,0.735633,0.997168,0.999153,0.451267,21.25,232.9691,4.6194,2.8269,2.546556,1.802772,1.709279
0.1,22.0,0.948357,3.4,3.0,0.0,569.28,2220.93,0.643152,0.10844,0.999888,0.999105,0.600323,24.04,242.2049,4.6137,2.8272,2.661442,1.885942,1.788227
0.01,23.0,0.960779,3.4,2.7,0.0,669.87,3414.31,0.31808,0.274444,0.021004,0.999502,0.546295,19.65,251.5615,4.6741,2.8274,2.763621,1.959767,1.857681
0.01,24.0,0.956845,1.9,3.9,7.98,21.3,3770.49,0.307632,0.0,0.269379,0.9994,2.045318,20.76,260.8896,4.655,2.8283,3.115599,2.216501,2.110251
0.1,25.0,0.942294,4.0,2.0,0.0,1020.13,2209.67,0.853608,0.643611,0.991004,0.998807,0.471854,20.79,270.064,4.5842,2.8285,3.195302,2.274049,2.163633
0.01,26.0,0.955734,3.8,0.1,0.0,21600.0,3394.93,0.520957,0.802709,0.0,0.999368,0.433176,10.35,279.3823,4.6496,2.8287,3.267661,2.32621,2.211495
0.01,27.0,0.954933,2.4,0.1,0.97,21600.0,3391.9,0.518669,0.797001,0.0,0.999344,0.434873,10.35,288.6927,4.6457,2.8289,3.339243,2.377741,2.258735
0.1,28.0,0.939796,1.7,2.1,15.53,937.06,2211.77,0.808047,0.525483,0.995305,0.998658,0.495142,20.79,297.8426,4.572,2.8291,3.418816,2.435254,2.312107
0.05,29.0,0.945549,0.4,3.7,1800.0,6.8,2981.04,0.199803,0.0,1.9e-05,0.998977,1.326746,16.46,307.0772,4.6,2.8297,3.620219,2.582158,2.454887
0.02,30.0,0.946327,3.4,4.0,0.0,20.59,3404.37,0.575777,0.0,0.939936,0.999014,2.182163,22.12,316.3025,4.6038,2.8305,3.932083,2.810197,2.678871
0.05,31.0,0.941306,2.6,1.2,0.38,1800.0,2625.98,0.412633,0.531508,0.0007,0.998751,0.493991,16.3,325.469,4.5794,2.8306,4.002624,2.861237,2.725742
0.01,32.0,0.946299,1.6,1.5,21.14,1440.0,3387.73,0.332294,0.331218,1e-05,0.999013,0.533461,16.43,334.6822,4.6037,2.8309,4.077569,2.915548,2.775812
0.1,33.0,0.932615,1.8,0.3,10.17,7200.0,2271.46,0.517833,0.795524,0.0,0.998116,0.435307,11.44,343.7718,4.5371,2.831,4.138417,2.959572,2.815816
0.1,34.0,0.931078,2.9,1.1,0.05,1963.64,2246.61,0.425947,0.559838,0.006042,0.997975,0.488547,16.25,352.8393,4.5296,2.8312,4.205567,3.008243,2.860445
0.1,35.0,0.930167,1.3,2.5,154.7,644.72,2214.42,0.626619,0.068651,0.998954,0.997886,0.624171,21.91,361.8966,4.5252,2.8314,4.289299,3.069195,2.917339
0.01,36.0,0.943018,0.5,1.8,1440.0,737.0,3418.22,0.233568,0.084496,0.0,0.998848,0.613465,15.31,371.0775,4.5877,2.8317,4.370615,3.128308,2.972252
0.05,37.0,0.936227,1.3,2.5,151.18,643.95,2596.23,0.599184,0.042428,0.956326,0.998412,0.648409,20.71,380.1937,4.5547,2.8319,4.455085,3.189797,3.029607
0.05,38.0,0.93411,3.4,3.4,0.0,425.67,2594.6,0.599203,0.0,0.998884,0.998245,1.524305,23.93,389.2943,4.5444,2.8324,4.644598,3.328571,3.164363
0.02,39.0,0.937468,1.9,2.7,6.71,637.14,3047.32,0.41268,0.010377,0.522073,0.998502,0.717036,20.44,398.4231,4.5607,2.8326,4.733382,3.393304,3.224939
0.01,40.0,0.93717,3.0,3.3,0.0,451.79,3402.41,0.270196,0.0,0.176248,0.998481,1.29026,21.06,407.5527,4.5592,2.833,4.887376,3.506041,3.333586
0.1,41.0,0.922675,0.4,1.6,1800.0,875.04,2171.34,0.253248,0.134615,1.1e-05,0.996989,0.588608,15.46,416.5349,4.4887,2.8332,4.957941,3.557477,3.381053
0.02,42.0,0.934166,2.0,2.1,4.42,916.92,3049.71,0.250446,0.064629,0.062361,0.998249,0.627251,18.96,425.6295,4.5446,2.8334,5.03222,3.611643,3.43109
0.01,43.0,0.935395,1.2,0.2,248.23,10800.0,3145.55,0.413844,0.535435,0.0,0.998348,0.493239,10.92,434.7429,4.5506,2.8336,5.090715,3.654171,3.469516
0.1,44.0,0.918655,3.7,3.5,0.0,88.48,2500.81,0.599266,0.0,0.999985,0.996361,2.25058,25.56,443.6866,4.4692,2.8343,5.339914,3.837248,3.648822
0.02,45.0,0.930013,0.9,1.5,681.91,1033.69,3006.15,0.23751,0.094803,3.7e-05,0.99787,0.607445,16.34,452.7403,4.5244,2.8344,5.407881,3.88682,3.694309
0.01,46.0,0.93067,0.5,1.7,1440.0,782.73,3401.34,0.211215,0.029069,0.0,0.997935,0.667075,15.08,461.8006,4.5276,2.8347,5.481435,3.940553,3.743957
0.1,47.0,0.916161,0.7,1.5,1028.57,955.14,2156.2,0.251573,0.118839,0.012139,0.995907,0.595403,16.71,470.7194,4.457,2.8348,5.546607,3.988194,3.787679
