Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.05,1.0,0.984229,1.0,3.5,720.0,32.15,2906.53,0.839208,0.996229,0.601873,0.999836,0.234443,21.45,43.5523,4.7882,2.8207,0.147213,0.080628,0.076036
0.02,2.0,0.987297,2.6,2.0,0.61,1072.78,3075.21,0.603504,0.997692,0.01114,0.999858,0.211007,18.23,53.1657,4.8031,2.821,0.257238,0.158921,0.149703
0.05,3.0,0.982002,2.5,0.9,0.91,2400.0,2746.83,0.599259,0.998238,1e-06,0.999818,0.198127,14.82,62.7343,4.7774,2.8212,0.354002,0.227628,0.213866
0.1,4.0,0.971558,3.7,3.4,0.0,476.37,2241.65,0.794134,0.485538,0.999946,0.999701,0.502755,25.26,72.2011,4.7265,2.8218,0.571305,0.384164,0.365955
0.02,5.0,0.98352,0.8,0.1,900.0,21600.0,2353.03,0.598736,0.996925,0.0,0.99983,0.2247,10.43,81.7815,4.7847,2.822,0.66254,0.448955,0.42615
0.1,6.0,0.968557,2.2,3.3,3.06,500.67,2235.64,0.827425,0.568803,0.999933,0.999655,0.486811,24.31,91.2164,4.7119,2.8225,0.842395,0.578378,0.551157
0.05,7.0,0.97542,0.6,1.6,1200.0,976.28,2580.71,0.595877,0.989792,2.6e-05,0.999751,0.282176,15.86,100.7134,4.7453,2.8227,0.941437,0.649077,0.617368
0.02,8.0,0.979118,1.7,0.2,19.36,10800.0,3107.55,0.598018,0.99515,0.0,0.999791,0.24648,10.88,110.2598,4.7633,2.8229,1.025027,0.708557,0.672323
0.05,9.0,0.972957,1.8,2.9,13.33,612.02,2609.18,0.960837,0.91166,0.990573,0.99972,0.388854,21.8,119.7355,4.7333,2.8232,1.14902,0.797486,0.756779
0.1,10.0,0.964055,2.6,1.9,0.54,1131.74,2220.23,0.981214,0.983283,0.969965,0.999574,0.305979,19.62,129.1227,4.69,2.8235,1.242965,0.864681,0.819615
0.02,11.0,0.975182,0.2,1.9,3600.0,733.82,3074.33,0.577408,0.943647,0.0,0.999748,0.365804,13.72,138.6183,4.7442,2.8238,1.350369,0.941665,0.892101
