Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.02,1.0,0.989876,4.0,1.3,0.01,1661.54,3168.77,0.599957,0.999943,1.2e-05,0.999874,0.034627,17.66,43.5972,4.8157,2.8204,0.034627,0.004646,0.0
0.1,2.0,0.976583,2.6,1.8,0.62,1200.0,2259.46,0.966455,0.999489,0.916767,0.999764,0.139093,19.22,53.1067,4.751,2.8207,0.118745,0.058261,0.04914
0.1,3.0,0.975411,3.1,1.9,0.02,1136.84,2243.52,0.983538,0.998277,0.960692,0.999751,0.197046,19.58,62.6048,4.7453,2.8209,0.224195,0.133313,0.119728
0.01,4.0,0.987847,3.4,2.0,0.0,1071.95,3429.98,0.598883,0.996948,0.000329,0.999862,0.224331,17.83,72.2243,4.8058,2.8212,0.335507,0.212595,0.194375
0.01,5.0,0.987382,1.0,0.2,653.11,10800.0,2877.73,0.599515,0.998858,0.0,0.999859,0.177443,10.98,81.8417,4.8035,2.8214,0.419192,0.27183,0.248978
0.02,6.0,0.984346,4.0,1.6,0.0,1350.0,3125.06,0.598649,0.996273,0.00043,0.999837,0.233884,17.16,91.4282,4.7888,2.8217,0.522482,0.345303,0.317864
0.05,7.0,0.978297,1.6,3.0,31.0,578.5,2612.89,0.980771,0.960394,0.991642,0.999783,0.348173,22.14,100.9571,4.7593,2.822,0.664138,0.446862,0.414905
0.01,8.0,0.983332,0.2,0.8,3600.0,2504.6,3078.76,0.598606,0.996601,0.0,0.999829,0.22948,12.01,110.5301,4.7838,2.8223,0.753378,0.51031,0.473771
0.01,9.0,0.981907,0.4,2.0,1800.0,684.5,3445.46,0.590787,0.977059,0.0,0.999817,0.321351,15.03,120.0917,4.7769,2.8226,0.870711,0.594222,0.553115
0.01,10.0,0.979067,0.6,2.9,1200.0,71.31,3753.67,0.201312,0.003383,2e-06,0.99979,0.77075,16.75,129.6304,4.7631,2.8232,1.123451,0.776847,0.731228
0.01,11.0,0.977853,0.3,2.0,2400.0,676.71,3442.1,0.575981,0.940064,0.0,0.999778,0.36892,14.47,139.1529,4.7572,2.8235,1.237146,0.858299,0.808151
0.01,12.0,0.977223,0.7,0.4,1028.57,5400.0,2791.49,0.597714,0.994401,0.0,0.999771,0.253359,11.79,148.6675,4.7541,2.8237,1.313529,0.912635,0.857965
0.01,13.0,0.975658,2.4,2.6,1.22,725.22,3428.23,0.568772,0.911561,0.010491,0.999754,0.388912,19.21,158.1687,4.7465,2.824,1.424704,0.992353,0.933172
0.02,14.0,0.97167,0.6,2.9,1200.0,68.72,3396.51,0.200077,0.000278,6.4e-05,0.999703,0.889939,17.2,167.6327,4.7271,2.8246,1.658442,1.161564,1.097961
0.01,15.0,0.972488,3.2,0.3,0.0,7200.0,3499.42,0.592142,0.980498,0.0,0.999714,0.31345,11.39,177.1133,4.7311,2.8248,1.738762,1.218952,1.150884
0.01,16.0,0.970724,2.2,3.0,2.73,578.23,3419.7,0.368812,0.375057,0.047128,0.999689,0.524313,20.04,186.5688,4.7225,2.8251,1.866174,1.310727,1.2382
0.01,17.0,0.969882,3.9,1.3,0.0,1661.54,3489.78,0.574821,0.937213,0.0,0.999676,0.371278,15.8,196.0146,4.7184,2.8253,1.954429,1.373989,1.297009
0.02,18.0,0.967004,0.8,2.5,900.0,447.21,3114.96,0.329795,0.324185,0.000489,0.999629,0.534981,17.69,205.4317,4.7044,2.8257,2.075932,1.46159,1.380199
0.02,19.0,0.965258,3.6,3.2,0.0,513.13,3063.4,0.518036,0.020665,0.774626,0.999597,0.683736,21.62,214.833,4.6959,2.826,2.22404,1.568708,1.48293
0.01,20.0,0.965727,1.6,2.3,25.45,835.07,3421.36,0.492558,0.728629,0.002962,0.999606,0.452968,18.61,224.2365,4.6982,2.8263,2.320009,1.63779,1.547594
0.02,21.0,0.961688,0.3,3.6,2400.0,10.91,3452.17,0.199905,0.0,0.0,0.999523,1.20584,15.24,233.6271,4.6785,2.8269,2.557892,1.810665,1.71618
0.05,22.0,0.957157,2.7,0.1,0.29,21600.0,2603.14,0.573849,0.934917,0.0,0.999409,0.373105,10.36,242.9596,4.6565,2.8271,2.630907,1.86307,1.764317
0.02,23.0,0.959708,3.3,2.6,0.0,708.77,3061.21,0.494157,0.403795,0.33186,0.999476,0.518556,20.16,252.3053,4.6689,2.8274,2.728955,1.933805,1.830695
0.1,24.0,0.946525,4.0,1.3,0.0,1661.54,2259.1,0.5845,0.862559,0.09918,0.999024,0.412538,17.41,261.5232,4.6048,2.8276,2.805848,1.989189,1.881899
0.1,25.0,0.94566,2.6,1.7,0.44,1270.59,2200.47,0.881031,0.795464,0.907623,0.998983,0.435325,18.99,270.7299,4.6005,2.8278,2.885283,2.046495,1.935024
0.01,26.0,0.958776,0.7,0.7,1028.57,2828.39,3020.27,0.556215,0.890811,0.0,0.999453,0.400045,13.12,280.0634,4.6644,2.828,2.957433,2.098412,1.982601
0.02,27.0,0.956208,1.4,2.2,91.72,836.97,3065.71,0.415066,0.48795,0.050023,0.999382,0.502296,18.85,289.3739,4.6519,2.8282,3.045475,2.161986,2.041852
0.05,28.0,0.95092,3.0,2.2,0.02,894.77,2601.64,0.761308,0.519165,0.884503,0.999207,0.496348,19.97,298.6329,4.6261,2.8284,3.130743,2.223615,2.099221
0.01,29.0,0.956287,2.2,0.2,2.35,10800.0,3436.13,0.546313,0.866089,0.0,0.999384,0.411104,10.83,307.9558,4.6522,2.8286,3.200788,2.274101,2.145407
0.05,30.0,0.949191,1.9,2.2,7.69,885.47,2600.94,0.739634,0.46266,0.886856,0.999139,0.507126,20.03,317.1979,4.6177,2.8289,3.284942,2.334921,2.201984
0.05,31.0,0.948422,2.2,0.9,2.31,2400.0,2670.71,0.509711,0.774724,1e-06,0.999107,0.441182,14.84,326.4364,4.614,2.829,3.357336,2.387185,2.250035
0.1,32.0,0.937122,1.9,3.6,7.58,57.98,2543.3,0.599688,0.0,0.999982,0.998478,2.094585,24.87,335.5789,4.559,2.8299,3.674249,2.618868,2.477796
0.1,33.0,0.934856,0.2,2.9,3600.0,38.07,2573.14,0.199661,0.0,0.0,0.998306,1.340275,14.63,344.6875,4.548,2.8304,3.867615,2.760043,2.614985
0.01,34.0,0.947663,3.3,2.0,0.0,1006.38,3413.34,0.294557,0.236108,0.000748,0.999075,0.555911,18.08,353.9141,4.6103,2.8306,3.947718,2.818124,2.668816
0.05,35.0,0.940923,0.1,1.9,7200.0,676.15,2591.79,0.240881,0.102839,0.0,0.998728,0.603146,12.5,363.0752,4.5775,2.8308,4.032914,2.880002,2.726552
0.05,36.0,0.939907,1.6,2.6,21.19,675.9,2593.19,0.615817,0.056558,0.983653,0.998665,0.634013,21.33,372.227,4.5726,2.831,4.120868,2.943969,2.786355
0.05,37.0,0.938341,1.5,3.2,32.14,472.4,2593.39,0.598748,1.2e-05,0.997578,0.998563,1.041179,22.76,381.3665,4.5649,2.8314,4.260199,3.045717,2.883998
0.01,38.0,0.943253,2.8,2.3,0.12,821.22,3412.46,0.234406,0.081802,0.004782,0.99886,0.615148,18.62,390.5511,4.5888,2.8316,4.342274,3.105403,2.939475
