Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.1,1.0,0.977737,3.6,2.6,0.21,760.6,2202.96,0.999679,0.999944,0.999366,0.999777,0.033714,24.22,43.476,4.7566,2.8204,0.033714,0.004491,0.0
0.01,2.0,0.990733,0.4,0.5,1800.0,4320.0,2881.78,0.59988,0.99976,0.0,0.999879,0.103122,11.76,53.1205,4.8198,2.8206,0.098748,0.043821,0.034665
0.05,3.0,0.981406,0.6,3.2,1200.0,26.97,2983.27,0.241584,0.098009,0.006046,0.999812,0.605693,17.89,62.6836,4.7745,2.8213,0.398307,0.259879,0.246171
0.05,4.0,0.980449,1.9,0.9,9.86,2400.0,2735.23,0.599018,0.997643,1e-06,0.999804,0.212007,14.82,72.2366,4.7698,2.8216,0.493144,0.327243,0.309007
0.02,5.0,0.983058,1.4,2.9,138.04,555.21,3085.07,0.713948,0.971319,0.313637,0.999826,0.332266,20.13,81.8113,4.7825,2.8219,0.630328,0.425486,0.402664
0.02,6.0,0.981947,2.7,2.1,0.38,995.32,3075.31,0.606254,0.991838,0.023889,0.999817,0.271426,18.59,91.3729,4.7771,2.8222,0.736098,0.500944,0.47355
0.1,7.0,0.968077,0.8,2.7,900.0,397.9,2293.38,0.82957,0.826255,0.747846,0.999647,0.425747,19.34,100.8032,4.7096,2.8226,0.889383,0.61113,0.579338
0.1,8.0,0.963172,1.6,3.8,29.49,38.0,2574.72,0.599901,0.0,0.999975,0.999555,1.440546,24.97,110.1944,4.6857,2.8237,1.332705,0.932845,0.896734
0.02,9.0,0.972509,0.2,3.2,3600.0,27.06,3444.33,0.199962,4.8e-05,0.0,0.999714,0.973804,14.27,119.6763,4.7312,2.8243,1.593754,1.121847,1.081278
0.1,10.0,0.959231,2.3,1.2,1.81,1800.0,2297.04,0.597699,0.976325,0.018189,0.999464,0.322887,16.66,129.0192,4.6666,2.8245,1.677465,1.181677,1.136802
0.05,11.0,0.967044,1.1,0.2,476.54,10800.0,2201.63,0.595896,0.989924,0.0,0.99963,0.281549,11.04,138.439,4.7046,2.8247,1.749135,1.232764,1.183509
0.1,12.0,0.958648,2.2,0.2,2.72,10800.0,2302.54,0.594161,0.985679,0.0,0.999449,0.298495,10.88,147.7858,4.6637,2.8249,1.823103,1.285542,1.232032
0.1,13.0,0.955253,1.1,3.9,472.87,8.97,2571.33,0.599262,2.8e-05,0.99845,0.999354,0.998685,21.75,157.1076,4.6472,2.8255,2.050745,1.450616,1.392839
0.01,14.0,0.96782,3.1,2.0,0.0,1039.73,3415.96,0.544612,0.861187,0.000522,0.999643,0.413087,18.09,166.5306,4.7084,2.8257,2.142606,1.516569,1.454341
0.05,15.0,0.96112,3.0,1.5,0.03,1440.0,2634.18,0.576063,0.917247,0.023155,0.99951,0.385452,17.49,175.8896,4.6758,2.826,2.226382,1.57667,1.510081
0.05,16.0,0.9596,3.7,3.1,0.0,544.58,2595.04,0.631555,0.082822,0.99633,0.999474,0.614505,23.0,185.2361,4.6684,2.8263,2.353891,1.668814,1.597874
0.01,17.0,0.963072,0.6,3.4,1200.0,16.09,3786.12,0.199913,3e-06,2e-06,0.999553,1.107,16.63,194.6271,4.6853,2.8268,2.570165,1.825863,1.750569
0.02,18.0,0.960807,3.7,0.9,0.0,2400.0,3154.03,0.552025,0.880311,0.0,0.999503,0.404982,14.58,203.987,4.6742,2.827,2.648551,1.882131,1.802473
0.02,19.0,0.959041,1.7,3.2,16.48,499.06,3055.27,0.514854,0.00294,0.784465,0.99946,0.777452,21.55,213.3283,4.6657,2.8274,2.7916,1.985793,1.901788
0.02,20.0,0.956895,2.3,3.4,1.58,447.34,3058.7,0.548903,3e-06,0.872553,0.999402,1.102954,21.85,222.6514,4.6552,2.8279,2.984766,2.126217,2.037913
0.1,21.0,0.942698,0.7,3.8,1028.57,5.53,2584.18,0.47722,2e-06,0.693633,0.99883,1.13505,18.9,231.8567,4.5861,2.8284,3.174418,2.264237,2.171801
0.05,22.0,0.949746,1.3,1.3,178.04,1631.19,2505.7,0.495924,0.738099,0.00213,0.999161,0.450661,16.84,241.1026,4.6204,2.8286,3.249597,2.318428,2.221737
0.1,23.0,0.938439,1.7,3.8,15.6,20.43,2573.78,0.599706,0.0,0.999982,0.998569,2.086818,24.79,250.2467,4.5654,2.8294,3.570478,2.552848,2.452134
0.1,24.0,0.935132,4.0,3.8,0.0,26.45,2567.64,0.599659,0.0,0.999984,0.998327,2.089953,25.45,259.3571,4.5493,2.8302,3.871263,2.772733,2.668013
0.05,25.0,0.94083,0.4,3.7,1800.0,6.08,2974.95,0.199753,0.0,2e-05,0.998722,1.344398,16.44,268.5459,4.5771,2.8307,4.056806,2.908135,2.799286
0.01,26.0,0.945796,3.7,1.7,0.0,1252.65,3391.76,0.303908,0.260197,7.9e-05,0.998989,0.549759,17.22,277.7535,4.6012,2.8309,4.132853,2.963205,2.850102
0.01,27.0,0.94459,0.5,2.4,1440.0,439.3,3465.92,0.20052,0.001834,0.0,0.99893,0.799959,16.08,286.9517,4.5953,2.8312,4.240145,3.041256,2.923931
0.02,28.0,0.94196,2.6,2.9,0.36,579.19,3042.03,0.476458,0.005162,0.686588,0.998789,0.75054,20.87,296.1252,4.5825,2.8314,4.339143,3.113288,2.991748
0.01,29.0,0.942446,0.9,2.4,706.86,485.03,3443.99,0.20437,0.011431,8.6e-05,0.998816,0.712377,17.55,305.3018,4.5849,2.8317,4.431716,3.180623,3.054868
0.05,30.0,0.933566,2.9,3.8,0.04,25.06,2935.05,0.599395,0.0,0.999388,0.998199,2.247423,23.3,314.3925,4.5417,2.8324,4.707307,3.38259,3.252848
0.01,31.0,0.937859,1.7,3.2,13.68,472.92,3397.7,0.254388,3e-06,0.136701,0.99853,1.099462,20.52,323.5275,4.5626,2.8327,4.839216,3.478965,3.345066
0.02,32.0,0.935763,0.5,1.1,1440.0,1517.38,2893.22,0.296784,0.242772,0.0,0.998377,0.554169,14.19,332.637,4.5524,2.8329,4.90623,3.527636,3.389592
0.1,33.0,0.922584,3.0,2.2,0.0,863.36,2197.88,0.635187,0.091159,0.99832,0.996976,0.609503,21.74,341.6193,4.4883,2.8331,4.978658,3.580415,3.438361
0.1,34.0,0.922014,0.8,1.2,900.0,1342.01,2086.59,0.317566,0.29361,0.001859,0.996894,0.541806,16.13,350.5944,4.4855,2.8333,5.042692,3.627026,3.480991
0.05,35.0,0.928586,1.9,3.1,6.44,501.87,2578.91,0.59869,4.1e-05,0.997823,0.997722,0.980885,22.86,359.6372,4.5175,2.8336,5.154662,3.708951,3.558843
0.02,36.0,0.931478,4.0,3.2,0.0,475.29,3038.46,0.545839,2e-06,0.86559,0.998013,1.137315,21.85,368.7096,4.5316,2.834,5.281644,3.80194,3.64774
0.05,37.0,0.926126,1.5,2.9,27.7,550.97,2576.85,0.598003,0.000585,0.9957,0.997441,0.854417,22.22,377.7282,4.5055,2.8342,5.376176,3.871097,3.712836
0.02,38.0,0.928853,0.7,3.1,1028.57,22.59,3394.35,0.199781,0.0,0.000578,0.99775,1.374889,17.49,386.7812,4.5188,2.8346,5.523705,3.979298,3.817011
0.05,39.0,0.921739,1.8,3.6,8.91,24.91,2926.88,0.599125,0.0,0.999385,0.996853,2.411798,23.23,395.7526,4.4842,2.8353,5.772536,4.16229,3.996142
0.1,40.0,0.913314,2.6,1.0,0.29,2160.0,2223.15,0.279771,0.200693,0.001075,0.99532,0.565808,15.74,404.6468,4.4432,2.8354,5.831884,4.205615,4.03556
0.05,41.0,0.919488,0.5,2.8,1440.0,46.31,2919.88,0.199643,0.0,0.000856,0.996501,1.437375,17.15,413.61,4.4732,2.8358,5.976032,4.311535,4.137554
0.01,42.0,0.92479,0.6,0.7,1200.0,2658.32,3032.05,0.270027,0.176429,0.0,0.997275,0.573368,13.06,422.6119,4.499,2.836,6.034623,4.3543,4.176269
0.05,43.0,0.918522,2.8,0.4,0.07,5400.0,2625.09,0.31223,0.282407,0.0,0.996338,0.544407,12.0,431.5624,4.4685,2.8362,6.089922,4.394668,4.212683
0.01,44.0,0.923698,2.6,0.3,0.28,7200.0,3421.87,0.282001,0.206437,0.0,0.997131,0.564121,11.31,440.5648,4.4937,2.8363,6.146757,4.436167,4.250162
0.05,45.0,0.917342,3.9,0.3,0.0,7200.0,2606.47,0.31925,0.300061,0.0,0.996129,0.540334,11.41,449.5051,4.4628,2.8365,6.200877,4.47568,4.285741
0.1,46.0,0.908187,1.7,1.9,12.01,1023.21,2179.53,0.613193,0.04371,0.992251,0.994043,0.646928,20.27,458.3467,4.4182,2.8367,6.264497,4.522322,4.328503
