Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.02,1.0,0.989869,2.5,1.4,9.71,1542.86,3142.04,0.599971,0.999943,4.8e-05,0.999874,0.034565,17.97,43.5965,4.8156,2.8204,0.034565,0.004647,0.0
0.01,2.0,0.988789,3.7,3.4,0.0,482.53,3443.43,0.60594,0.920386,0.094529,0.999868,0.383447,21.04,53.2322,4.8104,2.8209,0.243987,0.149196,0.139893
0.1,3.0,0.974562,1.5,0.6,64.79,3600.0,2321.45,0.599465,0.998792,0.0,0.999741,0.180106,13.42,62.7289,4.7412,2.8212,0.333191,0.212442,0.198717
0.05,4.0,0.981047,2.9,1.5,0.15,1440.0,2680.77,0.60476,0.997353,0.014641,0.999809,0.217538,17.38,72.284,4.7727,2.8214,0.434164,0.284269,0.266003
0.1,5.0,0.971567,1.6,3.0,31.23,579.71,2236.13,0.989741,0.974699,0.999802,0.999701,0.326129,23.37,81.7472,4.7266,2.8218,0.573324,0.38402,0.361312
0.05,6.0,0.978424,2.1,1.3,4.62,1661.54,2696.74,0.598811,0.995816,0.00132,0.999784,0.23941,16.64,91.2776,4.7599,2.822,0.670139,0.452968,0.425747
0.02,7.0,0.979769,1.0,3.7,644.92,14.25,3416.61,0.212623,0.008858,0.022802,0.999797,0.724647,18.91,100.8499,4.7665,2.8227,0.930231,0.640807,0.609052
0.01,8.0,0.980056,1.4,2.2,130.95,844.31,3431.99,0.592128,0.979574,0.000847,0.9998,0.3157,18.03,110.394,4.7679,2.823,1.03629,0.716599,0.680282
0.01,9.0,0.978759,3.6,2.6,0.0,730.19,3429.72,0.585861,0.954798,0.009961,0.999787,0.354745,19.43,119.925,4.7616,2.8232,1.149508,0.797681,0.756815
0.1,10.0,0.965166,1.4,0.3,125.04,7200.0,2233.48,0.59808,0.995402,0.0,0.999595,0.243929,11.56,129.3316,4.6954,2.8234,1.225409,0.85169,0.806507
