Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.1,1.0,0.977603,2.7,0.9,4.97,2400.0,2361.2,0.599943,0.999945,2.3e-05,0.999775,0.032758,16.83,43.4804,4.756,2.8204,0.032758,0.004463,0.0
0.02,2.0,0.989514,0.7,0.3,1028.57,7200.0,2486.15,0.599903,0.99982,0.0,0.999872,0.089324,11.35,53.1153,4.8139,2.8206,0.090679,0.037897,0.028793
0.05,3.0,0.983373,1.7,2.6,21.09,728.18,2623.02,0.98414,0.9968,0.963636,0.999829,0.226601,21.18,62.6923,4.784,2.8209,0.213272,0.125284,0.111609
0.05,4.0,0.982482,1.2,1.0,383.75,2156.27,2419.2,0.599394,0.99857,3e-06,0.999822,0.188147,15.3,72.2576,4.7797,2.8211,0.308406,0.192804,0.174582
0.05,5.0,0.976967,2.9,3.8,0.15,48.35,2951.84,0.599588,1e-06,0.999086,0.999768,1.16528,23.37,81.7947,4.7529,2.8223,0.784037,0.537315,0.514604
0.02,6.0,0.980466,3.9,1.2,0.0,1800.0,3170.15,0.597202,0.9931,3e-06,0.999804,0.263366,15.83,91.3457,4.7699,2.8225,0.879359,0.605184,0.577919
0.02,7.0,0.978685,2.8,3.1,0.23,560.19,3068.59,0.798505,0.825999,0.670371,0.999787,0.425832,20.99,100.8783,4.7612,2.8229,1.0229,0.708269,0.676458
0.1,8.0,0.961948,3.9,4.0,0.0,25.34,2588.27,0.599898,0.0,0.999981,0.999529,1.448454,25.35,110.2607,4.6798,2.8239,1.445618,1.015077,0.978952
0.05,9.0,0.96805,3.6,3.2,0.0,523.89,2601.3,0.694336,0.239195,0.996821,0.999647,0.5551,23.13,119.6893,4.7095,2.8243,1.592888,1.121199,1.080638
0.02,10.0,0.971641,0.8,1.0,900.0,1850.51,2864.26,0.590321,0.975953,0.0,0.999702,0.323648,14.5,129.1487,4.7269,2.8245,1.67694,1.181245,1.136211
