Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.05,1.0,0.985414,2.5,3.6,9.71,444.77,2559.23,0.999527,0.999939,0.998955,0.999845,0.037791,25.44,43.5516,4.7939,2.8204,0.037791,0.004596,0.0
0.1,2.0,0.974529,2.9,3.5,0.16,457.45,2241.34,0.797036,0.492764,0.999955,0.99974,0.501378,24.81,53.0516,4.741,2.8211,0.301768,0.191447,0.182369
0.02,3.0,0.985952,1.2,0.7,381.17,3085.71,2877.04,0.59939,0.998552,0.0,0.999849,0.188765,13.66,62.6529,4.7966,2.8213,0.391752,0.255236,0.241553
0.05,4.0,0.980606,0.3,0.9,2400.0,2170.73,2336.62,0.599227,0.998164,0.0,0.999805,0.200085,12.97,72.1997,4.7706,2.8216,0.481943,0.319219,0.301008
0.05,5.0,0.979322,1.6,2.0,30.99,1042.77,2614.52,0.809752,0.995211,0.529272,0.999793,0.24587,19.31,81.7352,4.7643,2.8218,0.586027,0.393391,0.370651
0.1,6.0,0.970274,3.5,1.8,0.0,1200.0,2245.75,0.968845,0.995207,0.927065,0.999682,0.245913,19.53,91.1834,4.7203,2.8221,0.684542,0.46363,0.436475
0.02,7.0,0.981387,2.4,1.9,1.31,1136.84,3070.03,0.599208,0.991943,0.00617,0.999812,0.270801,17.95,100.7391,4.7744,2.8223,0.78741,0.537027,0.505308
0.01,8.0,0.982241,1.5,0.2,56.0,10800.0,3429.36,0.598486,0.996306,0.0,0.99982,0.233456,10.88,110.3153,4.7785,2.8226,0.872722,0.597684,0.561395
0.01,9.0,0.981497,0.2,0.2,3600.0,10800.0,2733.4,0.598816,0.997134,0.0,0.999813,0.221333,10.45,119.8739,4.7749,2.8228,0.950911,0.653131,0.612268
0.1,10.0,0.966216,1.5,1.7,54.03,1270.59,2206.61,0.933617,0.990318,0.843918,0.999615,0.279632,18.98,129.2815,4.7006,2.823,1.044873,0.720167,0.674933
0.02,11.0,0.976563,0.6,2.7,1200.0,387.34,3140.12,0.29508,0.237784,3.4e-05,0.999764,0.55547,17.17,138.7949,4.7509,2.8234,1.21762,0.844671,0.79494
0.1,12.0,0.963277,1.6,1.4,28.44,1542.86,2261.36,0.67831,0.986273,0.209724,0.999558,0.29645,17.66,148.1757,4.6863,2.8237,1.306628,0.908267,0.854198
0.01,13.0,0.976565,0.3,0.3,2400.0,7200.0,2747.21,0.597725,0.994431,0.0,0.999764,0.253098,10.9,157.6847,4.7509,2.8239,1.380968,0.961191,0.902605
0.05,14.0,0.969499,1.6,1.1,27.95,1963.64,2681.47,0.592874,0.982291,5.9e-05,0.99967,0.308771,15.81,167.1278,4.7165,2.8241,1.468194,1.023472,0.960467
0.02,15.0,0.969026,2.1,4.0,4.23,22.54,3425.04,0.569076,0.0,0.922859,0.999663,1.683875,21.67,176.5817,4.7142,2.8251,1.88621,1.327273,1.259949
0.02,16.0,0.965136,3.3,3.6,0.0,83.22,3366.93,0.569531,0.0,0.924031,0.999595,1.615863,22.18,185.9809,4.6953,2.826,2.239359,1.584028,1.512395
0.05,17.0,0.958402,0.3,3.3,2400.0,19.42,2983.15,0.199889,1e-06,0.0,0.999443,1.147166,15.65,195.3259,4.6625,2.8266,2.470261,1.751711,1.675798
0.02,18.0,0.961865,2.9,1.1,0.09,1963.64,3140.67,0.551546,0.879102,1e-06,0.999527,0.405526,15.32,204.6945,4.6794,2.8268,2.550843,1.809569,1.729279
0.1,19.0,0.947684,0.1,2.7,7200.0,347.34,2299.09,0.199855,0.0001,0.0,0.999076,0.938371,12.93,213.9264,4.6104,2.8273,2.726363,1.937003,1.852544
0.02,20.0,0.958868,2.3,2.2,1.59,898.17,3062.33,0.47224,0.613069,0.067802,0.999455,0.478084,18.91,223.2628,4.6648,2.8275,2.814669,2.000658,1.911838
0.01,21.0,0.959315,1.3,2.2,185.36,786.73,3421.42,0.403059,0.506942,0.000972,0.999467,0.498678,17.99,232.6036,4.667,2.8277,2.904701,2.0656,1.972411
0.02,22.0,0.957014,2.1,1.4,3.64,1542.86,3088.5,0.499179,0.748157,8.7e-05,0.999405,0.448152,16.48,241.9226,4.6558,2.828,2.984371,2.122978,2.025453
0.02,23.0,0.956639,2.2,0.1,2.38,21600.0,3037.3,0.544888,0.862523,0.0,0.999395,0.412552,10.36,251.2498,4.654,2.8281,3.056712,2.175021,2.073198
0.05,24.0,0.951244,1.5,0.5,36.65,4320.0,2654.5,0.557137,0.893234,0.0,0.999219,0.398847,12.66,260.5187,4.6277,2.8283,3.125663,2.224569,2.118512
0.01,25.0,0.955991,3.4,1.5,0.0,1440.0,3431.22,0.451484,0.629014,8e-06,0.999376,0.474858,16.49,269.8274,4.6508,2.8286,3.205814,2.282374,2.171986
0.05,26.0,0.949301,2.8,1.5,0.16,1440.0,2606.37,0.486103,0.685369,0.030318,0.999144,0.462926,17.49,279.0706,4.6183,2.8288,3.282637,2.337814,2.22318
0.01,27.0,0.954254,2.9,1.4,0.07,1542.86,3442.13,0.437124,0.593147,3e-06,0.999322,0.482048,16.06,288.3625,4.6424,2.829,3.361237,2.394567,2.275621
0.02,28.0,0.951137,3.5,3.2,0.0,497.85,3051.8,0.527236,0.000377,0.818105,0.999215,0.875426,21.93,297.6265,4.6272,2.8293,3.497895,2.493929,2.370729
0.02,29.0,0.949936,0.2,2.4,3600.0,446.44,3106.87,0.200969,0.002837,0.0,0.999169,0.779151,14.17,306.8777,4.6214,2.8296,3.616659,2.580222,2.452786
0.01,30.0,0.949407,0.8,4.0,900.0,2.21,3776.83,0.199852,0.0,5.6e-05,0.999148,1.220166,17.34,316.1537,4.6188,2.8301,3.795143,2.710357,2.578726
0.01,31.0,0.948183,0.5,2.4,1440.0,445.68,3468.6,0.201248,0.003571,0.0,0.999097,0.76816,16.05,325.3873,4.6128,2.8304,3.905568,2.790623,2.654758
0.1,32.0,0.933526,2.5,1.9,0.59,1078.66,2198.97,0.754076,0.400609,0.985483,0.998196,0.519187,20.07,334.4759,4.5415,2.8306,3.979817,2.844472,2.704523
0.02,33.0,0.945163,2.0,0.8,4.88,2700.0,3121.78,0.425213,0.563553,0.0,0.998959,0.487829,14.03,343.6833,4.5981,2.8308,4.048982,2.894551,2.750395
0.05,34.0,0.939985,1.1,1.2,411.61,1596.96,2474.65,0.404978,0.512714,0.000397,0.99867,0.497578,16.26,352.834,4.5729,2.831,4.118547,2.944945,2.796634
