Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.01,1.0,0.991471,3.3,0.4,0.59,5400.0,3557.66,0.599954,0.999945,0.0,0.999883,0.033356,13.0,43.621,4.8234,2.8204,0.033356,0.004669,0.0
0.02,2.0,0.988767,2.1,2.1,4.87,1000.9,3080.34,0.607978,0.999401,0.020611,0.999867,0.146709,18.57,53.2484,4.8103,2.8207,0.122324,0.060757,0.051449
0.01,3.0,0.988145,1.1,3.0,518.27,385.76,3479.8,0.580709,0.950769,0.001071,0.999864,0.359012,18.7,62.8753,4.8072,2.8211,0.305915,0.192496,0.178544
0.1,4.0,0.973462,2.0,0.9,6.92,2400.0,2352.96,0.599253,0.998245,2.5e-05,0.999727,0.197933,15.1,72.3603,4.7358,2.8214,0.399861,0.25922,0.240845
0.1,5.0,0.972323,3.1,1.6,0.01,1350.0,2279.53,0.866459,0.997088,0.669203,0.999712,0.222095,18.44,81.8298,4.7303,2.8216,0.498955,0.329785,0.30698
0.1,6.0,0.971164,2.7,2.4,0.39,828.05,2239.59,0.996586,0.993413,0.998203,0.999695,0.261139,21.44,91.2874,4.7246,2.8219,0.608193,0.407817,0.380583
0.02,7.0,0.980887,1.4,3.3,136.05,439.29,3090.73,0.51231,0.196855,0.584016,0.999808,0.566956,21.1,100.8454,4.7719,2.8224,0.821742,0.561748,0.529963
0.05,8.0,0.975622,1.7,1.7,19.61,1270.59,2622.68,0.639069,0.991466,0.106331,0.999753,0.273568,18.18,110.3456,4.7463,2.8227,0.919082,0.631186,0.594912
0.02,9.0,0.975513,2.7,3.6,0.37,126.74,3336.19,0.565662,0.0,0.914279,0.999752,1.253635,22.03,119.8583,4.7458,2.8236,1.305991,0.911686,0.870954
0.01,10.0,0.97565,2.3,2.9,1.87,614.98,3424.07,0.534059,0.803262,0.032009,0.999754,0.433009,19.6,129.3602,4.7464,2.8239,1.428809,0.999879,0.954625
0.1,11.0,0.961092,4.0,0.8,0.0,2700.0,2336.65,0.594294,0.985978,2e-06,0.99951,0.297475,14.68,138.7247,4.6756,2.8242,1.511066,1.058617,1.009061
0.1,12.0,0.958107,1.6,3.5,27.37,424.31,2237.49,0.599872,3e-06,0.999959,0.999435,1.100474,24.78,148.0631,4.6611,2.8248,1.787043,1.258811,1.204975
0.05,13.0,0.96486,1.3,2.4,215.35,689.55,2616.48,0.888174,0.86418,0.85646,0.99959,0.411883,20.21,157.459,4.694,2.8251,1.886291,1.330095,1.271857
0.01,14.0,0.968281,0.9,4.0,788.8,3.55,3775.68,0.200032,8.4e-05,0.00017,0.999651,0.946783,17.75,166.918,4.7106,2.8256,2.098898,1.484167,1.421514
0.1,15.0,0.954755,3.7,0.2,0.0,10800.0,2298.59,0.590279,0.976029,0.0,0.999338,0.323492,10.88,176.2265,4.6448,2.8258,2.170732,1.535547,1.468678
0.1,1.0,0.978736,1.8,0.2,146.13,10800.0,2183.98,0.599937,0.999949,0.0,0.999787,0.029371,11.68,43.4947,4.7615,2.8204,0.029371,0.00445,0.0
0.01,2.0,0.990004,3.4,2.9,0.0,631.84,3438.75,0.609112,0.998854,0.023989,0.999875,0.17761,20.01,53.1357,4.8163,2.8207,0.136497,0.071133,0.062019
0.1,3.0,0.975194,2.3,2.2,2.13,939.17,2241.14,0.996842,0.997851,0.994379,0.999748,0.207581,20.8,62.6324,4.7442,2.821,0.245842,0.149007,0.135426
0.05,4.0,0.982176,0.6,0.9,1200.0,2172.91,2353.45,0.59941,0.998615,0.0,0.999819,0.186621,13.97,72.1944,4.7782,2.8212,0.338263,0.214586,0.196463
0.05,5.0,0.980802,0.9,2.1,800.0,644.32,2641.14,0.606201,0.994857,0.020743,0.999807,0.249292,17.87,81.7456,4.7715,2.8215,0.452864,0.296336,0.273673
0.05,6.0,0.979654,0.1,1.7,7200.0,896.03,2584.65,0.597857,0.994743,0.0,0.999796,0.250333,12.31,91.2848,4.7659,2.8218,0.560707,0.373242,0.346061
0.05,7.0,0.978293,2.3,2.4,2.04,825.6,2618.88,0.967128,0.991386,0.926542,0.999783,0.274015,20.47,100.8119,4.7593,2.8221,0.671568,0.452413,0.420715
0.1,8.0,0.969112,1.8,2.8,13.79,649.68,2238.58,0.990741,0.977364,0.999658,0.999664,0.3207,22.72,110.2505,4.7146,2.8224,0.793034,0.53944,0.503329
0.02,9.0,0.980173,0.9,1.8,800.0,817.11,3071.67,0.595239,0.988147,5.1e-05,0.999801,0.289371,16.66,119.7945,4.7685,2.8226,0.897282,0.613903,0.573246
0.01,10.0,0.979064,2.6,3.4,0.56,472.3,3435.24,0.256495,0.030388,0.110955,0.99979,0.664898,20.8,129.3357,4.7631,2.8232,1.114874,0.770953,0.725772
0.02,11.0,0.97724,2.8,0.1,0.22,21600.0,3078.25,0.596747,0.991981,0.0,0.999771,0.270579,10.38,138.8656,4.7542,2.8234,1.200033,0.831644,0.781959
0.1,12.0,0.962864,2.0,3.2,6.38,521.74,2231.72,0.746925,0.36762,0.999917,0.999549,0.525831,24.0,148.2441,4.6842,2.8238,1.35416,0.942691,0.888657
0.1,13.0,0.961751,2.1,1.8,4.28,1200.0,2221.13,0.966472,0.976735,0.939683,0.999525,0.322036,19.24,157.6084,4.6788,2.824,1.445546,1.00813,0.949763
0.05,14.0,0.969068,0.5,0.6,1440.0,3511.63,2082.23,0.596587,0.991637,0.0,0.999664,0.272595,12.59,167.0418,4.7144,2.8242,1.521246,1.062114,0.999341
0.02,15.0,0.972251,0.5,1.3,1440.0,1300.4,2971.35,0.587239,0.968243,0.0,0.999711,0.337268,14.53,176.5076,4.7299,2.8245,1.611462,1.126658,1.05942
