Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.1,1.0,0.977676,3.9,2.2,0.05,959.12,2208.5,0.997992,0.999945,0.995147,0.999776,0.03333,22.81,43.4748,4.7563,2.8204,0.03333,0.004486,0.0
0.01,2.0,0.990098,1.2,2.3,388.69,677.77,3449.62,0.599729,0.999099,0.000286,0.999876,0.16615,17.9,53.116,4.8167,2.8207,0.132483,0.068307,0.05916
0.01,3.0,0.986064,2.9,3.6,0.16,426.31,3451.69,0.25946,0.00462,0.144105,0.999849,0.755846,21.14,62.7302,4.7971,2.8216,0.489698,0.326335,0.312566
0.1,4.0,0.971373,3.2,1.7,0.0,1270.59,2262.31,0.935179,0.996389,0.84171,0.999698,0.23238,19.13,72.1898,4.7256,2.8218,0.587703,0.396102,0.377906
0.02,5.0,0.982268,3.8,2.6,0.0,736.49,3077.17,0.691812,0.986683,0.242938,0.99982,0.294985,20.21,81.7555,4.7786,2.8221,0.704336,0.479467,0.456691
0.02,6.0,0.981144,1.5,2.1,56.8,953.85,3074.85,0.604344,0.990219,0.020736,0.99981,0.280118,18.6,91.3094,4.7732,2.8224,0.809283,0.55436,0.527019
0.02,7.0,0.978031,0.4,3.4,1800.0,19.53,3452.37,0.200215,0.000649,0.0,0.99978,0.849527,16.07,100.8545,4.758,2.8231,1.091882,0.758691,0.726835
0.02,8.0,0.976814,2.0,2.4,6.43,814.88,3072.1,0.637551,0.967685,0.12631,0.999767,0.338125,19.41,110.367,4.7521,2.8233,1.197404,0.834169,0.797785
0.01,9.0,0.977611,1.2,0.5,356.97,4320.0,3214.67,0.597178,0.993057,0.0,0.999775,0.263662,12.55,119.8887,4.756,2.8236,1.277545,0.891206,0.850292
0.01,10.0,0.976124,3.7,2.6,0.0,727.51,3426.38,0.573311,0.922826,0.010572,0.999759,0.381839,19.45,129.3944,4.7488,2.8238,1.387794,0.970213,0.924773
0.05,11.0,0.969333,0.8,1.9,900.0,736.92,2618.54,0.583974,0.956246,0.003855,0.999668,0.353123,17.33,138.8326,4.7157,2.8241,1.486071,1.040597,0.990725
0.1,12.0,0.96034,2.9,1.6,0.12,1350.0,2250.61,0.881602,0.974638,0.729622,0.999492,0.326246,18.45,148.184,4.672,2.8243,1.574082,1.103595,1.049402
0.1,13.0,0.959397,0.9,1.2,800.0,1452.41,2095.16,0.591923,0.978535,0.001538,0.999469,0.318113,16.2,157.5239,4.6674,2.8245,1.657489,1.163277,1.104785
0.1,14.0,0.958446,1.1,1.3,477.46,1448.76,2126.38,0.600503,0.972954,0.028581,0.999444,0.329391,16.99,166.8549,4.6628,2.8248,1.741359,1.223333,1.160547
0.1,15.0,0.955879,0.4,3.2,1800.0,25.61,2599.09,0.200164,1.2e-05,0.000712,0.999372,1.040538,16.95,176.1698,4.6503,2.8254,1.984814,1.399956,1.332933
0.01,16.0,0.96549,1.4,3.9,109.87,14.18,3776.23,0.247484,0.0,0.118908,0.999602,1.688108,20.41,185.6032,4.697,2.8263,2.342194,1.659903,1.588563
0.05,17.0,0.959563,1.4,0.2,106.18,10800.0,2553.87,0.587153,0.968147,0.0,0.999473,0.337417,10.92,194.9558,4.6682,2.8265,2.412193,1.709992,1.634346
0.05,18.0,0.958027,3.9,2.2,0.0,905.07,2604.0,0.857418,0.772889,0.870941,0.999433,0.441681,20.24,204.284,4.6607,2.8267,2.500863,1.773772,1.693787
0.01,19.0,0.962845,3.9,1.9,0.0,1106.88,3411.42,0.501382,0.753402,0.000279,0.999549,0.446817,17.79,213.6587,4.6842,2.8269,2.588535,1.836871,1.752487
0.01,20.0,0.962063,3.8,0.7,0.0,3085.71,3520.41,0.553581,0.884186,0.0,0.999532,0.403206,13.44,223.0326,4.6804,2.8271,2.666379,1.89278,1.80402
0.05,21.0,0.954937,0.2,2.3,3600.0,501.22,2640.06,0.233917,0.08512,0.0,0.999344,0.613082,14.29,232.332,4.6457,2.8274,2.780023,1.974952,1.881909
0.05,22.0,0.953817,1.4,2.6,95.48,653.74,2604.09,0.724554,0.341998,0.969733,0.999308,0.531162,21.21,241.6203,4.6402,2.8277,2.876427,2.044603,1.947262
0.02,23.0,0.95728,0.2,1.5,3600.0,1020.31,3001.79,0.462911,0.657571,0.0,0.999413,0.468929,13.3,250.94,4.6571,2.8279,2.960192,2.104999,2.003333
0.02,24.0,0.954597,1.2,3.5,307.77,30.66,3384.09,0.377443,0.0,0.44394,0.999333,1.384253,20.23,260.2424,4.644,2.8285,3.191681,2.273606,2.16771
0.02,25.0,0.951819,2.6,3.5,0.42,412.66,3063.83,0.561045,0.0,0.902992,0.99924,1.565848,21.86,269.5179,4.6305,2.8291,3.439067,2.454005,2.343918
0.1,26.0,0.938768,0.3,1.4,2400.0,1115.22,2129.35,0.449147,0.623572,0.0,0.998591,0.475965,14.31,278.6569,4.567,2.8293,3.51393,2.5081,2.393903
