Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.01,1.0,0.991492,1.6,0.5,243.16,4320.0,3302.96,0.599955,0.999947,0.0,0.999884,0.031437,13.63,43.6138,4.8235,2.8204,0.031437,0.00467,0.0
0.05,2.0,0.984739,2.4,1.2,1.42,1800.0,2724.83,0.599947,0.999691,0.000258,0.99984,0.115204,16.16,53.2053,4.7907,2.8206,0.104254,0.04763,0.038385
0.01,3.0,0.987658,1.7,3.4,21.06,471.66,3443.71,0.481902,0.618889,0.085935,0.99986,0.476913,20.8,62.832,4.8049,2.8212,0.345042,0.220948,0.207065
0.05,4.0,0.977987,2.6,3.6,0.6,424.7,2623.49,0.599701,0.000846,0.998517,0.999779,0.836892,23.8,72.3673,4.7578,2.8221,0.692503,0.472133,0.453731
0.1,5.0,0.969971,2.6,0.4,0.57,5400.0,2361.66,0.598814,0.997196,0.0,0.999678,0.220287,12.12,81.8226,4.7188,2.8223,0.776474,0.531791,0.509018
0.01,6.0,0.981549,3.9,2.8,0.0,657.24,3430.95,0.593452,0.963527,0.020196,0.999814,0.344094,19.91,91.3822,4.7751,2.8226,0.899448,0.619831,0.592476
0.02,7.0,0.978064,2.9,3.3,0.13,501.59,3071.39,0.630571,0.295979,0.780558,0.99978,0.541263,21.45,100.9109,4.7582,2.823,1.077728,0.748231,0.716341
0.02,8.0,0.976931,2.8,2.5,0.22,773.13,3072.17,0.660914,0.963202,0.189199,0.999768,0.344532,19.62,110.4249,4.7527,2.8233,1.185755,0.825559,0.78914
0.1,9.0,0.960439,3.7,3.7,0.0,57.91,2559.49,0.599891,0.0,0.99998,0.999494,1.442585,25.68,119.7954,4.6724,2.8243,1.582507,1.113588,1.072872
0.01,10.0,0.970259,1.4,3.5,113.53,60.91,3737.08,0.242985,0.0,0.107622,0.999682,1.392644,20.44,129.2529,4.7202,2.8251,1.917888,1.357039,1.311895
0.01,11.0,0.969462,3.1,1.2,0.0,1800.0,3499.09,0.574565,0.936579,0.0,0.99967,0.371789,15.47,138.6952,4.7163,2.8253,2.00422,1.418823,1.369213
0.05,12.0,0.96251,2.3,2.5,1.73,758.52,2604.75,0.908393,0.805105,0.966107,0.999541,0.432452,20.91,148.0674,4.6825,2.8256,2.101239,1.488539,1.43454
0.05,13.0,0.96117,1.3,2.9,207.2,507.51,2613.72,0.704431,0.28508,0.976241,0.999511,0.543781,21.47,157.4279,4.676,2.8259,2.218536,1.573141,1.514768
0.05,14.0,0.957232,1.9,3.7,8.35,52.75,2924.55,0.599567,0.0,0.999211,0.999411,1.780956,23.49,166.7621,4.6568,2.8268,2.569799,1.828845,1.766214
0.1,15.0,0.949439,0.1,0.5,7200.0,4320.0,1529.27,0.588114,0.970711,0.0,0.999149,0.333294,10.93,176.0038,4.6189,2.827,2.634737,1.875317,1.80849
0.01,16.0,0.961463,0.7,1.7,1028.57,849.54,3407.31,0.469716,0.674531,0.0,0.999518,0.465298,15.76,185.365,4.6774,2.8272,2.72252,1.938476,1.867257
0.1,17.0,0.946739,1.0,1.4,592.27,1231.88,2142.0,0.567126,0.853009,0.065288,0.999033,0.416267,17.25,194.5817,4.6058,2.8274,2.799701,1.993988,1.918568
0.02,18.0,0.958046,0.6,2.1,1200.0,594.74,3091.62,0.331127,0.328093,7e-06,0.999434,0.534134,16.37,203.9098,4.6608,2.8277,2.895866,2.063401,1.98363
0.02,19.0,0.957546,0.8,0.4,900.0,5400.0,2321.84,0.576201,0.940793,0.0,0.99942,0.368301,12.0,213.2315,4.6584,2.8278,2.962033,2.110862,2.02676
0.1,20.0,0.944543,1.5,0.7,36.84,3085.71,2283.81,0.557893,0.895269,0.0,0.998928,0.397823,14.0,222.4333,4.5951,2.828,3.032008,2.161153,2.072896
0.1,21.0,0.943286,3.9,2.4,0.0,790.78,2215.53,0.793356,0.484928,0.99903,0.998862,0.502872,22.36,231.6183,4.589,2.8283,3.117996,2.223293,2.130847
0.02,22.0,0.954714,3.6,1.2,0.0,1800.0,3113.12,0.485345,0.71369,5e-06,0.999337,0.456506,15.9,240.9162,4.6446,2.8285,3.195107,2.278878,2.182117
0.02,23.0,0.951054,3.4,3.7,0.0,36.52,3394.38,0.574441,0.0,0.936497,0.999212,2.037174,22.16,250.1949,4.6268,2.8293,3.512553,2.510625,2.40971
0.01,24.0,0.952036,0.5,0.6,1440.0,3383.46,2899.73,0.524825,0.81244,0.0,0.999247,0.430193,12.42,259.4623,4.6316,2.8295,3.579623,2.558916,2.45371
0.05,25.0,0.945191,2.4,2.0,0.94,1010.33,2590.42,0.658045,0.417918,0.727715,0.99896,0.515777,19.35,268.6646,4.5983,2.8297,3.658119,2.615669,2.506236
0.05,26.0,0.94404,0.3,2.3,2400.0,484.49,2637.06,0.204395,0.011536,0.0,0.998902,0.711936,15.47,277.8574,4.5927,2.8299,3.763193,2.69198,2.578357
0.1,27.0,0.935511,0.4,1.1,1800.0,1555.96,2048.37,0.466072,0.666001,0.0,0.998357,0.467136,14.26,286.9642,4.5512,2.8301,3.832033,2.74176,2.624051
0.1,28.0,0.933796,2.5,3.3,0.59,464.4,2214.18,0.599631,6e-06,0.999963,0.998219,1.072157,24.62,296.0609,4.5428,2.8305,3.982529,2.851558,2.729772
0.1,29.0,0.93056,1.6,3.9,21.11,14.81,2571.82,0.599578,0.0,0.999982,0.997925,2.233626,24.72,305.1304,4.5271,2.8313,4.279339,3.068886,2.943168
0.02,30.0,0.942408,2.4,0.1,0.86,21600.0,3015.43,0.415445,0.539206,0.0,0.998814,0.492517,10.34,314.3182,4.5847,2.8315,4.345253,3.116567,2.986684
0.1,31.0,0.926781,3.3,3.7,0.0,28.3,2560.49,0.599498,0.0,0.999985,0.997519,2.215136,25.4,323.3438,4.5087,2.8322,4.621257,3.318792,3.185002
0.1,32.0,0.926324,2.6,0.6,0.35,3600.0,2287.7,0.427905,0.571029,0.0,0.997465,0.486378,13.35,332.3689,4.5065,2.8324,4.682556,3.363234,3.225449
0.05,33.0,0.933038,2.7,1.6,0.21,1343.57,2552.69,0.336729,0.219783,0.122963,0.998154,0.56033,17.99,341.4523,4.5391,2.8326,4.752033,3.413725,3.271825
0.02,34.0,0.936501,0.6,2.0,1200.0,607.95,3076.28,0.210776,0.027717,7e-06,0.998432,0.669409,16.36,350.5704,4.556,2.8328,4.833445,3.473011,3.326961
0.1,35.0,0.923735,1.0,0.9,534.68,2186.54,1970.8,0.387839,0.470981,4.9e-05,0.997136,0.505534,15.29,359.5622,4.4939,2.833,4.894885,3.517659,3.367621
0.05,36.0,0.931182,3.1,0.3,0.0,7200.0,2633.11,0.418506,0.547272,0.0,0.997985,0.490969,11.42,368.6379,4.5301,2.8331,4.954148,3.560697,3.406607
0.02,37.0,0.934996,0.6,0.2,1200.0,10800.0,2082.19,0.436696,0.592582,0.0,0.998317,0.48216,10.82,377.7413,4.5487,2.8333,5.011972,3.602624,3.444424
0.01,38.0,0.933767,3.6,3.4,0.0,417.89,3404.4,0.290613,0.0,0.227425,0.998216,1.677014,21.42,386.8384,4.5427,2.8338,5.201301,3.7414,3.579163
0.02,39.0,0.93165,1.1,1.4,377.16,1291.25,2986.61,0.251976,0.130855,7.1e-05,0.998029,0.590163,16.5,395.908,4.5324,2.834,5.268658,3.790451,3.624105
0.05,40.0,0.926702,1.5,0.7,27.8,3085.71,2613.26,0.334052,0.336375,0.0,0.99751,0.532357,13.83,404.9346,4.5083,2.8341,5.329086,3.834445,3.664068
0.1,41.0,0.917794,1.3,1.7,130.73,1123.72,2172.81,0.628533,0.134603,0.938624,0.99621,0.588612,19.15,413.8692,4.465,2.8343,5.394866,3.882465,3.708136
0.02,42.0,0.927294,1.5,3.6,27.45,20.09,3390.96,0.572245,0.0,0.931822,0.997579,2.456256,21.58,422.8948,4.5112,2.835,5.653415,4.072558,3.894352
0.1,43.0,0.913844,2.4,3.2,0.73,468.4,2200.4,0.599074,1e-06,0.999967,0.995435,1.187795,24.49,431.7955,4.4458,2.8353,5.776429,4.162891,3.980787
