Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.1,1.0,0.978446,3.5,0.3,0.3,7200.0,2372.1,0.599936,0.999947,0.0,0.999784,0.031133,12.53,43.4953,4.76,2.8204,0.031133,0.00445,0.0
0.02,2.0,0.988917,3.3,1.8,0.0,1200.0,3103.41,0.600763,0.999583,0.00239,0.999868,0.129413,17.87,53.1249,4.811,2.8206,0.111637,0.053086,0.043997
0.02,3.0,0.98322,2.2,4.0,3.24,28.34,3435.6,0.564441,3e-06,0.911185,0.999828,1.106109,21.76,62.7306,4.7833,2.8219,0.614799,0.41735,0.403676
0.1,4.0,0.970134,1.9,0.8,9.65,2700.0,2347.12,0.598705,0.996921,1e-06,0.99968,0.224761,14.56,72.1834,4.7196,2.8221,0.703645,0.48047,0.462404
0.05,5.0,0.977191,2.2,0.6,3.04,3600.0,2735.28,0.598467,0.996281,0.0,0.999771,0.233779,13.24,81.7072,4.7539,2.8223,0.792011,0.543303,0.520747
0.02,6.0,0.980473,3.0,0.7,0.06,3085.71,3201.28,0.597815,0.994636,0.0,0.999804,0.251299,13.55,91.2619,4.7699,2.8225,0.882862,0.607941,0.580835
0.01,7.0,0.980805,3.6,1.2,0.0,1800.0,3521.82,0.596256,0.990736,0.0,0.999807,0.27751,15.47,100.8162,4.7715,2.8228,0.97867,0.676214,0.644541
0.02,8.0,0.978291,3.0,1.3,0.06,1661.54,3153.64,0.59562,0.989145,1.4e-05,0.999783,0.285134,16.06,110.345,4.7593,2.823,1.07299,0.743469,0.707263
0.05,9.0,0.968992,1.6,3.8,28.8,26.96,2959.12,0.59951,0.0,0.998943,0.999662,1.509784,23.24,119.8151,4.7141,2.8241,1.504403,1.056603,1.016018
0.1,10.0,0.960844,0.3,0.7,2400.0,2908.84,1812.95,0.596193,0.99073,0.0,0.999504,0.27754,12.47,129.1684,4.6744,2.8243,1.579298,1.109969,1.065082
0.1,11.0,0.958014,0.8,4.0,900.0,3.93,2591.43,0.554238,0.00029,0.885588,0.999433,0.887846,19.44,138.5243,4.6607,2.8248,1.799182,1.269226,1.220044
0.02,12.0,0.967186,1.8,3.5,12.4,425.91,3071.96,0.547762,1e-06,0.869587,0.999632,1.140242,21.75,147.9511,4.7053,2.8255,2.059069,1.457761,1.404179
0.01,13.0,0.967885,2.4,1.2,1.12,1800.0,3494.75,0.568,0.920179,0.0,0.999644,0.383582,15.35,157.3778,4.7087,2.8257,2.144436,1.518927,1.460896
0.1,14.0,0.953984,3.2,0.4,0.0,5400.0,2335.76,0.588101,0.970595,0.0,0.999314,0.333489,12.13,166.6763,4.641,2.8259,2.217303,1.57107,1.508816
0.02,15.0,0.96473,3.9,0.8,0.0,2700.0,3166.32,0.57267,0.931883,0.0,0.999587,0.37543,14.12,176.0757,4.6933,2.8261,2.297348,1.628426,1.561771
0.01,16.0,0.965098,2.7,2.0,0.3,1035.02,3414.76,0.51979,0.799127,0.000552,0.999594,0.434246,17.9,185.4726,4.6951,2.8264,2.387266,1.693047,1.621966
0.05,17.0,0.955333,3.4,4.0,0.0,22.71,2952.1,0.599588,0.0,0.999292,0.999356,1.861033,23.7,194.7876,4.6476,2.8272,2.738392,1.948809,1.873516
0.02,18.0,0.958796,0.7,1.9,1028.57,707.79,3074.28,0.42386,0.559907,1.5e-05,0.999453,0.488534,16.38,204.1228,4.6645,2.8275,2.828109,2.01344,1.933789
0.01,19.0,0.95947,2.3,0.7,1.57,3085.71,3513.4,0.536158,0.84066,0.0,0.99947,0.420802,13.38,213.4714,4.6677,2.8277,2.904382,2.068262,1.984254
0.02,20.0,0.95654,0.5,2.5,1440.0,424.02,3119.6,0.204089,0.010525,3e-06,0.999392,0.716353,16.47,222.7869,4.6535,2.828,3.028708,2.158303,2.069972
0.01,21.0,0.957023,1.9,2.1,7.77,947.85,3414.2,0.397578,0.49301,0.001232,0.999405,0.501332,18.13,232.1053,4.6558,2.8282,3.114695,2.22034,2.127656
0.1,22.0,0.940788,2.9,3.5,0.08,415.38,2228.82,0.599734,0.0,0.999974,0.99872,1.502085,24.92,241.2735,4.5768,2.8289,3.355801,2.396162,2.299379
0.01,23.0,0.953236,3.1,2.7,0.0,660.34,3406.29,0.246216,0.090964,0.024932,0.999289,0.609615,19.72,250.5557,4.6374,2.8291,3.452207,2.465962,2.364859
0.05,24.0,0.947386,1.1,0.2,427.53,10800.0,2190.97,0.55989,0.900195,0.0,0.999062,0.395267,11.01,259.7837,4.6089,2.8293,3.514836,2.511024,2.405732
0.01,25.0,0.949071,3.1,3.9,0.0,23.71,3759.65,0.32098,0.0,0.302883,0.999134,2.120409,21.07,269.0293,4.6171,2.8301,3.823693,2.736672,2.627248
0.01,26.0,0.947084,0.3,3.2,2400.0,19.45,3789.77,0.19981,0.0,0.0,0.999049,1.372521,14.92,278.2613,4.6075,2.8306,4.014953,2.87621,2.762597
0.1,27.0,0.931449,3.1,3.4,0.0,432.35,2217.48,0.599591,0.0,0.999973,0.99801,1.369155,25.72,287.3359,4.5314,2.8311,4.198814,3.010543,2.892889
0.1,28.0,0.930662,1.8,1.0,10.03,2160.0,2248.49,0.422421,0.556329,0.000757,0.997934,0.489225,15.74,296.3998,4.5276,2.8312,4.265063,3.058527,2.936824
0.1,29.0,0.927919,3.8,3.5,0.0,93.87,2500.7,0.599523,0.0,0.999984,0.997649,2.017434,25.62,305.4429,4.5142,2.8319,4.520583,3.2457,3.120047
0.01,30.0,0.941469,0.2,0.1,3600.0,21600.0,2409.82,0.306268,0.266289,0.0,0.99876,0.548264,10.18,314.6113,4.5802,2.8321,4.590582,3.296369,3.16653
0.01,31.0,0.938812,0.5,3.5,1440.0,9.4,3785.3,0.199719,0.0,0.0,0.998594,1.401905,16.11,323.7718,4.5672,2.8325,4.760757,3.420758,3.286803
0.01,32.0,0.937988,0.4,1.6,1800.0,877.81,3382.44,0.230204,0.07624,0.0,0.998538,0.618789,14.54,332.9035,4.5632,2.8328,4.836161,3.475569,3.337444
0.1,33.0,0.925144,3.8,0.1,0.0,21600.0,2220.85,0.400419,0.502388,0.0,0.99732,0.499545,10.33,341.9228,4.5007,2.8329,4.896832,3.519588,3.377531
