Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.05,1.0,0.985457,1.6,2.6,243.16,605.78,2594.96,0.971268,0.999942,0.928306,0.999845,0.035884,22.35,43.552,4.7942,2.8204,0.035884,0.00459,0.0
0.02,2.0,0.988735,3.2,1.8,0.0,1200.0,3103.15,0.600644,0.99928,0.002396,0.999867,0.155452,17.87,53.1805,4.8101,2.8207,0.128229,0.065161,0.055934
0.1,3.0,0.974933,2.8,3.0,0.26,598.75,2238.79,0.996574,0.991743,0.99982,0.999745,0.271982,23.23,62.6773,4.743,2.821,0.269575,0.166306,0.152604
0.01,4.0,0.987477,3.1,1.4,0.02,1542.86,3507.94,0.59893,0.997395,1e-06,0.999859,0.216778,15.98,72.2959,4.804,2.8213,0.374319,0.240824,0.222493
0.05,5.0,0.980577,2.4,1.5,1.36,1440.0,2678.65,0.604704,0.997086,0.014773,0.999805,0.222136,17.38,81.8461,4.7704,2.8216,0.475043,0.312476,0.289611
0.05,6.0,0.977356,2.6,3.5,0.59,450.87,2617.62,0.607221,0.019983,0.998184,0.999773,0.685365,23.44,91.3731,4.7547,2.8222,0.746806,0.508698,0.48133
0.05,7.0,0.97689,1.4,0.4,134.22,5400.0,2609.8,0.598843,0.997225,0.0,0.999768,0.2198,12.15,100.8925,4.7525,2.8224,0.828811,0.566938,0.535093
0.02,8.0,0.980149,2.2,0.4,3.01,5400.0,3175.08,0.598158,0.995496,0.0,0.999801,0.242943,11.99,110.447,4.7683,2.8227,0.915657,0.6287,0.59232
0.1,9.0,0.965052,0.8,3.4,900.0,18.04,2587.65,0.551216,0.003555,0.874688,0.999593,0.768368,19.47,119.8591,4.6949,2.8233,1.162159,0.806887,0.766154
0.01,10.0,0.977632,2.0,1.6,6.39,1350.0,3453.09,0.591892,0.979826,1.5e-05,0.999776,0.315096,16.59,129.3793,4.7561,2.8235,1.25842,0.875663,0.830396
0.1,11.0,0.962922,3.0,0.9,0.05,2400.0,2336.5,0.595431,0.98877,3.1e-05,0.99955,0.286767,15.13,138.7609,4.6845,2.8237,1.34318,0.936156,0.886569
0.05,12.0,0.969928,1.2,1.3,353.13,1535.95,2517.09,0.593028,0.981875,0.000857,0.999677,0.309897,16.63,148.204,4.7186,2.824,1.431654,0.999389,0.945371
0.02,13.0,0.973101,1.5,2.1,48.43,947.43,3070.68,0.590868,0.952352,0.024956,0.999722,0.357376,18.64,157.6793,4.734,2.8242,1.529776,1.069686,1.011184
0.1,14.0,0.959453,3.3,3.1,0.0,553.08,2226.8,0.766839,0.417464,0.999899,0.99947,0.515866,24.3,167.0248,4.6677,2.8246,1.663908,1.166392,1.103568
0.1,15.0,0.959321,0.3,0.5,2400.0,4320.0,1601.09,0.5966,0.991766,0.0,0.999467,0.271849,11.74,176.3634,4.667,2.8248,1.733843,1.216293,1.149194
0.1,16.0,0.956191,1.0,3.8,618.99,9.28,2574.89,0.597144,7.6e-05,0.993093,0.999382,0.951794,20.85,185.694,4.6518,2.8253,1.958419,1.379119,1.307771
0.05,17.0,0.963141,1.7,1.1,17.61,1963.64,2674.3,0.581012,0.952681,7.1e-05,0.999555,0.35703,15.8,195.0753,4.6856,2.8255,2.040945,1.43826,1.362549
0.02,18.0,0.966335,1.2,2.2,333.49,724.18,3076.93,0.528874,0.809583,0.012793,0.999617,0.431081,18.36,204.4851,4.7011,2.8258,2.137288,1.507533,1.427404
0.02,19.0,0.965864,0.3,0.4,2400.0,5400.0,2367.36,0.592428,0.981266,0.0,0.999609,0.311499,11.29,213.8879,4.6988,2.826,2.206276,1.556856,1.472327
0.02,20.0,0.964806,3.3,0.6,0.0,3600.0,3168.8,0.578555,0.946592,0.0,0.999589,0.363099,13.1,223.2897,4.6937,2.8262,2.284502,1.612905,1.523994
0.01,21.0,0.964709,3.7,3.0,0.0,573.14,3414.86,0.270012,0.122086,0.053151,0.999587,0.593944,20.37,232.685,4.6932,2.8265,2.406664,1.701141,1.607832
0.05,22.0,0.958776,1.0,0.3,602.04,7200.0,2094.05,0.59074,0.977122,0.0,0.999453,0.321216,11.62,242.0216,4.6644,2.8267,2.47265,1.748385,1.650778
0.05,23.0,0.95743,1.1,1.1,455.9,1800.59,2447.58,0.564692,0.911979,4.4e-05,0.999417,0.388665,15.82,251.3423,4.6578,2.8269,2.55033,1.804167,1.702253
0.1,24.0,0.948422,3.7,2.7,0.0,670.72,2223.61,0.77595,0.440638,0.999683,0.999107,0.511361,22.94,260.5781,4.614,2.8272,2.648992,1.875459,1.769326
0.05,25.0,0.95226,2.0,3.9,5.56,22.73,2952.29,0.599551,0.0,0.99925,0.999255,2.015082,23.17,269.8618,4.6327,2.8281,3.005937,2.13582,2.025592
0.1,26.0,0.943701,0.1,1.4,7200.0,1127.33,2126.34,0.503088,0.758279,0.0,0.998884,0.445559,12.13,279.0491,4.591,2.8283,3.083396,2.191683,2.077313
0.02,27.0,0.954762,3.3,2.5,0.0,744.47,3059.17,0.418522,0.284793,0.261842,0.999338,0.543848,20.23,288.3462,4.6448,2.8285,3.175538,2.258334,2.139652
0.1,28.0,0.941574,1.6,1.4,23.01,1542.86,2211.41,0.630201,0.760237,0.315881,0.998766,0.445049,17.77,297.5144,4.5807,2.8287,3.250057,2.312139,2.189318
0.1,29.0,0.941465,1.0,0.6,579.12,3600.0,1753.83,0.56617,0.916045,0.0,0.99876,0.386201,13.5,306.6788,4.5801,2.8289,3.314192,2.358362,2.231425
0.01,30.0,0.953928,1.2,1.0,298.07,2146.87,3221.99,0.485989,0.715317,0.0,0.999312,0.456126,14.75,315.965,4.6408,2.8291,3.388433,2.411931,2.280696
0.02,31.0,0.951666,1.1,0.9,430.06,2316.37,2811.74,0.504517,0.761675,0.0,0.999234,0.444672,14.61,325.2291,4.6298,2.8293,3.459793,2.463413,2.327909
0.02,32.0,0.950918,3.9,0.6,0.0,3600.0,3143.87,0.505259,0.763544,0.0,0.999207,0.444181,13.08,334.4947,4.6261,2.8295,3.530036,2.51411,2.374359
0.01,33.0,0.951367,3.2,2.0,0.0,1012.52,3414.82,0.335503,0.338452,0.000693,0.999223,0.531914,18.05,343.7572,4.6283,2.8297,3.612217,2.573593,2.429561
0.05,34.0,0.94363,1.5,3.3,34.31,451.1,2596.7,0.598949,1e-06,0.997932,0.99888,1.151763,23.05,352.95,4.5907,2.8301,3.781577,2.697123,2.548963
0.05,35.0,0.941714,0.9,3.7,723.97,7.74,2945.23,0.422714,0.0,0.557397,0.998774,1.259366,19.33,362.1385,4.5814,2.8306,3.960049,2.827417,2.675167
0.1,36.0,0.931728,0.1,3.8,7200.0,6.15,2588.23,0.199607,0.0,0.0,0.998036,1.396293,12.81,371.2439,4.5328,2.8311,4.150455,2.966595,2.810401
0.05,37.0,0.936809,1.3,3.5,155.39,39.71,2917.45,0.59857,0.0,0.997198,0.998455,1.928523,22.45,380.3657,4.5575,2.8318,4.401571,3.150456,2.990288
0.1,38.0,0.927839,2.1,3.0,3.11,544.83,2205.46,0.600127,0.001574,0.999923,0.99764,0.807264,23.97,389.402,4.5139,2.832,4.505145,3.226051,3.061853
