Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.1,1.0,0.977608,1.2,2.0,525.12,768.34,2223.05,0.944871,0.999943,0.862347,0.999775,0.034685,20.84,43.4735,4.756,2.8204,0.034685,0.004484,0.0
0.05,2.0,0.984494,2.6,1.8,0.62,1200.0,2643.75,0.676122,0.999411,0.190975,0.999838,0.145851,18.39,53.0603,4.7895,2.8207,0.122314,0.060938,0.051876
0.1,3.0,0.976677,1.1,0.3,518.26,7200.0,1896.3,0.599718,0.999413,0.0,0.999765,0.145726,11.66,62.5735,4.7514,2.8209,0.201776,0.117075,0.103585
0.02,4.0,0.98469,0.7,3.2,1028.57,34.69,3427.12,0.23041,0.075735,0.000369,0.999839,0.619131,17.6,72.1771,4.7904,2.8216,0.489221,0.3244,0.306316
0.05,5.0,0.979792,2.1,0.3,4.65,7200.0,2709.95,0.599177,0.998044,0.0,0.999797,0.20309,11.47,81.7298,4.7666,2.8218,0.575915,0.385912,0.363324
0.1,6.0,0.970108,0.1,2.3,7200.0,538.31,2264.73,0.587386,0.968625,0.0,0.99968,0.336674,12.82,91.1777,4.7195,2.8221,0.708926,0.481214,0.454222
0.01,7.0,0.982651,2.9,1.4,0.14,1542.86,3498.52,0.597115,0.992874,1e-06,0.999823,0.264911,15.98,100.7482,4.7805,2.8224,0.80851,0.552201,0.520626
0.1,8.0,0.967305,0.4,2.5,1800.0,458.17,2286.06,0.529646,0.824082,0.000216,0.999634,0.426464,16.78,110.1695,4.7059,2.8228,0.957127,0.659017,0.623058
0.05,9.0,0.973787,1.3,2.7,239.33,570.99,2626.24,0.952625,0.948654,0.933043,0.999731,0.361121,20.9,119.6537,4.7374,2.8231,1.076169,0.744369,0.703933
0.01,10.0,0.977752,2.5,3.2,0.83,526.52,3428.0,0.392575,0.40935,0.072199,0.999777,0.51746,20.25,129.1775,4.7567,2.8235,1.235391,0.859017,0.814051
0.01,11.0,0.976924,2.4,1.0,1.23,2160.0,3534.83,0.593182,0.98307,0.0,0.999768,0.306591,14.64,138.6949,4.7526,2.8237,1.326643,0.924165,0.874677
0.05,12.0,0.969542,3.8,3.0,0.0,584.5,2605.71,0.887071,0.723914,0.993928,0.999671,0.454097,22.55,148.1376,4.7167,2.824,1.454398,1.016036,0.962111
0.02,13.0,0.972733,3.1,2.5,0.0,767.47,3070.62,0.645248,0.912406,0.200856,0.999717,0.388411,19.93,157.61,4.7323,2.8243,1.559663,1.091569,1.033163
0.05,1.0,0.985561,2.5,1.3,9.71,1661.54,2696.66,0.600449,0.999944,0.001255,0.999846,0.03385,18.36,43.5546,4.7947,2.8204,0.03385,0.004583,0.0
0.02,2.0,0.986413,0.1,3.8,7200.0,10.55,3462.98,0.254588,0.136545,0.0,0.999852,0.587823,12.77,53.1903,4.7988,2.8212,0.340216,0.219215,0.210009
0.01,3.0,0.986644,2.3,1.9,2.08,1136.84,3431.02,0.598542,0.996261,0.000167,0.999853,0.23404,17.38,62.7977,4.7999,2.8215,0.447681,0.295686,0.281852
0.1,4.0,0.971918,2.5,0.9,0.89,2400.0,2355.21,0.598999,0.997618,2.6e-05,0.999706,0.212505,15.1,72.2676,4.7283,2.8217,0.539968,0.36127,0.343026
0.05,5.0,0.978786,1.4,1.5,137.33,1439.43,2564.97,0.60308,0.995885,0.011922,0.999788,0.238617,17.41,81.7975,4.7617,2.8219,0.63801,0.43108,0.408316
0.02,6.0,0.980847,1.8,3.3,13.8,495.14,3077.4,0.694476,0.479236,0.75705,0.999807,0.503957,21.49,91.3525,4.7717,2.8224,0.826156,0.56651,0.539185
0.1,7.0,0.967724,3.5,0.9,0.0,2400.0,2347.2,0.597899,0.994897,2.8e-05,0.999642,0.248912,15.21,100.781,4.7079,2.8226,0.914785,0.62963,0.597936
0.05,8.0,0.973939,1.8,3.1,13.46,552.25,2606.93,0.91825,0.800858,0.994901,0.999733,0.43373,22.48,110.268,4.7381,2.823,1.05871,0.733081,0.696904
0.05,9.0,0.971073,0.1,3.8,7200.0,9.05,2996.46,0.200001,0.000156,0.0,0.999694,0.91751,12.83,119.7587,4.7242,2.8237,1.332776,0.931452,0.890856
0.05,10.0,0.971123,0.7,0.1,1028.57,21600.0,1870.33,0.594987,0.987621,0.0,0.999695,0.291462,10.4,129.2177,4.7244,2.8239,1.416432,0.991042,0.946012
0.01,11.0,0.974431,3.6,2.9,0.0,615.28,3422.95,0.513526,0.751092,0.032855,0.999739,0.447407,19.87,138.7079,4.7405,2.8242,1.538185,1.078474,1.028936
0.1,12.0,0.959785,1.7,1.3,18.29,1661.54,2272.8,0.620348,0.977096,0.074035,0.999478,0.321272,17.21,148.0553,4.6693,2.8244,1.623341,1.139388,1.085542
0.05,13.0,0.966906,2.5,0.9,0.78,2400.0,2714.4,0.589988,0.975156,1e-06,0.999627,0.325239,14.81,157.4756,4.7039,2.8247,1.707168,1.199345,1.141103
0.1,14.0,0.95788,2.9,2.2,0.11,916.33,2227.2,0.972425,0.935169,0.99618,0.999429,0.372907,20.76,166.8027,4.66,2.8249,1.799917,1.265914,1.203363
0.1,15.0,0.956849,1.4,1.9,110.8,1038.09,2216.21,0.963385,0.942688,0.966075,0.999401,0.366656,19.89,176.1187,4.655,2.8251,1.888547,1.329534,1.26269
0.1,16.0,0.956549,3.7,0.5,0.0,4320.0,2344.09,0.590892,0.977535,0.0,0.999392,0.32033,12.78,185.4416,4.6535,2.8253,1.964469,1.383886,1.312798
0.05,17.0,0.962985,1.6,1.8,26.11,1179.16,2592.89,0.67717,0.920558,0.27259,0.999552,0.383335,18.62,194.8174,4.6848,2.8256,2.05255,1.447102,1.371641
0.02,18.0,0.966406,0.3,1.3,2400.0,1284.38,2960.89,0.567365,0.918604,0.0,0.999618,0.384594,13.67,204.226,4.7015,2.8258,2.138717,1.508936,1.429064
0.1,19.0,0.953641,1.6,0.6,25.65,3600.0,2315.04,0.586728,0.967169,0.0,0.999302,0.338904,13.39,213.518,4.6394,2.826,2.213212,1.562312,1.478221
0.02,20.0,0.964474,1.5,2.1,42.07,938.95,3066.64,0.536732,0.812054,0.029984,0.999582,0.430314,18.69,222.909,4.6921,2.8262,2.304834,1.628215,1.539723
0.05,21.0,0.959842,3.0,0.2,0.03,10800.0,2655.73,0.585189,0.963233,0.0,0.99948,0.344491,10.87,232.2672,4.6695,2.8264,2.377199,1.680099,1.587309
0.05,22.0,0.958252,2.7,2.5,0.3,754.48,2605.64,0.843993,0.642691,0.967573,0.999439,0.472045,20.92,241.5979,4.6618,2.8267,2.472901,1.749053,1.651933
0.01,23.0,0.963475,0.4,0.5,1800.0,4320.0,2718.59,0.583739,0.959567,0.0,0.999562,0.349198,11.81,250.9765,4.6872,2.8269,2.543138,1.799423,1.697919
0.1,24.0,0.949025,0.8,0.8,900.0,2411.06,1908.58,0.57945,0.949059,0.0,0.999132,0.360723,14.34,260.2147,4.6169,2.8271,2.614162,1.8504,1.744708
0.05,25.0,0.955651,1.1,2.2,452.09,667.86,2618.33,0.599508,0.593627,0.40546,0.999366,0.481953,19.02,269.5198,4.6492,2.8273,2.706039,1.916701,1.806709
0.01,26.0,0.958114,1.3,3.7,190.69,19.78,3760.42,0.224868,0.0,0.062453,0.999435,1.662909,19.94,278.8641,4.6611,2.8281,2.99962,2.130649,2.016457
0.01,27.0,0.957406,0.3,1.1,2400.0,1583.21,3246.01,0.505218,0.763337,0.0,0.999416,0.444235,13.15,288.1847,4.6577,2.8283,3.077205,2.186532,2.068013
0.05,28.0,0.95072,1.9,1.1,7.77,1963.64,2654.09,0.516205,0.790818,9.6e-05,0.999199,0.436673,15.8,297.4436,4.6252,2.8285,3.15216,2.24056,2.117797
0.02,29.0,0.952671,0.2,3.8,3600.0,6.18,3447.81,0.199854,0.0,0.0,0.99927,1.340504,14.19,306.7489,4.6347,2.829,3.367804,2.397718,2.270773
0.02,30.0,0.951194,3.0,3.1,0.01,529.33,3049.48,0.5091,0.002527,0.770615,0.999217,0.78467,21.39,316.0124,4.6275,2.8294,3.490835,2.487097,2.355894
0.1,31.0,0.937045,3.7,3.4,0.0,438.29,2225.17,0.599682,0.0,0.999968,0.998472,1.270602,25.34,325.1415,4.5586,2.8298,3.681259,2.62606,2.490806
0.05,32.0,0.943854,0.4,2.0,1800.0,626.69,2618.34,0.24618,0.116002,1e-06,0.998892,0.596707,15.8,334.3312,4.5918,2.8301,3.76997,2.690417,2.550982
0.05,33.0,0.943224,1.7,0.6,14.97,3600.0,2660.82,0.497134,0.743406,0.0,0.998859,0.449345,13.23,343.5211,4.5887,2.8303,3.836581,2.738576,2.594981
0.01,34.0,0.948222,1.4,0.7,67.57,3085.71,3435.46,0.454201,0.635953,0.0,0.999099,0.473436,13.4,352.7577,4.613,2.8305,3.905779,2.788611,2.640779
0.1,35.0,0.933439,3.0,2.7,0.0,652.33,2212.07,0.623356,0.059531,0.999765,0.998188,0.631423,23.34,361.8475,4.5411,2.8307,3.995401,2.853778,2.701861
0.1,36.0,0.933466,3.1,0.3,0.0,7200.0,2285.87,0.521805,0.805418,0.0,0.998191,0.432357,11.45,370.946,4.5412,2.8309,4.056879,2.898293,2.742355
0.01,37.0,0.944499,1.0,3.1,558.07,55.49,3717.04,0.200514,0.0,0.001822,0.998925,1.28922,18.48,380.144,4.5949,2.8313,4.230207,3.0249,2.864829
0.1,38.0,0.930626,2.6,0.5,0.37,4320.0,2298.57,0.486893,0.718268,0.0,0.997931,0.455434,12.71,389.2123,4.5274,2.8315,4.292111,3.069761,2.905679
0.02,39.0,0.941391,2.7,2.5,0.22,726.44,3053.49,0.3431,0.048679,0.309693,0.998756,0.641552,19.82,398.3788,4.5798,2.8317,4.377049,3.131566,2.963296
0.02,40.0,0.939852,2.2,3.2,2.04,484.2,3046.89,0.536302,1.2e-05,0.841412,0.998662,1.040612,21.37,407.5325,4.5723,2.8321,4.510149,3.228814,3.056416
0.01,41.0,0.938127,1.8,3.6,9.81,38.29,3741.05,0.316027,0.0,0.290794,0.998548,2.369863,20.69,416.6803,4.5639,2.8328,4.798118,3.440003,3.263679
0.01,42.0,0.937518,1.7,1.0,13.66,2160.0,3439.53,0.304928,0.263067,0.0,0.998506,0.549052,14.68,425.8105,4.5609,2.833,4.865365,3.488875,3.308405
0.1,43.0,0.922587,3.2,3.1,0.0,508.23,2206.52,0.599407,8.1e-05,0.999947,0.996977,0.948756,24.71,434.7948,4.4883,2.8333,4.977352,3.57085,3.386411
0.1,44.0,0.921582,3.5,1.6,0.0,1337.18,2164.65,0.637734,0.217057,0.878863,0.99683,0.56109,18.95,443.7664,4.4834,2.8335,5.043877,3.619376,3.430966
0.05,45.0,0.928824,1.8,2.2,9.35,853.55,2586.63,0.592848,0.058776,0.924471,0.997747,0.632069,20.04,452.8094,4.5186,2.8337,5.117707,3.673285,3.48081
0.01,46.0,0.93427,1.5,0.3,28.55,7200.0,3406.47,0.3759,0.44062,0.0,0.998258,0.511364,11.34,461.9142,4.5451,2.8339,5.177476,3.716809,3.520235
0.1,47.0,0.9212,2.6,0.1,0.32,21600.0,2212.52,0.391176,0.479555,0.0,0.996772,0.503896,10.32,470.8946,4.4816,2.834,5.235783,3.759228,3.558777
0.01,48.0,0.930297,2.1,3.7,2.84,25.81,3748.39,0.326135,0.0,0.316387,0.997899,2.470197,20.64,479.9555,4.5258,2.8347,5.502991,3.955602,3.751312
0.02,49.0,0.927437,2.9,3.2,0.02,471.22,3041.79,0.546087,0.0,0.866419,0.997595,1.205157,21.48,488.9887,4.5119,2.8351,5.631073,4.049584,3.841283
0.1,50.0,0.913939,2.7,3.2,0.18,469.62,2203.39,0.599077,0.0,0.999965,0.995456,1.199054,24.46,497.8905,4.4462,2.8354,5.756006,4.141405,3.929236
0.05,51.0,0.920448,1.4,3.1,43.99,473.98,2583.64,0.598327,2e-06,0.997487,0.996656,1.134326,22.83,506.8538,4.4779,2.8357,5.872407,4.226925,4.010803
