Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.05,1.0,0.985593,0.1,1.2,7200.0,1516.6,2465.89,0.599947,0.999944,0.0,0.999846,0.034221,12.68,43.5505,4.7948,2.8204,0.034221,0.004579,0.0
0.01,2.0,0.990141,1.2,2.1,388.67,779.26,3442.5,0.599703,0.999208,0.000111,0.999876,0.159976,17.43,53.191,4.8169,2.8207,0.129808,0.066231,0.056991
0.01,3.0,0.989052,0.2,1.4,3600.0,1207.95,3344.45,0.599196,0.998056,0.0,0.999869,0.202807,13.01,62.8213,4.8116,2.821,0.237497,0.142779,0.128895
0.1,4.0,0.973145,3.2,3.3,0.0,507.48,2239.08,0.956824,0.892272,0.999928,0.999723,0.399326,24.82,72.301,4.7343,2.8214,0.425858,0.278166,0.259823
0.05,5.0,0.977788,0.4,3.3,1800.0,23.9,2993.79,0.202326,0.005912,1.4e-05,0.999777,0.744038,16.61,81.8356,4.7569,2.8222,0.725789,0.494851,0.472003
0.1,6.0,0.968559,0.7,2.3,1028.57,542.27,2269.9,0.668842,0.975645,0.196633,0.999655,0.324269,18.39,91.2683,4.712,2.8225,0.844812,0.580058,0.552807
0.1,7.0,0.967432,3.8,1.9,0.0,1136.84,2223.84,0.983359,0.99109,0.96749,0.999637,0.275635,19.92,100.6882,4.7065,2.8227,0.94149,0.649099,0.617455
0.05,8.0,0.972448,0.5,3.1,1440.0,30.44,2980.04,0.200469,0.000766,0.00055,0.999713,0.841578,17.28,110.1718,4.7309,2.8234,1.206442,0.840737,0.804648
0.02,9.0,0.975706,3.0,1.8,0.05,1200.0,3074.43,0.592177,0.977377,0.003189,0.999754,0.320672,17.68,119.6721,4.7467,2.8236,1.302408,0.909308,0.868706
0.1,10.0,0.962387,3.2,1.6,0.0,1350.0,2255.44,0.880765,0.981923,0.72022,0.999539,0.309768,18.72,129.0436,4.6819,2.8238,1.391867,0.973266,0.928322
0.1,11.0,0.961378,1.0,1.7,627.01,937.3,2204.87,0.723073,0.974291,0.333633,0.999516,0.326911,18.07,138.404,4.677,2.8241,1.482979,1.038499,0.989224
0.05,12.0,0.96681,1.0,3.4,624.83,21.13,2946.44,0.49833,0.000273,0.74574,0.999626,0.890756,19.82,147.8284,4.7034,2.8247,1.711345,1.203869,1.150208
0.01,13.0,0.970795,1.8,3.2,12.53,513.41,3420.76,0.255615,0.060989,0.078205,0.99969,0.630197,20.34,157.2849,4.7228,2.825,1.863806,1.313919,1.255793
0.1,14.0,0.956178,1.5,1.7,44.26,1261.87,2196.54,0.93041,0.948373,0.877961,0.999381,0.361395,19.03,166.594,4.6517,2.8253,1.949383,1.375286,1.312874
0.1,15.0,0.955155,3.2,2.7,0.0,679.36,2226.26,0.898154,0.746064,0.999645,0.999351,0.44868,23.14,175.8959,4.6467,2.8255,2.051755,1.449016,1.382311
0.05,16.0,0.959041,1.4,4.0,109.49,11.11,2957.88,0.599094,0.0,0.998005,0.99946,1.693506,22.69,185.2554,4.6656,2.8264,2.403275,1.70481,1.633855
0.02,17.0,0.960609,3.1,3.5,0.0,423.38,3067.81,0.555797,0.0,0.889743,0.999498,1.290858,22.16,194.6162,4.6733,2.827,2.6504,1.884442,1.809169
0.1,18.0,0.947591,1.1,1.0,450.23,2035.11,2012.18,0.566586,0.916585,0.000344,0.999072,0.385865,15.74,203.8409,4.6099,2.8272,2.723615,1.937028,1.857561
0.1,19.0,0.946403,2.0,3.1,5.5,534.38,2216.75,0.609866,0.025236,0.99992,0.999018,0.673996,24.18,213.0587,4.6042,2.8275,2.845897,2.025639,1.941954
0.01,20.0,0.957716,0.3,2.9,2400.0,40.59,3780.37,0.199885,0.0,0.0,0.999425,1.21887,14.96,222.393,4.6592,2.8281,3.05571,2.17827,2.090291
