Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.1,1.0,0.996444,2.6,2.2,6.82,981.82,1413.79,0.773355,0.939524,0.49391,0.999908,0.025861,44.44,43.6634,4.8476,2.6823,0.025861,0.001315,0.0,
0.02,2.0,1.001614,2.5,3.1,119.13,579.99,1821.52,0.66757,0.93862,0.230341,0.999928,0.026289,49.04,53.4139,4.8728,2.6824,0.05215,0.002649,0.0,
0.01,3.0,1.002394,0.9,3.1,800.0,434.09,2119.1,0.574995,0.937451,7.2e-05,0.99993,0.026832,45.97,63.1723,4.8766,2.6825,0.078982,0.003987,0.0,
0.05,4.0,0.998698,0.7,2.3,1028.57,736.97,1478.39,0.576309,0.940599,0.000216,0.999917,0.025346,44.83,72.8937,4.8586,2.6825,0.104328,0.00531,0.0,
0.02,5.0,1.000386,3.4,3.0,4.48,705.1,1810.91,0.599652,0.76856,0.230607,0.999924,0.067562,48.96,82.633,4.8668,2.6826,0.149466,0.026147,0.019508,
0.01,6.0,1.00089,1.1,2.8,654.55,523.39,2081.98,0.43954,0.598702,0.000184,0.999925,0.089188,45.97,92.377,4.8692,2.6827,0.203659,0.055674,0.047703,
0.05,7.0,0.997142,3.8,0.5,1.29,4320.0,1588.73,0.452522,0.63135,0.0,0.999911,0.085459,41.28,102.0994,4.851,2.6828,0.254288,0.082834,0.073546,
0.02,8.0,0.998545,2.2,3.2,217.1,488.75,1836.64,0.508807,0.578165,0.193895,0.999917,0.09148,48.97,111.8198,4.8578,2.6829,0.30656,0.111222,0.100612,
0.02,9.0,0.997979,1.1,2.7,654.55,556.19,1791.73,0.425928,0.562451,0.002412,0.999914,0.093213,46.3,121.5349,4.8551,2.683,0.358258,0.139279,0.127348,
0.01,10.0,0.998615,1.3,1.0,553.85,2160.0,1737.83,0.421348,0.553413,0.0,0.999917,0.094204,42.68,131.257,4.8582,2.6831,0.409134,0.166754,0.153497,
0.1,11.0,0.991254,2.3,3.6,178.11,413.33,1462.44,0.806088,0.545716,0.969563,0.999882,0.095044,51.05,140.9109,4.8224,2.6832,0.458977,0.193788,0.179235,
0.02,12.0,0.996248,1.1,2.1,654.55,843.66,1692.0,0.409311,0.522953,0.00037,0.999907,0.097517,45.12,150.6077,4.8467,2.6833,0.508816,0.220782,0.204914,1413.0
0.1,13.0,0.990105,2.9,1.9,20.25,1136.84,1395.72,0.492586,0.553254,0.178273,0.999876,0.094221,46.47,160.2496,4.8168,2.6834,0.556003,0.246088,0.228927,
0.1,14.0,0.989559,0.1,3.1,7200.0,424.7,1434.3,0.394114,0.485348,0.0,0.999872,0.101584,41.76,169.8844,4.8141,2.6835,0.605257,0.272954,0.254502,
0.1,15.0,0.988983,3.8,2.0,1.21,1080.0,1411.5,0.51993,0.516393,0.283497,0.999869,0.098227,46.76,179.5154,4.8113,2.6836,0.652065,0.298157,0.278416,
0.05,16.0,0.991655,2.4,3.6,140.99,431.05,1618.78,0.732115,0.440239,0.890105,0.999884,0.106492,50.9,189.1732,4.8243,2.6837,0.701286,0.325064,0.304024,
0.02,17.0,0.993429,3.0,2.2,13.81,981.82,1803.29,0.383891,0.441604,0.018177,0.999894,0.106342,46.78,198.8483,4.8329,2.6838,0.749481,0.351232,0.328886,
0.1,18.0,0.987301,0.8,2.7,900.0,547.09,1387.12,0.381616,0.441269,0.012842,0.999858,0.106379,45.79,208.46,4.8031,2.6839,0.796631,0.376851,0.353221,
0.01,19.0,0.993575,2.9,0.5,19.22,4320.0,2074.28,0.350588,0.376523,0.0,0.999894,0.113631,41.29,218.1464,4.8337,2.684,0.845735,0.403724,0.378784,
0.01,20.0,0.993177,0.8,0.3,900.0,7200.0,1666.77,0.305746,0.26442,0.0,0.999892,0.127652,40.51,227.8199,4.8317,2.6841,0.899118,0.433495,0.407243,
0.01,21.0,0.992162,2.4,3.7,137.63,409.93,2156.02,0.341585,0.308181,0.045837,0.999887,0.121855,49.6,237.4821,4.8268,2.6842,0.949175,0.461175,0.43362,
0.1,22.0,0.984977,0.9,2.2,800.0,773.59,1301.75,0.363572,0.400461,0.008549,0.999841,0.110907,45.34,247.0708,4.7918,2.6843,0.994308,0.48562,0.456788,
0.02,23.0,0.990142,3.5,0.9,2.91,2400.0,1833.94,0.341867,0.35473,0.0,0.999876,0.116171,42.63,256.7214,4.817,2.6844,1.040581,0.510811,0.480683,
0.05,24.0,0.98718,1.6,3.2,450.0,396.69,1601.87,0.480825,0.321209,0.380924,0.999857,0.120222,48.34,266.3321,4.8025,2.6845,1.087385,0.536491,0.505077,
0.1,25.0,0.983381,2.2,2.7,205.09,648.59,1375.85,0.678969,0.351354,0.846155,0.999829,0.11657,48.99,275.9051,4.7841,2.6846,1.132124,0.560856,0.528169,
0.1,26.0,0.982941,2.5,1.0,104.61,2160.0,1318.09,0.347463,0.368736,7e-06,0.999825,0.114531,43.36,285.4801,4.7819,2.6847,1.175502,0.584299,0.550344,
0.02,27.0,0.987904,2.6,2.7,77.17,741.04,1783.43,0.361985,0.28754,0.117492,0.999862,0.124523,48.4,295.0974,4.8061,2.6848,1.221499,0.609542,0.574298,
0.05,28.0,0.98515,3.4,1.4,3.83,1542.86,1575.0,0.32928,0.322545,0.000734,0.999843,0.120057,44.49,304.6956,4.7927,2.6849,1.265345,0.633347,0.596824,
0.05,29.0,0.984722,3.1,0.9,9.34,2400.0,1574.12,0.324201,0.310583,0.0,0.99984,0.121551,42.69,314.293,4.7906,2.685,1.309006,0.657071,0.619272,1413.0
0.02,30.0,0.986303,0.5,3.8,1440.0,264.45,1916.89,0.272114,0.180354,5e-06,0.999851,0.140918,45.47,323.8974,4.7983,2.6851,1.357914,0.684531,0.645448,
0.05,31.0,0.983636,2.6,1.0,74.28,2160.0,1507.27,0.317993,0.295065,1e-06,0.999831,0.123538,43.22,333.4806,4.7853,2.6851,1.400845,0.707837,0.667481,
