Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.1,1.0,0.996448,3.1,1.9,1.09,1136.84,1424.25,0.641907,0.939854,0.16496,0.999908,0.025704,43.41,43.6659,4.8476,2.6823,0.025704,0.001314,0.0,
0.01,2.0,1.003015,3.7,0.1,1.81,21600.0,2069.85,0.572578,0.93148,0.0,0.999932,0.029469,40.19,53.4483,4.8796,2.6824,0.055173,0.002662,0.0,
0.05,3.0,0.999028,0.9,1.7,800.0,1153.45,1358.01,0.576337,0.940774,0.00011,0.999918,0.025261,44.21,63.1725,4.8602,2.6825,0.080434,0.003986,0.0,1413.0
0.02,4.0,1.000924,3.4,2.5,4.5,864.0,1809.32,0.599342,0.939883,0.05851,0.999925,0.02569,47.6,72.9174,4.8694,2.6825,0.106125,0.005317,0.0,
0.05,5.0,0.998037,0.7,3.7,1028.57,299.29,1650.64,0.477913,0.691762,0.003064,0.999915,0.078152,46.63,82.6355,4.8554,2.6826,0.156342,0.030794,0.024158,1413.0
0.05,6.0,0.997539,3.8,1.2,1.3,1800.0,1593.37,0.463021,0.657549,4.8e-05,0.999912,0.082368,43.8,92.3563,4.8529,2.6827,0.206633,0.057689,0.049735,
0.05,7.0,0.996816,3.0,3.7,14.93,497.81,1617.68,0.818126,0.608576,0.936785,0.999909,0.088072,51.57,102.0615,4.8494,2.6828,0.258456,0.08576,0.076491,
0.05,8.0,0.996319,2.6,1.6,89.02,1350.0,1498.51,0.4527,0.627188,0.004608,0.999907,0.085941,45.44,111.7646,4.847,2.6829,0.307814,0.11216,0.101577,
0.01,9.0,0.999161,2.8,1.2,33.02,1800.0,2087.88,0.426407,0.566059,0.0,0.999919,0.092817,43.58,121.4998,4.8608,2.683,0.359318,0.140031,0.128121,
0.05,10.0,0.995056,1.6,3.6,450.0,320.08,1634.45,0.609958,0.536267,0.488677,0.999902,0.096072,48.86,131.1867,4.8409,2.6831,0.410931,0.168164,0.154944,
0.05,11.0,0.994473,3.2,3.3,7.79,600.5,1590.99,0.769711,0.542779,0.88155,0.999899,0.095364,50.57,140.8674,4.838,2.6832,0.460904,0.195243,0.180714,
0.02,12.0,0.996219,3.5,2.2,3.14,981.82,1816.57,0.416752,0.524208,0.017718,0.999907,0.097381,46.76,150.57,4.8465,2.6833,0.510636,0.222152,0.206308,
0.05,13.0,0.993769,1.8,0.4,382.24,5400.0,1222.29,0.388304,0.470813,0.0,0.999895,0.103159,41.25,160.2492,4.8346,2.6834,0.561757,0.250025,0.232875,
0.1,14.0,0.989494,3.6,2.1,2.27,1028.57,1408.57,0.573647,0.531466,0.402714,0.999872,0.096594,47.11,169.8854,4.8138,2.6835,0.608802,0.275304,0.256864,
0.02,15.0,0.994516,3.5,1.9,3.08,1136.84,1823.47,0.391226,0.474555,0.003562,0.999899,0.102753,45.89,179.5733,4.8382,2.6836,0.657482,0.301694,0.281943,
0.05,16.0,0.991725,0.5,1.4,1440.0,1469.26,1285.16,0.398768,0.496979,0.0,0.999885,0.100327,42.58,189.227,4.8247,2.6837,0.704154,0.326755,0.305706,
0.05,17.0,0.991104,3.2,2.7,7.48,800.0,1545.77,0.62799,0.455243,0.614791,0.999881,0.104852,48.78,198.876,4.8216,2.6838,0.751659,0.3525,0.330154,
0.02,18.0,0.992805,1.5,2.9,480.0,482.78,1817.37,0.367471,0.396881,0.02185,0.999891,0.11131,47.23,208.5423,4.8299,2.6839,0.800739,0.379364,0.355714,
0.05,19.0,0.989925,2.6,3.8,82.78,422.47,1630.27,0.727946,0.386239,0.933688,0.999875,0.112518,51.35,218.1824,4.8159,2.684,0.849243,0.405944,0.380999,
0.1,20.0,0.986263,0.3,1.0,2400.0,2160.0,1037.21,0.381443,0.453681,0.0,0.999851,0.105022,41.31,227.7826,4.7981,2.6841,0.894039,0.430009,0.403786,
0.02,21.0,0.991243,2.6,1.4,81.45,1542.86,1752.73,0.357069,0.392674,5.7e-05,0.999882,0.111786,44.47,237.4376,4.8223,2.6842,0.940569,0.455254,0.427732,
0.05,22.0,0.988332,0.5,3.4,1440.0,347.52,1628.59,0.328879,0.322225,3.9e-05,0.999865,0.120096,45.37,247.0594,4.8081,2.6843,0.989137,0.482059,0.453248,
