Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.02,1.0,1.00192,2.3,3.1,20.41,646.93,1844.03,0.673359,0.936246,0.247187,0.999929,0.027382,46.73,43.7159,4.8742,2.6823,0.027382,0.001336,0.0,
0.02,2.0,1.001687,2.0,1.6,301.58,1326.13,1583.71,0.575939,0.939585,0.000299,0.999928,0.025832,45.12,53.4649,4.8731,2.6824,0.053215,0.002671,0.0,
0.05,3.0,0.99899,0.9,3.4,800.0,362.33,1620.64,0.584039,0.938883,0.021256,0.999918,0.026165,47.03,63.1888,4.86,2.6825,0.079379,0.003994,0.0,
0.02,4.0,1.001046,0.5,1.3,1440.0,1632.85,1505.11,0.576139,0.940384,0.0,0.999926,0.025449,42.34,72.9317,4.87,2.6825,0.104829,0.005327,0.0,
0.05,5.0,0.998091,2.7,3.4,61.26,535.09,1598.52,0.861163,0.766873,0.886076,0.999915,0.067818,50.92,82.648,4.8556,2.6826,0.149936,0.026396,0.01975,
0.01,6.0,1.001062,3.6,0.6,2.41,3600.0,2108.9,0.446227,0.615603,0.0,0.999926,0.087272,41.6,92.4081,4.8701,2.6827,0.203117,0.055194,0.047213,
0.1,7.0,0.993624,2.4,4.0,147.36,354.14,1488.98,0.837328,0.609751,0.983621,0.999895,0.087939,51.96,102.0843,4.8339,2.6828,0.254948,0.083321,0.074035,1413.0
0.1,8.0,0.993058,2.8,1.7,33.45,1270.59,1390.58,0.475244,0.638247,0.049917,0.999892,0.084655,45.81,111.7571,4.8311,2.6829,0.303704,0.109389,0.098802,
0.01,9.0,0.999227,2.3,1.1,179.56,1963.64,1944.14,0.428954,0.572424,0.0,0.999919,0.092115,43.46,121.4895,4.8611,2.683,0.354991,0.137109,0.125194,
0.02,10.0,0.997806,1.1,0.1,654.55,21600.0,1419.55,0.253664,0.134203,0.0,0.999914,0.150386,40.18,131.2116,4.8542,2.6832,0.432386,0.182628,0.169387,
0.05,11.0,0.994297,3.6,1.9,2.32,1136.84,1575.54,0.440995,0.561326,0.041212,0.999898,0.093337,46.21,140.8972,4.8372,2.6833,0.480903,0.208651,0.194103,
0.02,12.0,0.995992,1.4,2.3,514.29,730.98,1727.14,0.405245,0.509904,0.003256,0.999906,0.098929,46.1,150.5931,4.8454,2.6834,0.530784,0.235683,0.219819,
0.1,13.0,0.989866,3.1,3.5,10.36,543.14,1449.37,0.796073,0.508747,0.9815,0.999874,0.099054,51.38,160.2306,4.8156,2.6835,0.579475,0.262085,0.244929,
0.1,14.0,0.989606,2.7,0.4,53.98,5400.0,1367.83,0.398716,0.496854,0.0,0.999873,0.10034,41.01,169.8772,4.8143,2.6836,0.627672,0.288156,0.269712,
