Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.1,1.0,0.996424,1.8,3.0,304.24,511.58,1430.85,0.90436,0.938454,0.822492,0.999908,0.026366,46.07,43.6605,4.8475,2.6823,0.026366,0.001315,0.0,
0.02,2.0,1.001879,0.2,0.7,3600.0,3085.71,1468.8,0.575557,0.938927,0.0,0.999929,0.026144,40.67,53.4148,4.8741,2.6824,0.05251,0.002653,0.0,
0.01,3.0,1.002383,3.9,3.3,0.97,612.46,2120.47,0.588897,0.93802,0.034256,0.99993,0.026568,49.04,63.1725,4.8765,2.6825,0.079079,0.003991,0.0,
0.1,4.0,0.995449,3.7,1.1,1.79,1963.64,1433.14,0.576697,0.941746,4.6e-05,0.999903,0.024786,43.49,72.8734,4.8428,2.6825,0.103864,0.005301,0.0,
0.05,5.0,0.998099,3.1,3.8,11.01,480.02,1623.78,0.891769,0.784048,0.945416,0.999915,0.065151,51.6,82.5908,4.8557,2.6826,0.147831,0.025076,0.018456,
0.02,6.0,0.999782,0.1,3.6,7200.0,317.89,1887.44,0.433355,0.583426,0.0,0.999921,0.090896,41.96,92.3247,4.8639,2.6827,0.202937,0.055309,0.047362,
0.02,7.0,0.999228,3.3,1.9,5.95,1136.84,1824.75,0.450146,0.621988,0.003417,0.999919,0.086541,45.91,102.0566,4.8612,2.6828,0.254157,0.082862,0.073591,
0.02,8.0,0.998591,0.7,2.7,1028.57,555.48,1793.76,0.431711,0.579262,5.7e-05,0.999917,0.091358,45.28,111.7787,4.8581,2.6829,0.306377,0.111203,0.100609,
0.1,9.0,0.992459,1.1,1.6,654.55,1244.17,1174.16,0.451269,0.627035,0.001194,0.999889,0.085959,44.39,121.439,4.8282,2.683,0.354497,0.136864,0.124971,
0.05,10.0,0.995197,2.2,1.7,215.69,1270.59,1376.65,0.441997,0.595374,0.009668,0.999902,0.089561,45.82,131.1278,4.8415,2.6831,0.403196,0.162958,0.149755,
