Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.02,1.0,1.00197,3.2,2.3,0.76,939.13,1824.4,0.585262,0.937682,0.025508,0.999929,0.026725,44.35,43.7174,4.8745,2.6823,0.026725,0.001336,0.0,
0.01,2.0,1.002757,1.9,2.1,345.1,886.84,1958.82,0.575486,0.938382,0.000368,0.999932,0.0264,45.99,53.4788,4.8783,2.6824,0.053125,0.002677,0.0,
0.01,3.0,1.002372,2.4,3.3,149.82,503.08,2124.52,0.584118,0.937889,0.022439,0.99993,0.026629,48.77,63.2361,4.8765,2.6825,0.079754,0.004015,0.0,
0.01,4.0,1.002053,3.0,2.2,15.28,981.82,2083.24,0.576082,0.939131,0.001109,0.999929,0.026048,46.4,72.9938,4.8749,2.6825,0.105802,0.005353,0.0,
0.05,5.0,0.998116,2.4,2.6,148.67,744.72,1516.17,0.692951,0.756299,0.476122,0.999915,0.069392,48.49,82.7111,4.8557,2.6826,0.151478,0.027269,0.020596,
0.02,6.0,0.999753,1.5,3.0,480.0,462.57,1825.21,0.455948,0.615255,0.024653,0.999921,0.087312,47.41,92.4455,4.8637,2.6827,0.204579,0.056088,0.048089,
0.02,7.0,0.999215,1.7,1.8,423.53,1063.87,1629.37,0.450749,0.626141,0.00077,0.999919,0.086062,45.4,102.1728,4.8611,2.6828,0.255514,0.08344,0.074117,
0.01,8.0,0.999692,3.6,2.1,2.38,1028.57,2096.94,0.432245,0.579962,0.000689,0.999921,0.091281,46.12,111.9094,4.8634,2.6829,0.307695,0.111711,0.101059,
0.02,9.0,0.998179,0.6,0.8,1200.0,2700.0,1463.5,0.435139,0.58789,0.0,0.999915,0.090399,41.45,121.6283,4.856,2.683,0.358058,0.138765,0.126791,
0.05,10.0,0.995614,1.7,0.3,423.53,7200.0,1194.3,0.390323,0.475855,0.0,0.999904,0.102612,40.88,131.326,4.8436,2.6832,0.412903,0.168966,0.155677,
0.02,11.0,0.996788,1.3,2.0,553.85,909.69,1671.74,0.418562,0.545811,0.00064,0.999909,0.095034,45.41,141.0291,4.8493,2.6833,0.462754,0.195865,0.18126,
0.1,12.0,0.990685,2.8,1.1,31.77,1963.64,1399.14,0.429094,0.572748,4.8e-05,0.999879,0.092079,43.56,150.6815,4.8196,2.6833,0.51003,0.221154,0.205256,
0.05,13.0,0.99335,1.9,2.8,337.45,550.0,1550.1,0.567898,0.512585,0.407212,0.999893,0.098639,48.4,160.3517,4.8326,2.6834,0.559131,0.247768,0.230565,
0.02,14.0,0.995373,3.7,0.1,1.67,21600.0,1811.74,0.324706,0.311814,0.0,0.999903,0.121396,40.17,170.0601,4.8424,2.6836,0.616861,0.280226,0.261709,
