Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.05,1.0,0.999654,2.3,3.0,20.41,681.23,1584.41,0.99629,0.990765,0.999999,0.999921,0.026835,46.82,43.6938,4.8632,2.6823,0.026835,0.001327,0.0,
0.02,2.0,1.001666,3.0,2.0,15.49,1080.0,1813.26,0.996229,0.990975,0.999634,0.999928,0.025975,46.23,53.4488,4.873,2.6824,0.05281,0.002662,0.0,
0.05,3.0,0.999084,2.7,1.3,62.67,1661.54,1532.63,0.991741,0.991149,0.988245,0.999919,0.025248,44.36,63.1803,4.8605,2.6825,0.078059,0.003985,0.0,
0.02,4.0,1.000968,2.6,2.3,90.42,939.13,1731.22,0.996375,0.991057,0.999917,0.999926,0.025632,47.26,72.9232,4.8696,2.6825,0.10369,0.005317,0.0,
0.05,5.0,0.998158,1.0,3.1,720.0,433.34,1592.05,0.990089,0.975337,0.999929,0.999915,0.063798,46.91,82.6411,4.8559,2.6826,0.147058,0.024448,0.017811,
0.05,6.0,0.997743,1.3,0.9,553.85,2400.0,1223.29,0.587673,0.960828,0.008397,0.999913,0.081488,42.55,92.3555,4.8539,2.6827,0.197204,0.051198,0.043243,
0.05,7.0,0.996983,2.5,2.7,115.92,724.67,1529.69,0.982731,0.956875,0.999998,0.99991,0.085201,48.72,102.0625,4.8502,2.6828,0.24787,0.078434,0.069163,
0.1,8.0,0.993133,0.7,1.7,1028.57,1147.93,1197.3,0.968469,0.958124,0.963102,0.999892,0.084064,43.73,111.7305,4.8315,2.6829,0.296556,0.104424,0.093852,
0.02,9.0,0.998035,2.0,3.5,296.92,380.38,1866.88,0.97793,0.944877,0.99999,0.999915,0.094759,49.15,121.4492,4.8554,2.683,0.349285,0.133227,0.121334,
0.05,10.0,0.995149,3.0,3.9,14.59,453.49,1631.71,0.978081,0.945253,1.0,0.999902,0.094492,51.91,131.1398,4.8413,2.6831,0.400445,0.161046,0.147844,
0.01,11.0,0.997952,3.5,3.6,3.17,527.15,2144.1,0.974308,0.935848,0.999965,0.999914,0.100733,49.62,140.8564,4.8549,2.6832,0.45323,0.189992,0.175468,
0.1,12.0,0.990815,1.4,1.1,514.29,1963.64,1052.09,0.918216,0.95009,0.845509,0.99988,0.090876,43.33,150.5001,4.8202,2.6833,0.500216,0.215045,0.199228,
0.01,13.0,0.996913,2.9,1.3,20.27,1661.54,2097.02,0.699435,0.936095,0.312539,0.99991,0.100581,43.86,160.2135,4.8499,2.6834,0.550488,0.242353,0.225216,
0.05,14.0,0.992881,4.0,2.8,0.67,771.43,1552.36,0.975349,0.938427,0.999999,0.999891,0.099112,49.05,169.8788,4.8303,2.6835,0.598925,0.268526,0.250086,1413.0
0.05,15.0,0.992445,1.4,1.1,514.29,1963.64,1209.58,0.788469,0.940037,0.531192,0.999889,0.098067,43.26,179.5384,4.8282,2.6836,0.645904,0.293728,0.273988,
0.05,16.0,0.991787,3.0,2.3,13.93,939.13,1550.86,0.973703,0.93432,0.999994,0.999885,0.101666,47.59,189.1965,4.825,2.6837,0.693363,0.31936,0.29832,
