Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.01,1.0,1.003163,2.1,1.3,84.41,1661.54,2052.8,0.704876,0.990806,0.271417,0.999933,0.026669,41.76,43.7329,4.8803,2.6823,0.026669,0.001343,0.0,
0.1,2.0,0.996109,2.7,1.6,63.4,1350.0,1365.83,0.996416,0.991186,0.9999,0.999906,0.025091,45.6,53.4328,4.846,2.6824,0.051759,0.002656,0.0,
0.05,3.0,0.999068,1.4,1.8,514.29,1067.36,1378.92,0.996194,0.991139,0.999386,0.999919,0.02529,45.25,63.1572,4.8604,2.6825,0.077049,0.00398,0.0,
0.01,4.0,1.002051,2.0,3.5,300.41,381.62,2148.68,0.996243,0.990811,0.999832,0.999929,0.026648,48.47,72.9145,4.8749,2.6825,0.103697,0.005317,0.0,
0.05,5.0,0.998163,3.4,2.9,4.48,742.95,1551.93,0.990734,0.976879,0.999999,0.999915,0.061347,49.36,82.6324,4.856,2.6826,0.145731,0.023493,0.016856,
0.02,6.0,0.99988,0.5,2.2,1440.0,789.71,1710.26,0.616039,0.956937,0.083199,0.999922,0.085145,43.78,92.3673,4.8643,2.6827,0.197883,0.051629,0.043666,
0.01,7.0,1.000567,1.2,0.1,600.0,21600.0,1663.67,0.530667,0.826704,0.0,0.999924,0.142132,40.2,102.1165,4.8677,2.6829,0.277985,0.098769,0.089466,
0.1,8.0,0.992782,0.9,3.6,800.0,317.25,1483.37,0.979111,0.947848,0.999983,0.99989,0.092591,47.49,111.7842,4.8298,2.683,0.329982,0.127095,0.116491,
0.05,9.0,0.995482,1.9,2.0,340.1,950.25,1418.01,0.980623,0.951654,0.999951,0.999904,0.089636,46.49,121.4756,4.8429,2.6831,0.379226,0.153533,0.141617,
0.05,10.0,0.994868,3.6,3.0,2.34,703.1,1563.93,0.978611,0.946578,0.999999,0.999901,0.093532,49.56,131.1604,4.8399,2.6832,0.429078,0.180468,0.167242,1413.0
0.05,11.0,0.994341,2.4,1.7,144.28,1270.59,1441.41,0.979014,0.947801,0.999783,0.999898,0.092626,45.75,140.8422,4.8374,2.6833,0.47734,0.206342,0.191809,
0.05,12.0,0.993769,4.0,2.0,0.68,1080.0,1574.53,0.977531,0.943908,0.999971,0.999895,0.095443,46.52,150.5202,4.8346,2.6834,0.525746,0.232391,0.216552,
0.05,13.0,0.993118,2.5,3.8,112.22,408.07,1630.56,0.973251,0.933181,1.0,0.999892,0.102347,51.35,160.1922,4.8314,2.6835,0.576011,0.259836,0.242693,
0.05,14.0,0.992676,3.5,1.2,3.09,1800.0,1586.57,0.958488,0.939243,0.957031,0.99989,0.098585,43.8,169.8649,4.8293,2.6836,0.623593,0.285439,0.266994,
0.02,15.0,0.994266,2.6,3.4,85.2,511.19,1850.49,0.969923,0.924863,0.999996,0.999898,0.107025,49.91,179.5459,4.837,2.6837,0.673644,0.312805,0.293051,
0.1,16.0,0.988209,3.6,2.9,2.24,736.17,1396.08,0.973105,0.93283,1.0,0.999864,0.102556,49.68,189.1649,4.8075,2.6838,0.720755,0.338291,0.317249,
0.01,17.0,0.99428,3.2,2.6,7.47,830.77,2072.9,0.966489,0.916649,0.999625,0.999898,0.111198,47.39,198.8452,4.8371,2.6839,0.770397,0.365475,0.343123,
0.02,18.0,0.992711,1.7,1.3,423.53,1610.87,1507.43,0.901785,0.925075,0.829443,0.99989,0.106911,44.1,208.508,4.8295,2.684,0.817415,0.390858,0.367201,
0.05,19.0,0.989809,1.6,2.2,450.0,778.9,1458.93,0.969167,0.92302,0.99996,0.999874,0.107996,46.48,218.1421,4.8153,2.6841,0.863889,0.416003,0.391053,1413.0
0.05,20.0,0.989216,2.4,3.5,138.17,451.44,1613.16,0.964127,0.910382,1.0,0.99987,0.114137,50.66,227.7756,4.8124,2.6841,0.91172,0.442195,0.415953,
0.05,21.0,0.989018,0.8,0.6,900.0,3600.0,1190.23,0.565488,0.913786,0.0,0.999869,0.112564,41.21,237.4055,4.8115,2.6842,0.958165,0.467385,0.439852,
0.1,22.0,0.984887,1.7,2.8,423.53,512.73,1395.15,0.964874,0.912265,0.999999,0.999841,0.113274,48.19,246.9936,4.7914,2.6843,1.003937,0.492301,0.463491,
0.02,23.0,0.990309,1.8,0.1,375.54,21600.0,1437.26,0.43498,0.587512,0.0,0.999877,0.1869,40.28,256.6426,4.8178,2.6845,1.074406,0.53398,0.503873,
0.05,24.0,0.986782,1.0,3.7,720.0,288.6,1653.83,0.951201,0.878107,0.999969,0.999854,0.126866,47.52,266.2494,4.8006,2.6846,1.122763,0.560771,0.529379,
0.05,25.0,0.986227,1.8,3.6,374.03,325.51,1634.33,0.952399,0.881073,0.999999,0.999851,0.125829,49.29,275.8518,4.7979,2.6847,1.169916,0.586808,0.554133,
