Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.02,1.0,1.001936,2.8,2.8,3.32,771.43,1810.87,0.99626,0.9907,0.999986,0.999929,0.027096,45.69,43.7147,4.8743,2.6823,0.027096,0.001336,0.0,
0.01,2.0,1.002919,2.6,0.6,90.91,3600.0,2019.71,0.596321,0.990836,0.0,0.999932,0.026546,41.78,53.4873,4.8791,2.6824,0.053642,0.00268,0.0,
0.05,3.0,0.99904,2.4,1.9,149.81,1136.84,1437.85,0.996419,0.991145,0.999942,0.999918,0.025263,46.47,63.2115,4.8602,2.6825,0.078905,0.004004,0.0,
0.05,4.0,0.998746,2.4,1.3,149.26,1661.54,1449.46,0.991601,0.991204,0.987841,0.999917,0.025015,44.44,72.9375,4.8588,2.6825,0.10392,0.005326,0.0,
0.1,5.0,0.994926,3.3,2.9,6.04,741.32,1393.95,0.990977,0.977492,1.0,0.999901,0.060329,49.67,82.6237,4.8402,2.6826,0.1453,0.02318,0.016545,
0.02,6.0,0.999871,2.4,2.2,148.1,960.93,1701.18,0.98305,0.957801,0.999863,0.999922,0.084361,46.94,92.3578,4.8643,2.6827,0.197039,0.051044,0.043082,
0.02,7.0,0.999235,1.4,2.8,514.29,524.05,1802.06,0.981104,0.952985,0.999815,0.999919,0.088551,46.84,102.0853,4.8612,2.6828,0.249482,0.079458,0.070172,
0.02,8.0,0.998718,1.5,1.5,480.0,1356.02,1562.24,0.963083,0.954394,0.953354,0.999917,0.087369,44.39,111.807,4.8587,2.6829,0.299884,0.1065,0.09589,
0.05,9.0,0.995876,2.6,1.2,88.64,1800.0,1505.52,0.9639,0.954652,0.955146,0.999905,0.087149,44.01,121.5079,4.8448,2.683,0.348832,0.132653,0.120732,
0.01,10.0,0.998547,1.1,3.4,654.55,358.47,2149.76,0.972572,0.936093,0.995378,0.999917,0.100582,46.78,131.2291,4.8578,2.6831,0.402941,0.162446,0.149201,
0.05,11.0,0.994956,1.1,0.5,654.55,4320.0,1202.87,0.577448,0.94367,0.0,0.999901,0.095609,41.18,140.9186,4.8404,2.6832,0.453345,0.189685,0.17513,
0.02,12.0,0.996392,2.6,1.1,87.14,1963.64,1756.72,0.679285,0.943791,0.254469,0.999908,0.095525,43.51,150.6257,4.8474,2.6833,0.502491,0.216141,0.20027,
0.05,13.0,0.99345,2.0,2.4,294.05,738.4,1490.16,0.97685,0.942187,0.999992,0.999894,0.09663,47.71,160.2963,4.833,2.6834,0.550939,0.242256,0.225081,
0.01,14.0,0.996248,0.4,2.6,1800.0,588.25,2056.2,0.571014,0.926997,0.000584,0.999907,0.105872,43.7,169.9954,4.8467,2.6835,0.60228,0.270394,0.251902,
0.1,15.0,0.989019,3.8,2.3,1.22,939.13,1404.51,0.975898,0.939812,0.999999,0.999869,0.098214,47.76,179.6276,4.8115,2.6836,0.649185,0.295632,0.27585,
0.1,16.0,0.988471,2.5,2.4,110.81,866.55,1327.93,0.974612,0.936598,0.999999,0.999866,0.100268,48.35,189.2491,4.8088,2.6837,0.695943,0.320866,0.299797,
0.05,17.0,0.991374,1.0,0.9,720.0,2400.0,1204.87,0.574181,0.933581,0.001929,0.999883,0.102109,42.22,198.9011,4.8229,2.6838,0.742587,0.345968,0.323601,
0.01,18.0,0.994079,0.2,1.8,3600.0,1049.0,1908.37,0.567659,0.919198,0.0,0.999897,0.109944,41.92,208.5774,4.8361,2.6839,0.791406,0.372581,0.348903,
0.1,19.0,0.986811,0.3,2.6,2400.0,583.89,1371.43,0.570239,0.924246,0.001424,0.999855,0.107352,43.36,218.1846,4.8007,2.684,0.83815,0.397963,0.373004,
0.1,20.0,0.986269,3.4,2.3,4.04,939.13,1398.14,0.970079,0.925275,0.999999,0.999851,0.106805,47.77,227.7897,4.7981,2.6841,0.883799,0.422669,0.396429,
0.1,21.0,0.986015,0.7,0.6,1028.57,3600.0,1029.56,0.568095,0.920312,0.0,0.999849,0.109385,41.11,237.3903,4.7969,2.6842,0.929619,0.447475,0.419957,
0.1,22.0,0.985207,3.7,4.0,1.58,435.56,1484.64,0.962676,0.906769,1.0,0.999843,0.115748,52.79,246.9832,4.7929,2.6843,0.976823,0.473399,0.444603,
0.05,23.0,0.987943,1.1,2.0,654.55,896.48,1423.17,0.964736,0.912613,0.999296,0.999862,0.113112,45.2,256.5997,4.8063,2.6844,1.022331,0.498111,0.468027,1413.0
0.02,24.0,0.989633,2.5,3.3,106.11,517.92,1845.32,0.957188,0.893038,0.999995,0.999873,0.121402,49.69,266.2369,4.8145,2.6845,1.069932,0.524295,0.492918,
0.02,25.0,0.989073,3.5,3.5,2.88,542.57,1857.46,0.955078,0.887761,0.999998,0.999869,0.123405,50.25,275.8693,4.8118,2.6846,1.117372,0.55042,0.51775,
0.02,26.0,0.988602,3.7,1.9,1.54,1136.84,1819.22,0.958085,0.895875,0.999404,0.999866,0.120289,45.87,285.4993,4.8095,2.6847,1.162998,0.575309,0.541348,
0.02,27.0,0.988096,1.0,1.7,720.0,1125.05,1612.92,0.92499,0.894178,0.918365,0.999863,0.120958,44.2,295.1179,4.807,2.6848,1.208114,0.599884,0.564634,
0.05,28.0,0.985338,3.7,1.1,1.52,1963.64,1582.25,0.88773,0.897987,0.821415,0.999844,0.119442,43.4,304.7205,4.7936,2.6848,1.252007,0.623705,0.587176,
