Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.01,1.0,1.003207,1.0,1.1,720.0,1963.64,1735.2,0.596623,0.990836,0.000755,0.999933,0.026547,40.86,43.7263,4.8805,2.6823,0.026547,0.001344,0.0,
0.02,2.0,1.00175,2.1,1.2,260.19,1800.0,1600.8,0.834911,0.991011,0.596302,0.999928,0.025824,43.95,53.4798,4.8734,2.6824,0.052371,0.00268,0.0,
0.1,3.0,0.995748,3.8,3.9,1.32,467.43,1472.45,0.996408,0.991067,1.0,0.999905,0.025591,52.45,63.1729,4.8442,2.6825,0.077962,0.003992,0.0,
0.02,4.0,1.001005,1.5,1.8,480.0,1066.74,1629.27,0.994308,0.99108,0.994727,0.999926,0.025536,45.13,72.9162,4.8698,2.6825,0.103498,0.005324,0.0,
0.02,5.0,1.000412,3.2,3.2,8.14,634.64,1829.82,0.990411,0.976069,0.999995,0.999924,0.062653,49.58,82.6554,4.8669,2.6826,0.14642,0.023863,0.017211,
0.1,6.0,0.994325,2.9,2.6,21.68,830.77,1382.33,0.984374,0.960985,1.0,0.999898,0.081333,48.78,92.3355,4.8373,2.6827,0.196429,0.05063,0.042672,
0.05,7.0,0.997019,2.6,2.0,89.48,1080.0,1490.26,0.983274,0.95826,0.99997,0.99991,0.083939,46.76,102.0436,4.8504,2.6828,0.246462,0.077435,0.068161,
0.1,8.0,0.993141,1.6,3.4,450.0,362.45,1458.4,0.981001,0.952557,0.999999,0.999892,0.088903,48.94,111.713,4.8315,2.6829,0.297593,0.105161,0.094585,
0.05,9.0,0.996087,3.5,0.4,3.21,5400.0,1581.8,0.580264,0.950706,0.0,0.999906,0.090392,40.95,121.4253,4.8459,2.683,0.348172,0.132457,0.120567,
0.05,10.0,0.995239,1.8,2.5,384.61,650.62,1507.75,0.979879,0.949756,0.999991,0.999902,0.091137,47.43,131.1141,4.8418,2.6831,0.397798,0.159184,0.145984,
0.01,11.0,0.998005,2.8,2.8,32.26,752.11,2068.69,0.975705,0.939516,0.99979,0.999914,0.098408,47.97,140.8302,4.8552,2.6832,0.44961,0.187433,0.172911,
