Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.1,1.0,0.996372,2.7,3.7,4.79,494.2,1485.43,0.996234,0.99063,1.0,0.999908,0.027375,48.77,43.6606,4.8473,2.6823,0.027375,0.001315,0.0,
0.02,2.0,1.001761,4.0,0.9,0.73,2400.0,1847.31,0.598035,0.990973,0.004151,0.999928,0.025982,42.66,53.4233,4.8735,2.6824,0.053357,0.002651,0.0,
0.1,3.0,0.995758,0.2,1.7,3600.0,1153.5,1194.53,0.596471,0.991226,0.0,0.999905,0.024921,41.86,63.1153,4.8443,2.6825,0.078278,0.003962,0.0,
0.1,4.0,0.995422,4.0,3.4,0.72,583.9,1439.59,0.996445,0.99116,1.0,0.999903,0.025199,51.34,72.8048,4.8426,2.6825,0.103477,0.005272,0.0,
0.1,5.0,0.994898,3.9,3.7,0.96,510.24,1459.88,0.990132,0.97538,1.0,0.999901,0.063731,51.88,82.4906,4.8401,2.6826,0.146584,0.024568,0.017987,
0.02,6.0,0.999888,1.2,1.8,600.0,1064.24,1630.7,0.976399,0.958151,0.982886,0.999922,0.08404,44.7,92.2252,4.8644,2.6827,0.198099,0.052268,0.04436,
0.02,7.0,0.99927,3.7,2.1,1.76,1028.57,1823.5,0.982058,0.955396,0.999789,0.999919,0.086508,46.48,101.9576,4.8614,2.6828,0.24945,0.079908,0.070675,
0.05,8.0,0.996354,3.1,3.1,10.77,662.11,1572.93,0.981389,0.953518,1.0,0.999907,0.088107,49.95,111.6571,4.8472,2.6829,0.300145,0.107241,0.096694,
0.01,9.0,0.999217,2.2,1.6,216.44,1350.0,1906.48,0.942016,0.94865,0.906432,0.999919,0.091986,44.91,121.385,4.8611,2.683,0.35147,0.134983,0.123109,1413.0
0.05,10.0,0.995244,1.0,1.6,720.0,1242.86,1336.09,0.973724,0.95216,0.982199,0.999902,0.089227,44.11,131.0731,4.8418,2.6831,0.400118,0.160998,0.147814,
0.05,11.0,0.994613,1.0,3.1,720.0,428.66,1593.94,0.976897,0.942363,0.99993,0.999899,0.09651,46.92,140.7555,4.8387,2.6832,0.450915,0.188637,0.174146,
0.02,12.0,0.996378,3.5,1.4,3.14,1542.86,1836.1,0.961148,0.942881,0.960034,0.999908,0.096155,44.33,150.4644,4.8473,2.6833,0.500375,0.215335,0.199527,1413.0
0.02,13.0,0.995926,3.8,0.6,1.23,3600.0,1836.44,0.575511,0.938824,0.0,0.999906,0.098857,41.61,160.1736,4.8451,2.6834,0.549893,0.242109,0.224986,
0.1,14.0,0.989689,3.6,1.0,2.28,2160.0,1427.96,0.877487,0.943972,0.74981,0.999873,0.095398,43.1,169.8191,4.8147,2.6835,0.596732,0.267211,0.248798,
0.1,15.0,0.989295,2.5,0.6,111.39,3600.0,1316.57,0.575848,0.939684,2e-06,0.999871,0.098298,41.85,179.4591,4.8128,2.6836,0.643804,0.292537,0.272837,1413.0
0.05,16.0,0.991789,1.9,2.9,335.51,515.64,1563.18,0.972165,0.930473,0.999997,0.999885,0.103926,48.48,189.1143,4.825,2.6837,0.692206,0.318845,0.297845,
0.05,17.0,0.991176,1.0,3.9,720.0,257.69,1669.53,0.964701,0.911838,0.999973,0.999882,0.113471,47.85,198.7637,4.822,2.6838,0.743349,0.347156,0.324859,
0.05,18.0,0.9907,2.7,1.4,51.43,1542.86,1533.66,0.970958,0.930723,0.996733,0.999879,0.103784,44.66,208.414,4.8197,2.6839,0.789698,0.372131,0.348538,
0.05,19.0,0.990283,3.3,0.7,5.49,3085.71,1582.2,0.570416,0.926042,5.9e-05,0.999877,0.106392,41.98,218.0673,4.8176,2.684,0.836171,0.397236,0.372349,
0.02,20.0,0.99188,3.3,1.7,5.45,1270.59,1822.97,0.966323,0.918312,0.997552,0.999886,0.110384,45.28,227.7289,4.8254,2.6841,0.883288,0.422816,0.396627,
0.05,21.0,0.989309,3.2,0.4,7.3,5400.0,1570.97,0.566036,0.915155,0.0,0.999871,0.111916,40.95,237.3744,4.8129,2.6842,0.930078,0.448233,0.420755,
0.01,22.0,0.992211,1.5,0.2,480.0,10800.0,1648.78,0.525796,0.814547,0.0,0.999887,0.145192,40.51,247.0397,4.827,2.6843,0.987968,0.481204,0.452418,
0.1,23.0,0.984586,2.9,1.1,18.6,1963.64,1405.41,0.950818,0.919273,0.957852,0.999839,0.109907,43.51,256.6339,4.7899,2.6844,1.032142,0.50499,0.474929,1413.0
0.05,24.0,0.987316,0.7,1.9,1028.57,964.52,1403.84,0.945084,0.90884,0.953941,0.999858,0.114831,44.15,266.2441,4.8032,2.6845,1.077285,0.529503,0.498156,
