Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.02,1.0,0.994922,3.3,1.8,0.47,1200.0,2287.1,0.999102,0.998609,0.999195,0.999901,0.026439,31.89,43.601,4.8402,2.7684,0.026439,0.00229,0.0,
0.01,2.0,0.995651,0.6,2.2,1200.0,687.77,2504.16,0.650579,0.998558,0.127938,0.999904,0.027777,30.29,53.292,4.8438,2.7685,0.054216,0.004587,0.0,
0.01,3.0,0.995069,3.7,4.0,0.09,377.03,2628.59,0.999264,0.998216,0.999993,0.999902,0.035661,36.74,62.9775,4.8409,2.7686,0.089877,0.006882,0.0,
0.1,4.0,0.986584,3.4,0.4,0.32,5400.0,1798.38,0.599459,0.99872,0.0,0.999853,0.023353,26.46,72.5945,4.7996,2.7687,0.113231,0.009105,0.0,
0.1,5.0,0.985691,2.8,3.4,2.77,521.73,1795.55,0.996128,0.990397,1.0,0.999847,0.098294,38.42,82.1919,4.7953,2.7689,0.174252,0.043076,0.031742,
0.01,6.0,0.993759,3.3,0.5,0.45,4320.0,2603.32,0.597711,0.994329,0.0,0.999895,0.078638,26.84,91.8793,4.8345,2.769,0.222216,0.06921,0.055593,
0.01,7.0,0.992858,1.1,2.7,654.55,475.55,2567.58,0.992906,0.988861,0.99346,0.999891,0.103848,32.26,101.5457,4.8302,2.7692,0.282003,0.103263,0.087369,
0.1,8.0,0.983763,2.8,1.9,2.68,1136.84,1752.12,0.997171,0.993014,0.999998,0.999832,0.086413,33.16,111.1251,4.7859,2.7693,0.331021,0.130354,0.112246,
0.05,9.0,0.987779,2.8,2.6,2.66,793.69,1967.73,0.995962,0.989976,0.999999,0.999861,0.099902,35.25,120.741,4.8055,2.7694,0.385367,0.161077,0.140727,1413.0
0.02,10.0,0.990405,0.7,0.4,1028.57,5400.0,1815.63,0.597682,0.994265,0.0,0.999877,0.079056,26.18,130.3847,4.8182,2.7696,0.428538,0.184207,0.161594,
0.01,11.0,0.990519,0.7,2.4,1028.57,581.31,2542.88,0.841316,0.987407,0.615944,0.999878,0.108448,30.84,140.0274,4.8188,2.7697,0.484344,0.215859,0.190983,
0.02,12.0,0.988685,1.9,2.9,119.29,593.22,2289.97,0.99389,0.984797,0.999994,0.999867,0.11552,34.99,149.6536,4.8099,2.7699,0.541736,0.248704,0.221577,
0.01,13.0,0.989496,3.1,0.5,0.83,4320.0,2600.8,0.596814,0.992099,0.0,0.999872,0.091006,26.83,159.2986,4.8138,2.77,0.587017,0.27345,0.244066,
0.02,14.0,0.987712,2.3,1.2,14.86,1800.0,2305.63,0.872089,0.991362,0.688931,0.999861,0.094336,29.84,168.9201,4.8051,2.7701,0.632795,0.29859,0.266962,
0.05,15.0,0.984247,1.4,2.7,450.86,505.03,1994.92,0.993589,0.984059,0.999996,0.999836,0.117304,34.14,178.5026,4.7883,2.7703,0.68707,0.329584,0.295734,
0.01,16.0,0.987683,2.1,1.0,33.85,2160.0,2571.88,0.597575,0.990528,0.00348,0.999861,0.097781,28.9,188.1243,4.805,2.7704,0.732272,0.354465,0.318369,
