Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.1,1.0,0.987892,3.8,0.3,0.05,7200.0,1791.46,0.599449,0.998692,0.0,0.999862,0.024137,26.01,43.544,4.806,2.7684,0.024137,0.002232,0.0,
0.1,2.0,0.987223,1.0,0.9,720.0,2386.62,1339.32,0.63096,0.998721,0.07875,0.999857,0.023322,28.55,53.1518,4.8028,2.7684,0.04746,0.004466,0.0,
0.01,3.0,0.995269,1.7,3.0,253.3,498.24,2570.06,0.99931,0.998476,0.999847,0.999903,0.029808,34.18,62.8412,4.8419,2.7686,0.077268,0.006761,0.0,
0.05,4.0,0.991335,3.6,0.4,0.15,5400.0,2020.87,0.599457,0.998701,0.0,0.999883,0.023892,26.46,72.5046,4.8228,2.7687,0.10116,0.009021,0.0,
0.01,5.0,0.994784,1.5,1.0,389.56,2160.0,2262.81,0.60033,0.998689,0.002185,0.9999,0.024226,28.97,82.1875,4.8395,2.7688,0.125386,0.011312,0.0,
0.02,6.0,0.992732,1.7,3.4,249.68,390.59,2328.03,0.995142,0.987914,0.999996,0.99989,0.106905,35.47,91.8534,4.8296,2.7689,0.191046,0.048217,0.03463,
0.02,7.0,0.992087,1.1,2.8,654.55,444.32,2304.4,0.995438,0.988999,0.999654,0.999887,0.103381,32.9,101.5125,4.8264,2.7691,0.25174,0.082911,0.067053,
0.05,8.0,0.988758,3.0,1.9,1.27,1136.84,1980.1,0.997135,0.992923,0.99998,0.999867,0.086898,32.72,111.1407,4.8102,2.7692,0.301978,0.110726,0.092623,
0.01,9.0,0.992154,2.6,0.9,5.55,2400.0,2601.83,0.597447,0.993363,0.000312,0.999887,0.084503,28.47,120.8083,4.8267,2.7694,0.34979,0.1369,0.116525,
0.02,10.0,0.99011,2.8,3.5,2.65,491.28,2319.61,0.992248,0.980684,0.999999,0.999876,0.124543,36.49,130.4489,4.8168,2.7695,0.415603,0.17523,0.152595,
0.02,11.0,0.989769,2.7,0.7,3.8,3085.71,2328.0,0.597247,0.993175,5e-06,0.999874,0.085545,27.78,140.0946,4.8151,2.7697,0.461187,0.200072,0.175183,
