Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.02,1.0,0.994783,1.6,3.1,322.48,441.62,2303.95,0.999355,0.998449,0.999988,0.9999,0.030462,34.67,43.5976,4.8395,2.7684,0.030462,0.002291,0.0,
0.1,2.0,0.987081,1.2,3.5,600.0,262.17,1854.85,0.999289,0.998296,1.0,0.999856,0.033967,35.36,53.2053,4.8021,2.7685,0.064429,0.004531,0.0,1413.0
0.01,3.0,0.995113,1.5,2.4,390.73,653.69,2522.61,0.998695,0.998566,0.998221,0.999902,0.02755,32.54,62.8915,4.8411,2.7686,0.091978,0.006824,0.0,
0.01,4.0,0.994885,0.8,1.0,900.0,2096.81,2192.85,0.59937,0.998425,5e-05,0.999901,0.031039,28.19,72.5745,4.84,2.7687,0.119392,0.012354,0.003239,
0.1,5.0,0.985472,1.4,3.6,464.17,264.94,1854.9,0.991525,0.978889,1.0,0.999845,0.127902,36.09,82.1697,4.7942,2.7689,0.19571,0.057516,0.046173,
0.01,6.0,0.993277,3.9,2.0,0.0,1080.0,2544.77,0.995653,0.992351,0.996834,0.999893,0.089794,32.08,91.8414,4.8322,2.7691,0.248875,0.087159,0.073536,
0.01,7.0,0.992424,1.2,3.3,600.0,309.08,2622.15,0.991186,0.979265,0.998755,0.999889,0.127223,33.33,101.5038,4.8281,2.7693,0.319415,0.128464,0.112565,
0.01,8.0,0.991589,2.5,3.6,7.81,462.02,2602.21,0.991386,0.978534,0.999987,0.999884,0.128533,35.86,111.1588,4.824,2.7694,0.387867,0.168474,0.150304,
0.01,9.0,0.990966,0.7,2.7,1028.57,468.32,2574.64,0.907205,0.984823,0.78325,0.999881,0.115457,31.28,120.8066,4.821,2.7696,0.447816,0.202856,0.18242,
0.1,10.0,0.981852,3.1,2.7,0.85,749.76,1752.95,0.995396,0.988582,1.0,0.999816,0.104776,36.13,130.366,4.7766,2.7697,0.501018,0.232957,0.210313,
0.05,11.0,0.98586,3.9,2.4,0.0,893.34,1950.08,0.995484,0.988786,0.999999,0.999848,0.104099,34.86,139.9634,4.7961,2.7699,0.552606,0.262022,0.237146,
0.01,12.0,0.989227,3.8,1.5,0.03,1440.0,2579.38,0.939616,0.99024,0.858864,0.99987,0.098902,30.61,149.598,4.8125,2.77,0.600853,0.288774,0.261642,
0.02,13.0,0.987458,2.3,2.4,14.8,877.12,2249.76,0.994733,0.986928,0.999975,0.999859,0.109847,33.87,159.2109,4.8039,2.7702,0.652623,0.317965,0.288588,
0.1,14.0,0.97946,1.8,2.2,171.87,869.78,1703.92,0.9954,0.988603,1.0,0.999794,0.104706,34.27,168.7453,4.765,2.7703,0.700993,0.34507,0.313501,
0.05,15.0,0.983626,1.8,1.3,170.86,1661.54,1856.56,0.994012,0.991112,0.994003,0.999831,0.095401,30.69,178.3219,4.7853,2.7704,0.744702,0.369062,0.335275,
0.05,16.0,0.983064,1.2,1.9,600.0,859.91,1885.39,0.995209,0.988303,0.999806,0.999826,0.10568,31.95,187.8909,4.7825,2.7705,0.791662,0.395265,0.359261,
0.01,17.0,0.986569,1.4,0.9,447.11,2400.0,2206.21,0.596397,0.990869,0.000197,0.999853,0.096413,28.57,197.4944,4.7996,2.7707,0.834271,0.418494,0.380248,1413.0
0.01,18.0,0.985428,1.1,3.8,654.55,59.02,2826.37,0.916591,0.792912,0.998642,0.999845,0.220275,33.1,207.0855,4.794,2.7709,0.922175,0.472199,0.431724,
0.01,19.0,0.985003,0.9,1.2,800.0,1636.9,2282.91,0.597658,0.988727,0.005496,0.999842,0.104295,28.96,216.6731,4.792,2.771,0.965442,0.495979,0.453271,
0.01,20.0,0.984092,1.3,3.5,539.68,251.03,2658.7,0.962803,0.907639,0.999451,0.999835,0.185365,33.72,226.2546,4.7875,2.7712,1.0365,0.538517,0.493584,
0.01,21.0,0.9833,0.7,3.3,1028.57,284.58,2651.86,0.92347,0.895834,0.912927,0.999828,0.190305,31.82,235.8282,4.7837,2.7714,1.107234,0.580911,0.533759,
0.01,22.0,0.982832,3.8,1.3,0.01,1661.54,2586.85,0.746427,0.984864,0.381291,0.999825,0.115354,29.89,245.4018,4.7814,2.7715,1.151239,0.60538,0.556007,
0.1,23.0,0.97366,2.1,2.4,29.79,853.84,1729.84,0.991848,0.979756,1.0,0.999729,0.126316,35.33,254.8799,4.7368,2.7716,1.197991,0.631915,0.58038,
0.01,24.0,0.981806,0.5,1.3,1440.0,1464.39,2316.4,0.593932,0.984885,3.7e-05,0.999816,0.115303,28.35,264.4359,4.7764,2.7718,1.240558,0.655568,0.601817,
0.02,25.0,0.979927,0.6,3.0,1200.0,361.28,2344.95,0.952578,0.931867,0.94968,0.999799,0.173121,31.62,273.9767,4.7673,2.7719,1.300739,0.691114,0.635163,
0.01,26.0,0.980379,3.3,3.0,0.36,624.88,2574.26,0.982191,0.955622,0.999955,0.999803,0.156311,34.8,283.5223,4.7695,2.7721,1.354489,0.722381,0.664223,
0.05,27.0,0.97613,1.0,0.9,720.0,2329.73,1569.13,0.601064,0.98784,0.01494,0.999759,0.107135,28.49,293.0232,4.7488,2.7722,1.392326,0.74302,0.682685,
0.02,28.0,0.978329,3.7,2.1,0.05,1028.57,2255.4,0.990065,0.975376,0.999895,0.999783,0.133737,32.89,302.5476,4.7595,2.7723,1.437693,0.768761,0.706231,
0.02,29.0,0.977789,1.7,2.2,216.36,824.83,2239.7,0.988984,0.972674,0.999898,0.999777,0.137696,33.1,312.0654,4.7569,2.7724,1.483567,0.79488,0.730158,
0.05,30.0,0.974246,2.2,3.7,18.26,414.56,2051.45,0.948999,0.872629,1.0,0.999737,0.198726,38.15,321.551,4.7396,2.7726,1.546291,0.832474,0.765584,
0.01,31.0,0.977249,1.1,3.8,654.55,52.66,2841.47,0.796526,0.492911,0.998518,0.999772,0.27105,33.05,331.0615,4.7542,2.7728,1.628038,0.88287,0.813802,
0.01,32.0,0.976628,0.7,2.8,1028.57,412.81,2607.62,0.896812,0.923097,0.819051,0.999765,0.177956,31.31,340.5697,4.7512,2.773,1.682253,0.914738,0.843486,
0.01,33.0,0.976135,0.4,1.9,1800.0,830.01,2475.95,0.587061,0.967656,0.000116,0.999759,0.144131,28.99,350.0712,4.7488,2.7731,1.726455,0.939898,0.866462,1413.0
0.02,34.0,0.97431,3.8,3.3,0.0,525.82,2323.99,0.961977,0.905075,0.999999,0.999737,0.186484,36.58,359.5569,4.7399,2.7732,1.781286,0.972324,0.896716,
0.01,35.0,0.975208,3.2,0.5,0.47,4320.0,2592.56,0.591606,0.979142,0.0,0.999748,0.127447,26.79,369.0618,4.7443,2.7733,1.819846,0.993759,0.915976,
0.01,36.0,0.974273,0.4,3.2,1800.0,288.52,2661.98,0.490832,0.723161,0.00405,0.999737,0.234437,30.33,378.5471,4.7398,2.7735,1.885543,1.033547,0.953599,
0.01,37.0,0.97411,1.0,0.5,720.0,4320.0,2035.0,0.592719,0.981929,0.0,0.999735,0.122029,26.79,388.0297,4.739,2.7736,1.921638,1.053353,0.971231,
0.02,38.0,0.972228,2.5,1.9,6.03,1136.84,2256.17,0.986306,0.966242,0.999668,0.99971,0.145771,32.31,397.4951,4.7298,2.7737,1.96328,1.077006,0.992723,
0.05,39.0,0.96926,2.1,0.4,24.84,5400.0,1984.08,0.592182,0.980622,0.0,0.999667,0.124666,26.44,406.9417,4.7154,2.7738,1.999172,1.096858,1.010441,
