Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.05,1.0,0.99214,4.0,2.2,0.0,981.82,1963.1,0.999415,0.998598,0.999996,0.999887,0.026721,34.15,43.5716,4.8267,2.7684,0.026721,0.00227,0.0,
0.05,2.0,0.991648,0.7,3.5,1028.57,250.09,2090.65,0.999132,0.998135,0.999753,0.999884,0.03731,33.12,53.2243,4.8243,2.7685,0.064032,0.004539,0.0,
0.05,3.0,0.991217,3.6,3.0,0.15,645.89,1989.07,0.99939,0.998535,1.0,0.999882,0.028359,36.21,62.8733,4.8222,2.7686,0.092391,0.006805,0.0,
0.01,4.0,0.9947,3.8,1.9,0.04,1136.84,2552.04,0.996688,0.997766,0.994005,0.9999,0.044014,31.8,72.5587,4.8391,2.7687,0.126932,0.0175,0.008405,
0.01,5.0,0.993985,2.2,2.6,23.76,780.22,2534.8,0.996496,0.991473,0.999818,0.999896,0.093852,33.85,82.2356,4.8356,2.7689,0.184535,0.049977,0.038599,
0.01,6.0,0.993532,2.3,1.0,15.91,2160.0,2591.15,0.59896,0.99402,0.003434,0.999894,0.080618,28.86,91.9154,4.8334,2.769,0.233275,0.076581,0.062922,
0.05,7.0,0.989039,2.8,1.3,2.71,1661.54,2014.0,0.995391,0.993935,0.994608,0.999869,0.081142,30.51,101.55,4.8116,2.7692,0.280944,0.102617,0.086711,
0.02,8.0,0.991099,2.4,2.6,11.05,787.41,2263.45,0.996011,0.990098,0.999989,0.999881,0.099444,34.52,111.1983,4.8216,2.7693,0.33658,0.134049,0.115878,
0.05,9.0,0.987731,3.2,2.5,0.61,843.66,1958.93,0.996141,0.990423,0.999999,0.999861,0.098193,34.83,120.814,4.8052,2.7695,0.389958,0.164082,0.143669,
0.01,10.0,0.990815,2.8,3.3,2.63,544.89,2582.25,0.992666,0.981748,0.999978,0.99988,0.122406,35.36,130.461,4.8202,2.7696,0.453252,0.200767,0.178088,
0.05,11.0,0.986162,0.6,3.3,1200.0,294.28,2070.79,0.983989,0.961792,0.998255,0.99985,0.150528,32.22,140.0631,4.7976,2.7698,0.527061,0.244631,0.219719,
0.02,12.0,0.988747,4.0,0.2,0.0,10800.0,2294.14,0.596788,0.992035,0.0,0.999867,0.091307,25.62,149.7038,4.8102,2.7699,0.572675,0.269563,0.242401,
0.1,13.0,0.980381,3.9,2.1,0.0,1028.57,1738.23,0.995976,0.990039,0.999999,0.999803,0.099663,34.37,159.2489,4.7695,2.7701,0.620782,0.296374,0.267016,
0.01,14.0,0.988524,0.7,1.0,1028.57,2075.25,2197.32,0.596734,0.991886,1.7e-05,0.999866,0.092001,28.05,168.8703,4.8091,2.7702,0.664795,0.320393,0.288782,
0.1,15.0,0.979481,2.5,0.6,7.39,3600.0,1792.24,0.596984,0.992557,6e-06,0.999794,0.08878,27.43,178.4162,4.7651,2.7703,0.706566,0.343053,0.309259,
0.01,16.0,0.987494,1.8,1.0,170.75,2160.0,2448.02,0.597577,0.990957,0.003056,0.999859,0.096051,29.0,188.0329,4.8041,2.7704,0.750641,0.367202,0.331162,
0.1,17.0,0.978283,1.2,2.0,600.0,791.35,1679.05,0.995342,0.988476,0.999988,0.999782,0.10512,32.62,197.5553,4.7593,2.7706,0.797339,0.393287,0.355063,
0.05,18.0,0.982634,1.0,0.7,720.0,3085.71,1519.57,0.596932,0.992405,1.3e-05,0.999823,0.089532,27.68,207.1197,4.7804,2.7707,0.837225,0.414812,0.374377,
