Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.02,1.0,0.99498,1.0,1.4,720.0,1365.53,2062.47,0.850292,0.998646,0.627134,0.999901,0.02543,29.91,43.5972,4.8405,2.7684,0.02543,0.002291,0.0,
0.01,2.0,0.995603,2.0,2.6,83.59,738.32,2533.12,0.99931,0.998536,0.999786,0.999904,0.028333,33.73,53.2884,4.8435,2.7685,0.053763,0.004587,0.0,
0.1,3.0,0.986798,1.0,2.8,720.0,446.63,1784.2,0.999382,0.998532,0.999996,0.999855,0.028435,33.65,62.8946,4.8007,2.7686,0.082198,0.006823,0.0,
0.02,4.0,0.993957,0.1,1.0,7200.0,2100.63,1906.48,0.59946,0.998701,0.0,0.999896,0.023883,26.12,72.5679,4.8355,2.7687,0.10608,0.009106,0.0,
0.01,5.0,0.994433,3.3,2.4,0.45,900.0,2516.84,0.99868,0.99715,0.999601,0.999899,0.053057,33.22,82.2481,4.8378,2.7688,0.145272,0.023501,0.012107,
0.02,6.0,0.992771,1.2,1.9,600.0,875.38,2180.86,0.995604,0.993395,0.995669,0.99989,0.084322,31.46,91.9116,4.8297,2.7689,0.197245,0.052268,0.038601,
0.1,7.0,0.984735,3.1,2.2,0.89,981.82,1736.58,0.997179,0.993029,1.0,0.99984,0.086334,34.34,101.499,4.7906,2.7691,0.24865,0.080873,0.064986,
0.01,8.0,0.992647,3.4,1.9,0.31,1136.84,2552.09,0.994436,0.992158,0.993986,0.99989,0.090724,31.8,111.1652,4.8291,2.7692,0.300982,0.110043,0.091882,
0.02,9.0,0.990912,2.1,2.2,38.05,981.82,2224.5,0.996515,0.991417,0.999929,0.99988,0.094098,33.18,120.8117,4.8207,2.7694,0.35355,0.139421,0.118996,
0.1,10.0,0.982907,3.8,2.0,0.03,1080.0,1748.35,0.996872,0.992268,0.999999,0.999825,0.090201,33.52,130.382,4.7818,2.7695,0.402708,0.166719,0.144085,
0.02,11.0,0.99015,1.5,0.4,382.09,5400.0,1967.27,0.597614,0.994098,0.0,0.999876,0.080128,26.68,140.0258,4.817,2.7696,0.446096,0.190061,0.165169,
0.05,12.0,0.98659,1.1,1.0,654.55,2080.73,1619.85,0.667476,0.993876,0.174888,0.999853,0.081503,29.0,149.6288,4.7997,2.7697,0.489199,0.2133,0.186175,
0.05,13.0,0.985953,1.8,2.2,175.45,870.35,1929.43,0.995951,0.989958,0.999995,0.999849,0.099966,33.73,159.2264,4.7966,2.7699,0.539659,0.241583,0.212227,
