Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.01,1.0,0.995998,1.2,2.1,600.0,749.1,2482.7,0.989588,0.998571,0.975445,0.999906,0.027421,31.51,43.6071,4.8454,2.7684,0.027421,0.002299,0.0,
0.01,2.0,0.995793,1.0,0.9,720.0,2386.71,2144.21,0.599463,0.998679,2.7e-05,0.999905,0.024524,28.17,53.2985,4.8444,2.7685,0.051945,0.004599,0.0,
0.1,3.0,0.98704,0.6,0.6,1200.0,3600.0,1320.78,0.599468,0.998742,0.0,0.999856,0.022701,26.79,62.9068,4.8019,2.7686,0.074646,0.006829,0.0,
0.1,4.0,0.986504,0.8,1.7,900.0,1037.25,1612.18,0.998842,0.998672,0.998507,0.999853,0.024726,30.77,72.5079,4.7993,2.7686,0.099372,0.009059,0.0,
0.01,5.0,0.994674,1.2,2.2,600.0,689.44,2503.29,0.992718,0.998591,0.983253,0.9999,0.026917,31.73,82.1895,4.839,2.7688,0.126289,0.011349,0.0,
0.02,6.0,0.992814,0.5,2.9,1440.0,410.45,2318.73,0.82597,0.988532,0.576447,0.999891,0.104938,30.97,91.8563,4.83,2.7689,0.190545,0.047793,0.03417,
0.1,7.0,0.984828,3.3,1.1,0.44,1963.64,1798.08,0.992868,0.994641,0.98761,0.99984,0.076532,29.85,101.4516,4.7911,2.7691,0.236987,0.073051,0.057213,
0.05,8.0,0.988873,3.4,2.4,0.31,898.35,1948.92,0.996682,0.991773,0.999999,0.999868,0.092514,34.45,111.0777,4.8108,2.7692,0.290534,0.10312,0.085034,
0.1,9.0,0.983678,3.0,0.9,1.26,2400.0,1800.07,0.796363,0.994305,0.496688,0.999831,0.078801,28.89,120.6627,4.7855,2.7693,0.335672,0.127657,0.107363,
0.05,10.0,0.987699,3.4,2.6,0.31,796.21,1968.2,0.995967,0.989989,0.999999,0.999861,0.099853,35.23,130.278,4.8051,2.7695,0.390051,0.158413,0.135877,
0.05,11.0,0.987154,2.2,1.7,22.54,1270.59,1972.24,0.996865,0.992322,0.999913,0.999857,0.089936,32.13,139.8908,4.8024,2.7696,0.438288,0.185085,0.160313,
0.01,12.0,0.990389,3.3,2.3,0.42,939.13,2522.21,0.995359,0.98908,0.999378,0.999877,0.103105,32.87,149.5327,4.8182,2.7698,0.491506,0.215073,0.188039,
0.1,13.0,0.981744,0.9,0.4,800.0,5400.0,1288.44,0.597731,0.994421,0.0,0.999815,0.078034,26.38,159.0919,4.7761,2.7699,0.532112,0.236713,0.207484,
0.01,14.0,0.989256,1.1,2.6,654.55,503.36,2563.97,0.990477,0.984574,0.991684,0.999871,0.116068,32.17,168.7228,4.8126,2.77,0.588656,0.269051,0.237567,
0.05,15.0,0.984804,3.9,2.1,0.0,1028.57,1964.61,0.995725,0.989398,0.999994,0.99984,0.101999,33.81,178.3109,4.791,2.7702,0.63771,0.296488,0.26278,
0.01,16.0,0.988141,3.8,1.8,0.03,1200.0,2559.78,0.990604,0.988683,0.987895,0.999864,0.104444,31.51,187.9331,4.8072,2.7703,0.686774,0.323924,0.287968,
0.01,17.0,0.987432,2.9,2.8,1.7,704.48,2556.78,0.992539,0.981503,0.999915,0.999859,0.122908,34.2,197.5469,4.8038,2.7704,0.742244,0.355708,0.317507,
0.01,18.0,0.987511,1.2,0.2,600.0,10800.0,2039.19,0.595737,0.989413,0.0,0.999859,0.101943,25.73,207.1644,4.8042,2.7706,0.788339,0.381006,0.340553,1413.0
0.05,19.0,0.982256,2.1,3.6,33.04,440.58,2038.94,0.983892,0.959819,1.0,0.99982,0.152468,38.0,216.7279,4.7786,2.7707,0.852705,0.418939,0.376275,
0.01,20.0,0.985548,0.8,2.6,900.0,494.24,2574.41,0.954336,0.975928,0.909989,0.999846,0.132876,31.49,226.3227,4.7946,2.7709,0.90808,0.450869,0.405972,
0.02,21.0,0.983775,1.9,2.8,112.3,624.72,2290.12,0.990636,0.976683,0.999992,0.999832,0.131667,34.81,235.9001,4.786,2.771,0.961765,0.481733,0.434613,1413.0
0.02,22.0,0.98342,2.8,0.7,2.37,3085.71,2326.19,0.595645,0.989191,5e-06,0.999829,0.102721,27.76,245.4839,4.7842,2.7712,1.004019,0.50496,0.455623,
0.1,23.0,0.975292,0.7,1.9,1028.57,849.77,1663.32,0.99373,0.985833,0.998619,0.999749,0.112869,30.95,254.9775,4.7447,2.7713,1.049055,0.530217,0.478713,
0.1,24.0,0.974807,2.3,1.0,13.77,2160.0,1776.2,0.965286,0.989179,0.924164,0.999744,0.102763,29.39,264.4744,4.7423,2.7714,1.089829,0.552698,0.499035,
0.05,25.0,0.978805,0.9,3.1,800.0,341.45,2049.55,0.978158,0.945542,0.999959,0.999788,0.164284,33.26,274.0042,4.7618,2.7716,1.15081,0.588768,0.532916,
0.01,26.0,0.982081,3.6,2.7,0.11,737.79,2556.94,0.988177,0.97065,0.999883,0.999818,0.140419,33.92,283.5651,4.7777,2.7717,1.202655,0.618652,0.560585,
0.02,27.0,0.9805,2.8,1.6,2.27,1350.0,2290.06,0.991823,0.983425,0.996229,0.999804,0.118772,31.23,293.1131,4.77,2.7718,1.246554,0.643229,0.582959,1413.0
0.05,28.0,0.977457,2.4,0.4,9.48,5400.0,2003.65,0.595176,0.988053,0.0,0.999774,0.106472,26.44,302.6408,4.7552,2.7719,1.285836,0.664781,0.602335,
0.02,29.0,0.979379,3.3,2.9,0.36,658.81,2297.36,0.985122,0.962912,0.999996,0.999793,0.149382,35.12,312.1763,4.7646,2.7721,1.338062,0.695078,0.630434,
0.1,30.0,0.971872,1.8,0.3,156.46,7200.0,1629.43,0.595429,0.988719,0.0,0.999705,0.104323,26.14,321.6464,4.7281,2.7722,1.375457,0.715463,0.648685,1413.0
0.05,31.0,0.975442,2.3,3.6,13.06,443.78,2044.09,0.963779,0.909573,1.0,0.999751,0.184502,37.79,331.1446,4.7454,2.7724,1.436639,0.751959,0.683007,
0.1,32.0,0.970184,0.2,2.8,3600.0,413.12,1798.21,0.577317,0.943453,0.0,0.999681,0.16576,28.73,340.59,4.7199,2.7725,1.490954,0.783942,0.712855,
0.02,33.0,0.97723,3.3,0.9,0.35,2400.0,2322.46,0.595292,0.983009,0.005335,0.999771,0.119707,28.6,350.1113,4.7541,2.7726,1.531059,0.80628,0.733009,
0.01,34.0,0.977669,0.7,2.7,1028.57,446.11,2598.38,0.888635,0.941063,0.780636,0.999776,0.167387,31.26,359.6299,4.7563,2.7728,1.58436,0.837495,0.762037,
0.1,35.0,0.968341,1.0,3.4,720.0,250.98,1871.69,0.920745,0.802038,0.999999,0.999652,0.218182,34.44,369.0579,4.7109,2.7729,1.650799,0.877765,0.800181,
0.1,36.0,0.967745,0.7,1.9,1028.57,832.4,1667.28,0.989514,0.975172,0.998792,0.999642,0.134051,30.89,378.4774,4.708,2.7731,1.692764,0.901619,0.821908,
0.01,37.0,0.976179,3.1,0.4,0.68,5400.0,2585.04,0.592262,0.980774,0.0,0.99976,0.124367,26.38,387.9928,4.749,2.7732,1.731734,0.923332,0.841444,
0.02,38.0,0.974189,2.3,3.1,12.33,575.96,2314.86,0.970749,0.927008,0.999998,0.999736,0.175866,35.66,397.4771,4.7393,2.7733,1.784033,0.954079,0.870022,
0.05,39.0,0.970875,0.8,2.3,900.0,597.03,1970.03,0.983477,0.959503,0.999345,0.999691,0.152771,31.86,406.9279,4.7232,2.7734,1.829384,0.980248,0.894042,
0.01,40.0,0.974296,2.3,2.2,12.14,971.82,2521.34,0.983557,0.959984,0.999039,0.999737,0.15231,32.64,416.4122,4.7399,2.7736,1.874087,1.005955,0.917577,
0.01,41.0,0.973805,3.6,1.9,0.08,1136.84,2544.98,0.983896,0.965466,0.994409,0.999731,0.146642,31.8,425.8935,4.7375,2.7737,1.916793,1.030323,0.939776,1413.0
0.01,42.0,0.973475,1.1,0.9,654.55,2301.84,2161.73,0.591977,0.979977,0.000103,0.999727,0.125902,28.34,435.3683,4.7359,2.7738,1.953766,1.050835,0.95812,
0.01,43.0,0.972906,1.6,1.6,271.71,1258.5,2411.84,0.959679,0.969812,0.929526,0.999719,0.141494,30.92,444.838,4.7331,2.7739,1.994266,1.073768,0.978889,
0.02,44.0,0.971167,3.9,2.9,0.0,646.94,2306.29,0.969465,0.923819,0.999996,0.999695,0.177578,35.58,454.293,4.7246,2.774,2.043167,1.102476,1.005443,
0.02,45.0,0.970628,3.7,2.7,0.03,721.22,2294.44,0.973702,0.934419,0.999993,0.999688,0.171606,34.6,463.7421,4.722,2.7742,2.089948,1.129801,1.030618,
0.05,46.0,0.967343,3.2,1.9,0.44,1136.84,1957.06,0.985971,0.965125,0.999984,0.999635,0.147018,32.82,473.1598,4.706,2.7743,2.130203,1.152786,1.051472,
0.02,47.0,0.969611,0.8,2.6,900.0,468.61,2316.64,0.963517,0.914735,0.99422,0.999672,0.182116,31.76,482.5991,4.7171,2.7744,2.178376,1.181133,1.077677,
0.02,48.0,0.969401,0.7,0.7,1028.57,3085.71,1760.61,0.592028,0.980234,0.0,0.999669,0.125413,27.23,492.0336,4.7161,2.7745,2.212712,1.200107,1.094508,
0.02,49.0,0.969552,1.0,0.1,720.0,21600.0,1683.65,0.569286,0.923379,0.0,0.999671,0.177809,25.3,501.4767,4.7168,2.7746,2.259313,1.226851,1.119115,
0.01,50.0,0.969445,2.9,0.9,1.28,2400.0,2596.34,0.588445,0.970935,0.000343,0.99967,0.140048,28.42,510.9217,4.7163,2.7748,2.296366,1.247659,1.137781,
0.01,51.0,0.968896,2.5,1.8,5.69,1200.0,2541.82,0.977909,0.955662,0.98928,0.999661,0.156275,31.51,520.3544,4.7136,2.7749,2.336719,1.270783,1.158763,
0.1,52.0,0.959716,0.4,2.1,1800.0,684.58,1711.62,0.783381,0.949205,0.509509,0.999477,0.161562,29.86,529.6959,4.6689,2.775,2.377696,1.294508,1.180405,1413.0
0.05,53.0,0.964001,1.8,1.6,131.77,1350.0,1847.68,0.985799,0.964878,0.999834,0.999573,0.14729,31.81,539.079,4.6898,2.7751,2.415134,1.315848,1.199631,
0.02,54.0,0.966406,1.1,1.6,654.55,1064.01,2138.52,0.971661,0.960738,0.968605,0.999618,0.151576,30.66,548.4852,4.7015,2.7752,2.453237,1.337599,1.219255,
0.02,55.0,0.966246,0.8,0.6,900.0,3600.0,1744.63,0.590999,0.97769,0.0,0.999616,0.129995,27.01,557.8899,4.7007,2.7753,2.486334,1.355942,1.235473,
