Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.01,1.0,0.995987,1.9,2.1,130.93,979.03,2474.42,0.998565,0.998577,0.997884,0.999906,0.027287,32.45,43.6076,4.8454,2.7684,0.027287,0.002299,0.0,
0.05,2.0,0.991795,2.3,1.9,16.59,1136.84,1967.61,0.99942,0.998629,0.999979,0.999885,0.025905,32.85,53.2638,4.825,2.7685,0.053192,0.004566,0.0,1413.0
0.02,3.0,0.994294,0.7,1.2,1028.57,1668.66,1998.55,0.602242,0.998677,0.00698,0.999898,0.024571,28.72,62.9409,4.8371,2.7686,0.077763,0.006852,0.0,
0.02,4.0,0.993754,1.6,3.1,319.61,441.12,2306.68,0.999365,0.998476,0.999988,0.999895,0.029826,34.67,72.6146,4.8345,2.7687,0.107589,0.009136,0.0,
0.01,5.0,0.994197,3.0,3.5,1.3,495.22,2593.11,0.997573,0.993998,0.999985,0.999897,0.080751,35.79,82.2934,4.8367,2.7688,0.161659,0.034391,0.022968,
0.1,6.0,0.985092,0.9,2.9,800.0,412.95,1797.18,0.995578,0.98903,0.999993,0.999842,0.103274,33.49,91.8841,4.7924,2.769,0.223101,0.069662,0.056016,
0.1,7.0,0.984397,1.7,3.0,246.85,498.11,1782.31,0.995584,0.989042,1.0,0.999837,0.103234,36.27,101.4687,4.789,2.7692,0.282344,0.103599,0.087733,
0.01,8.0,0.992272,0.2,2.2,3600.0,679.06,2510.15,0.596073,0.990238,0.0,0.999888,0.098907,28.12,111.128,4.8273,2.7693,0.337674,0.13482,0.116681,
0.01,9.0,0.991747,3.3,1.0,0.43,2160.0,2604.87,0.598565,0.992976,0.003495,0.999885,0.086617,28.84,120.7912,4.8248,2.7694,0.385536,0.16103,0.140621,
0.1,10.0,0.982464,3.1,3.6,0.86,465.62,1813.34,0.991819,0.979638,1.0,0.999821,0.126537,38.56,130.3572,4.7796,2.7696,0.450792,0.199156,0.176535,
0.05,11.0,0.986561,1.6,1.0,309.51,2160.0,1746.52,0.78142,0.993632,0.459992,0.999853,0.08296,29.38,139.9622,4.7995,2.7697,0.494245,0.222696,0.197841,
0.01,12.0,0.989875,0.5,1.7,1440.0,1024.01,2417.73,0.596606,0.990485,0.001093,0.999874,0.09795,29.05,149.5975,4.8157,2.7699,0.543588,0.250121,0.223007,
0.01,13.0,0.989292,1.3,1.7,553.84,1025.92,2417.97,0.949348,0.990271,0.883163,0.999871,0.098784,30.78,159.2273,4.8128,2.77,0.592193,0.277085,0.247715,
0.01,14.0,0.988773,1.8,1.3,173.14,1661.54,2436.27,0.728329,0.991165,0.329724,0.999868,0.095181,30.03,168.8544,4.8103,2.7701,0.638225,0.302379,0.270756,
0.02,15.0,0.987164,1.8,1.0,172.2,2160.0,2170.4,0.615286,0.992019,0.046267,0.999857,0.091382,29.16,178.4678,4.8025,2.7703,0.681746,0.326073,0.292208,
0.1,16.0,0.97908,2.8,1.7,2.49,1270.59,1759.14,0.996086,0.990329,0.999992,0.99979,0.098559,32.4,188.0025,4.7631,2.7704,0.727241,0.351285,0.315233,
0.02,17.0,0.986003,0.8,2.0,900.0,789.04,2209.88,0.975923,0.986821,0.953061,0.999849,0.110153,30.89,197.6004,4.7968,2.7705,0.776535,0.37903,0.340743,
0.1,18.0,0.977945,2.1,3.1,33.04,578.9,1782.58,0.991129,0.977934,1.0,0.999779,0.129578,37.37,207.1222,4.7576,2.7707,0.832197,0.411206,0.370735,
0.1,19.0,0.977283,2.9,3.3,1.66,538.59,1795.59,0.988582,0.971569,1.0,0.999772,0.139207,38.14,216.6372,4.7544,2.7708,0.890131,0.445023,0.402369,
0.01,20.0,0.985203,0.7,2.2,1028.57,666.79,2523.83,0.773326,0.981221,0.452171,0.999843,0.123479,30.49,226.2276,4.7929,2.771,0.941101,0.474044,0.429158,
0.1,21.0,0.976015,2.1,3.3,31.59,517.88,1797.28,0.986791,0.9671,1.0,0.999758,0.144784,38.03,235.7297,4.7482,2.7711,0.998541,0.507588,0.460528,
0.02,22.0,0.982528,2.3,3.8,13.87,399.25,2351.1,0.966825,0.917152,0.999999,0.999822,0.180953,37.15,245.2968,4.7799,2.7713,1.067308,0.548751,0.499476,
0.05,23.0,0.979387,2.6,0.8,4.88,2700.0,2017.23,0.597622,0.988786,0.005373,0.999794,0.1041,28.32,254.8396,4.7646,2.7714,1.108221,0.571221,0.519754,
0.01,24.0,0.982788,3.6,1.1,0.11,1963.64,2596.16,0.604919,0.985766,0.02662,0.999824,0.113045,29.19,264.4142,4.7812,2.7715,1.151617,0.595326,0.541642,
0.1,25.0,0.973542,2.1,3.5,29.93,460.31,1815.36,0.9778,0.944635,1.0,0.999728,0.164931,38.44,273.8926,4.7362,2.7717,1.211201,0.630535,0.574689,
0.05,26.0,0.977594,3.1,2.1,0.74,1028.57,1954.81,0.992148,0.980488,0.999995,0.999775,0.124926,33.49,283.4102,4.7559,2.7718,1.256726,0.656312,0.59828,
0.01,27.0,0.980973,2.8,2.1,2.25,1028.57,2531.9,0.990066,0.976966,0.998296,0.999808,0.131205,32.34,292.9609,4.7723,2.772,1.303617,0.682944,0.622703,
0.1,28.0,0.971948,0.4,1.0,1800.0,2046.2,1389.3,0.595476,0.988804,3.2e-05,0.999706,0.104039,27.62,302.4203,4.7284,2.7721,1.341217,0.703468,0.64108,
0.01,29.0,0.980009,1.7,1.9,218.91,1031.31,2467.35,0.987772,0.977499,0.992032,0.999799,0.130318,31.85,311.9595,4.7677,2.7722,1.386518,0.729127,0.664535,
0.01,30.0,0.979366,1.2,2.8,600.0,422.91,2597.2,0.979381,0.951577,0.996978,0.999793,0.159698,32.66,321.4943,4.7645,2.7723,1.439986,0.760301,0.69351,
0.02,31.0,0.977735,3.2,2.0,0.5,1080.0,2262.37,0.99029,0.976025,0.999811,0.999777,0.132722,32.59,331.0134,4.7566,2.7725,1.484538,0.785543,0.716562,
0.02,32.0,0.977227,1.9,1.9,98.0,1125.91,2190.14,0.990402,0.976506,0.999614,0.999771,0.131955,32.37,340.5255,4.7541,2.7726,1.528231,0.810256,0.739088,
0.01,33.0,0.978023,2.8,0.6,2.14,3600.0,2598.43,0.593044,0.982719,0.0,0.99978,0.120343,27.22,350.0571,4.758,2.7727,1.568041,0.832348,0.758991,
0.01,34.0,0.97742,3.2,1.3,0.49,1661.54,2583.32,0.746877,0.978763,0.388541,0.999773,0.128128,29.88,359.5774,4.7551,2.7728,1.609587,0.855631,0.780085,
0.05,35.0,0.972767,0.7,3.1,1028.57,327.27,2060.35,0.952026,0.8806,0.999606,0.999718,0.195995,32.52,369.048,4.7324,2.773,1.669355,0.891353,0.813653,
0.02,36.0,0.975363,3.3,0.4,0.34,5400.0,2311.96,0.592896,0.982364,0.0,0.99975,0.12111,26.41,378.5554,4.7451,2.7731,1.707661,0.912594,0.832724,
0.1,37.0,0.967494,3.1,0.4,0.68,5400.0,1784.95,0.593776,0.98462,0.0,0.999638,0.115955,26.42,387.986,4.7068,2.7732,1.74406,0.932653,0.85067,
0.1,38.0,0.966667,2.1,2.6,26.16,748.27,1754.75,0.983908,0.959958,1.0,0.999623,0.152334,35.86,397.3964,4.7027,2.7733,1.78973,0.959086,0.874978,
0.05,39.0,0.970766,1.5,2.8,348.05,493.23,2009.61,0.975946,0.940022,0.999999,0.99969,0.168077,34.83,406.8473,4.7227,2.7735,1.838962,0.987924,0.901667,
0.05,40.0,0.970624,2.0,0.4,44.57,5400.0,1967.75,0.593038,0.982751,0.0,0.999687,0.120275,26.47,416.3073,4.722,2.7736,1.875173,1.007944,0.919549,
0.01,41.0,0.973832,2.1,1.5,25.44,1440.0,2546.2,0.93586,0.971762,0.868022,0.999731,0.138946,30.61,425.7903,4.7376,2.7737,1.915888,1.030961,0.940397,
0.05,42.0,0.969047,1.4,3.7,422.74,221.96,2116.2,0.815202,0.538174,0.999999,0.999663,0.264334,35.6,435.2245,4.7143,2.7739,1.987557,1.075021,0.982327,
0.1,43.0,0.963824,2.8,1.9,1.97,1136.84,1726.99,0.987793,0.9697,0.999998,0.999569,0.141636,33.28,444.608,4.6889,2.774,2.027489,1.097766,1.002963,
0.1,44.0,0.96313,0.7,3.4,1028.57,233.49,1887.59,0.811959,0.530148,0.999973,0.999555,0.265528,33.27,453.9851,4.6855,2.7742,2.097053,1.140606,1.04371,
0.1,45.0,0.962561,2.1,2.7,24.26,701.37,1764.55,0.975814,0.939763,1.0,0.999542,0.168247,36.25,463.3552,4.6828,2.7743,2.14212,1.166943,1.067943,
0.01,46.0,0.97089,1.1,0.9,654.55,2291.13,2163.77,0.590496,0.976282,0.000112,0.999691,0.132314,28.35,472.8042,4.7233,2.7744,2.178337,1.187163,1.086009,
0.1,47.0,0.961666,2.3,1.1,11.48,1963.64,1760.32,0.986675,0.976439,0.990487,0.999523,0.132062,29.84,482.1712,4.6784,2.7745,2.214054,1.207163,1.103916,
0.02,48.0,0.968751,1.3,1.9,498.91,859.82,2202.33,0.982228,0.957417,0.998324,0.999659,0.154712,31.8,491.6005,4.7129,2.7746,2.25476,1.230525,1.125137,
