Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.01,1.0,0.996297,2.4,0.3,11.76,7200.0,2569.82,0.599442,0.998651,0.0,0.999907,0.025294,26.02,43.6255,4.8469,2.7684,0.025294,0.002304,0.0,
0.01,2.0,0.995623,3.0,2.4,1.34,900.0,2515.24,0.999246,0.998558,0.999604,0.999904,0.027763,33.23,53.3168,4.8436,2.7685,0.053057,0.004601,0.0,
0.01,3.0,0.99539,2.4,1.1,11.58,1963.64,2591.65,0.609389,0.998648,0.024874,0.999903,0.025368,29.23,63.0136,4.8425,2.7686,0.078425,0.006895,0.0,
0.01,4.0,0.99459,0.3,3.9,2400.0,34.79,2853.75,0.598,0.995031,1.9e-05,0.999899,0.073722,29.78,72.702,4.8386,2.7688,0.136232,0.023193,0.014006,
0.1,5.0,0.985511,2.8,0.9,2.75,2400.0,1800.14,0.795104,0.995069,0.492769,0.999845,0.073438,28.9,82.305,4.7944,2.7689,0.182248,0.048062,0.036656,
0.01,6.0,0.993424,3.6,2.0,0.14,1080.0,2544.84,0.995709,0.992497,0.996828,0.999894,0.089078,32.08,91.9783,4.8329,2.769,0.235511,0.07775,0.064064,
0.1,7.0,0.984281,2.1,3.0,38.72,615.2,1772.46,0.995793,0.989564,1.0,0.999836,0.101407,37.19,101.5611,4.7884,2.7692,0.293405,0.110745,0.094838,
0.01,8.0,0.991785,3.7,3.9,0.08,393.05,2627.01,0.987654,0.969199,0.999992,0.999885,0.142262,36.51,111.2177,4.8249,2.7694,0.369601,0.155979,0.1378,
0.1,9.0,0.983302,1.0,0.3,720.0,7200.0,1277.08,0.597765,0.994499,0.0,0.999828,0.077508,26.04,120.7929,4.7837,2.7695,0.41221,0.178738,0.158355,
0.01,10.0,0.990774,1.7,2.0,241.69,958.83,2468.37,0.994177,0.990415,0.995088,0.999879,0.098225,32.02,130.4375,4.82,2.7696,0.463606,0.207437,0.184789,
0.1,11.0,0.981638,3.9,2.9,0.0,673.47,1766.87,0.99478,0.987043,1.0,0.999814,0.109514,37.19,139.9951,4.7756,2.7698,0.518654,0.23881,0.213956,1413.0
0.01,12.0,0.988987,0.5,4.0,1440.0,27.76,2865.17,0.607172,0.808719,0.209276,0.999869,0.216603,31.05,149.6327,4.8113,2.7701,0.618372,0.300102,0.272997,
0.1,13.0,0.979919,3.3,0.9,0.41,2400.0,1796.22,0.800276,0.992363,0.508428,0.999799,0.089736,28.9,159.1803,4.7672,2.7702,0.661258,0.323444,0.294151,
0.1,14.0,0.979722,2.4,0.4,10.38,5400.0,1783.73,0.596967,0.99252,0.0,0.999797,0.088962,26.46,168.7305,4.7663,2.7703,0.703023,0.346126,0.314651,
0.01,15.0,0.9876,2.1,0.7,33.52,3085.71,2576.86,0.596309,0.990841,0.0,0.99986,0.096524,27.71,178.3537,4.8046,2.7704,0.74724,0.370346,0.336625,1413.0
0.01,16.0,0.98686,1.1,2.4,654.55,577.68,2543.96,0.98736,0.982703,0.985771,0.999855,0.120379,31.81,187.9606,4.801,2.7706,0.799973,0.400309,0.364345,
0.01,17.0,0.986198,0.4,2.7,1800.0,458.08,2584.43,0.589747,0.972825,0.001618,0.99985,0.137485,29.94,197.5618,4.7978,2.7707,0.858022,0.433917,0.395715,
0.02,18.0,0.984448,1.1,2.6,654.55,497.19,2295.01,0.991156,0.978506,0.999465,0.999837,0.128584,32.6,207.1458,4.7893,2.7709,0.911369,0.464463,0.424033,
0.1,19.0,0.97644,4.0,2.2,0.0,981.82,1726.43,0.994141,0.985471,1.0,0.999763,0.113816,34.75,216.6516,4.7503,2.771,0.958119,0.490765,0.448159,1413.0
0.01,20.0,0.984366,0.5,2.7,1440.0,455.58,2587.63,0.609004,0.96698,0.055611,0.999837,0.144923,30.46,226.2353,4.7889,2.7711,1.015153,0.523923,0.47909,
0.01,21.0,0.983808,0.7,2.1,1028.57,719.36,2508.27,0.737283,0.980214,0.363078,0.999832,0.125452,30.39,235.8117,4.7861,2.7713,1.064251,0.551742,0.504684,1413.0
0.01,22.0,0.982973,3.4,3.6,0.26,456.57,2610.18,0.973774,0.934535,0.999988,0.999826,0.171536,35.89,245.3817,4.7821,2.7715,1.128,0.589495,0.540216,
0.01,23.0,0.982242,3.2,3.6,0.53,455.46,2610.78,0.971242,0.928206,0.999988,0.99982,0.175205,35.9,254.9458,4.7785,2.7716,1.191413,0.627093,0.575598,
0.02,24.0,0.980461,1.0,3.2,720.0,313.01,2360.28,0.96941,0.923938,0.999686,0.999804,0.177515,33.22,264.4917,4.7699,2.7718,1.254062,0.664258,0.610559,
0.1,25.0,0.972448,3.9,3.0,0.0,626.01,1777.33,0.986063,0.965301,1.0,0.999713,0.146825,37.7,273.9596,4.7309,2.7719,1.305569,0.694118,0.638262,
0.1,26.0,0.971866,2.1,1.2,28.7,1800.0,1750.28,0.993548,0.986021,0.997995,0.999705,0.112365,30.34,283.4256,4.728,2.772,1.345526,0.716264,0.65826,
0.05,27.0,0.976,2.3,2.9,13.08,647.91,1996.05,0.984836,0.962212,1.0,0.999758,0.150102,36.08,292.9277,4.7482,2.7722,1.396482,0.745819,0.685635,
0.05,28.0,0.975549,1.2,1.3,600.0,1458.54,1738.39,0.986883,0.984782,0.982549,0.999752,0.115557,30.29,302.4231,4.746,2.7723,1.436305,0.767873,0.705513,
0.05,29.0,0.975023,3.4,2.0,0.24,1080.0,1958.34,0.990919,0.977433,0.999991,0.999746,0.130428,33.17,311.9157,4.7434,2.7724,1.480004,0.792586,0.728053,
0.02,30.0,0.97721,3.8,2.9,0.0,655.82,2298.19,0.98141,0.953642,0.999996,0.999771,0.158004,35.14,321.4299,4.754,2.7726,1.531113,0.822306,0.755584,
0.02,31.0,0.976499,2.2,3.5,18.1,461.44,2337.33,0.959064,0.89778,0.999999,0.999763,0.189526,36.69,330.9366,4.7506,2.7727,1.590323,0.857526,0.788622,
0.01,32.0,0.977283,3.8,0.9,0.0,2400.0,2600.6,0.592198,0.980276,0.000333,0.999772,0.125334,28.43,340.4583,4.7544,2.7728,1.630606,0.879969,0.808877,
0.01,33.0,0.976614,0.3,2.6,2400.0,474.83,2586.87,0.574891,0.937342,3e-06,0.999765,0.169802,29.28,349.9663,4.7511,2.773,1.682628,0.910371,0.837096,
0.01,34.0,0.976213,1.9,1.0,96.92,2160.0,2506.94,0.593453,0.980206,0.003545,0.99976,0.125467,28.95,359.474,4.7492,2.7731,1.721859,0.932171,0.856713,
