Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.02,1.0,0.994996,3.4,1.0,0.33,2160.0,2330.92,0.620055,0.998648,0.051539,0.999901,0.025378,29.06,43.6068,4.8406,2.7684,0.025378,0.00229,0.0,
0.01,2.0,0.995689,0.5,2.0,1440.0,806.68,2469.34,0.601696,0.99858,0.005708,0.999904,0.027187,29.58,53.2981,4.8439,2.7685,0.052565,0.004587,0.0,
0.01,3.0,0.995407,1.1,1.2,654.55,1667.92,2276.72,0.606698,0.998664,0.018129,0.999903,0.024946,29.24,62.9861,4.8426,2.7686,0.077511,0.006882,0.0,
0.01,4.0,0.995244,2.0,0.4,83.15,5400.0,2518.85,0.599455,0.998685,0.0,0.999902,0.024337,26.52,72.6848,4.8418,2.7687,0.101848,0.009177,0.0,
0.01,5.0,0.994677,2.6,1.7,5.75,1270.59,2560.75,0.98909,0.998632,0.974145,0.9999,0.025825,31.23,82.3705,4.839,2.7688,0.127673,0.011466,0.0,
0.1,6.0,0.985581,3.8,0.9,0.04,2400.0,1803.96,0.794069,0.995238,0.490011,0.999846,0.072133,28.89,91.9744,4.7948,2.7689,0.173504,0.036098,0.022413,
0.05,7.0,0.989515,3.3,3.0,0.45,643.47,1991.97,0.995975,0.990002,1.0,0.999872,0.099804,36.22,101.6083,4.8139,2.769,0.232924,0.070026,0.054088,
0.01,8.0,0.993031,1.5,0.8,386.04,2700.0,2266.58,0.597826,0.99461,1e-05,0.999892,0.076748,28.24,111.2762,4.831,2.7692,0.278598,0.094675,0.076459,
0.1,9.0,0.983735,2.2,3.1,23.09,593.46,1778.68,0.995319,0.988382,1.0,0.999832,0.105425,37.5,120.8545,4.7858,2.7693,0.337432,0.128364,0.107931,
0.1,10.0,0.983168,1.7,0.9,243.78,2400.0,1581.27,0.772907,0.994648,0.437705,0.999827,0.076485,29.12,130.4283,4.783,2.7695,0.380375,0.151512,0.128873,
