Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.02,1.0,0.99498,2.2,1.2,24.99,1800.0,2301.48,0.869818,0.998643,0.675952,0.999901,0.025501,29.86,43.6045,4.8405,2.7684,0.025501,0.00229,0.0,
0.01,2.0,0.995423,1.1,4.0,654.55,36.26,2835.96,0.998649,0.997862,0.99881,0.999903,0.042377,33.2,53.2934,4.8426,2.7685,0.067878,0.004588,0.0,
0.05,3.0,0.991414,2.3,0.5,16.33,4320.0,2011.24,0.599458,0.998703,0.0,0.999883,0.023828,26.95,62.9564,4.8231,2.7686,0.091707,0.006849,0.0,
0.05,4.0,0.990886,3.4,1.9,0.32,1136.84,1982.41,0.999252,0.99821,0.99998,0.99988,0.035779,32.72,72.6044,4.8206,2.7687,0.121986,0.014011,0.004902,
0.01,5.0,0.994038,3.2,2.6,0.63,799.72,2534.62,0.996512,0.991508,0.999825,0.999897,0.093701,33.74,82.2817,4.8359,2.7689,0.179682,0.046577,0.035183,
0.05,6.0,0.989663,2.6,1.3,5.66,1661.54,2011.68,0.995505,0.994251,0.994574,0.999873,0.07915,30.52,91.9222,4.8146,2.769,0.227714,0.072797,0.059153,
0.1,7.0,0.984444,1.6,1.0,315.19,2160.0,1517.4,0.953334,0.995056,0.888361,0.999837,0.073533,29.55,101.5068,4.7892,2.7691,0.27153,0.096345,0.080486,
0.01,8.0,0.992807,0.3,0.4,2400.0,5400.0,2087.05,0.597815,0.994593,0.0,0.999891,0.076867,25.74,111.1738,4.8299,2.7693,0.316219,0.12034,0.1022,
0.01,9.0,0.99194,4.0,1.4,0.0,1542.86,2587.41,0.864064,0.992628,0.667589,0.999886,0.088421,30.38,120.8363,4.8257,2.7694,0.365586,0.147515,0.127104,
0.01,10.0,0.991327,3.4,1.7,0.3,1270.59,2566.51,0.986269,0.991663,0.974067,0.999883,0.093013,31.22,130.4902,4.8227,2.7695,0.415906,0.175418,0.152739,
0.01,11.0,0.990707,2.0,2.0,77.93,1080.0,2474.42,0.994822,0.990529,0.996586,0.999879,0.097779,32.11,140.1342,4.8197,2.7697,0.467186,0.204036,0.179093,
0.02,12.0,0.988877,2.9,2.9,1.77,671.82,2285.23,0.994215,0.985606,0.999996,0.999868,0.113464,35.04,149.7622,4.8108,2.7698,0.524206,0.23662,0.209425,
0.1,13.0,0.980919,2.8,2.4,2.57,889.98,1726.94,0.995675,0.989284,1.0,0.999808,0.102399,35.1,159.3114,4.7721,2.77,0.574726,0.265045,0.235651,
0.05,14.0,0.985043,2.4,1.3,10.54,1661.54,2002.66,0.994532,0.991617,0.994793,0.999842,0.093218,30.52,168.9062,4.7921,2.7701,0.620215,0.290111,0.258493,
0.02,15.0,0.986925,2.2,3.7,21.51,425.43,2337.93,0.984601,0.961575,0.999999,0.999855,0.150746,37.17,178.515,4.8013,2.7703,0.68868,0.330597,0.296738,
0.01,16.0,0.987953,1.3,0.4,548.95,5400.0,2081.16,0.596839,0.992166,0.0,0.999862,0.090691,26.58,188.1347,4.8063,2.7704,0.731052,0.353498,0.317387,
