Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.05,1.0,0.992198,2.8,1.2,2.87,1800.0,2020.54,0.990391,0.998656,0.977376,0.999887,0.025149,30.12,43.5779,4.827,2.7684,0.025149,0.002268,0.0,
0.02,2.0,0.994449,1.1,3.2,654.55,339.21,2333.63,0.999268,0.998383,0.999838,0.999899,0.032025,33.49,53.2582,4.8379,2.7685,0.057174,0.004557,0.0,
0.01,3.0,0.995222,2.1,2.2,41.9,981.82,2493.24,0.998984,0.998587,0.998921,0.999902,0.027008,32.71,62.9456,4.8417,2.7686,0.084182,0.006851,0.0,
0.01,4.0,0.99504,1.0,0.9,720.0,2385.18,2144.15,0.599469,0.998694,2.8e-05,0.999902,0.024092,28.17,72.6296,4.8408,2.7687,0.108274,0.009144,0.0,
0.1,5.0,0.985701,1.6,3.8,318.35,269.18,1859.83,0.995394,0.988561,1.0,0.999847,0.104844,37.41,82.2274,4.7953,2.7689,0.175246,0.0436,0.032225,
0.02,6.0,0.992767,1.1,0.5,654.55,4320.0,1836.32,0.598082,0.995259,0.0,0.99989,0.07197,26.89,91.8935,4.8297,2.769,0.219626,0.067326,0.053674,
0.1,7.0,0.984473,3.6,2.8,0.14,714.28,1759.47,0.99634,0.99093,1.0,0.999838,0.09616,36.49,101.4779,4.7894,2.7691,0.275396,0.098868,0.082996,
0.01,8.0,0.992424,1.8,1.5,180.75,1440.0,2421.7,0.928603,0.992995,0.828568,0.999889,0.086517,30.64,111.1396,4.8281,2.7693,0.324775,0.126081,0.107935,
0.01,9.0,0.991746,1.4,2.2,458.66,721.97,2503.18,0.993929,0.990577,0.994302,0.999885,0.097586,32.0,120.7941,4.8248,2.7694,0.378329,0.156104,0.135687,
0.01,10.0,0.99112,3.4,2.2,0.3,981.82,2529.54,0.995633,0.990164,0.998976,0.999881,0.09919,32.58,130.4436,4.8217,2.7696,0.431187,0.185733,0.16305,
0.02,11.0,0.989791,2.1,0.3,36.46,7200.0,2274.82,0.5973,0.993313,0.0,0.999874,0.08478,26.04,140.0918,4.8152,2.7697,0.476059,0.210068,0.185129,
0.02,12.0,0.98878,3.3,2.9,0.42,672.98,2285.24,0.994162,0.985476,0.999996,0.999868,0.113803,35.03,149.719,4.8103,2.7699,0.532961,0.242566,0.215376,
0.01,13.0,0.989107,2.8,3.5,2.56,487.94,2597.83,0.989222,0.973135,0.999985,0.99987,0.137048,35.58,159.3501,4.8119,2.77,0.598361,0.280835,0.251389,
0.05,14.0,0.984722,2.4,2.1,10.5,1028.57,1953.12,0.99566,0.989237,0.999994,0.99984,0.102563,33.5,168.9373,4.7906,2.7702,0.647265,0.308171,0.276501,
0.1,15.0,0.979516,3.8,1.0,0.03,2160.0,1794.48,0.965136,0.992025,0.920918,0.999795,0.091355,29.38,178.481,4.7653,2.7703,0.690437,0.331799,0.297943,
0.02,16.0,0.986379,1.6,2.4,303.21,683.94,2258.48,0.994005,0.985158,0.999928,0.999852,0.114617,33.38,188.0831,4.7986,2.7704,0.742272,0.361206,0.325112,
0.05,17.0,0.982891,3.6,3.3,0.12,541.23,2015.55,0.989414,0.973623,1.0,0.999825,0.136351,37.25,197.6523,4.7817,2.7706,0.80141,0.395611,0.357302,
0.02,18.0,0.985021,3.5,2.9,0.19,667.66,2289.28,0.991264,0.978244,0.999996,0.999842,0.129043,35.06,207.2426,4.792,2.7707,0.856324,0.427205,0.386665,
0.02,19.0,0.984542,3.8,1.7,0.02,1270.59,2289.28,0.994169,0.98716,0.998343,0.999838,0.109176,31.56,216.8303,4.7897,2.7709,0.90265,0.45305,0.410283,
