Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],c
0.02,1.0,0.994848,3.2,2.5,0.66,851.3,2249.09,0.999395,0.998554,0.999983,0.999901,0.02786,34.05,43.5975,4.8398,2.7684,0.02786,0.00229,0.0,
0.01,2.0,0.995587,0.8,2.6,900.0,512.1,2555.82,0.963618,0.998503,0.910591,0.999904,0.029145,31.44,53.2892,4.8434,2.7685,0.057005,0.004587,0.0,
0.01,3.0,0.995209,1.0,2.5,720.0,550.83,2543.9,0.991083,0.998537,0.97922,0.999902,0.028292,31.71,62.9763,4.8416,2.7686,0.085296,0.006881,0.0,
0.01,4.0,0.995014,1.7,0.9,251.37,2400.0,2383.69,0.59955,0.998689,0.000236,0.999901,0.024234,28.66,72.6645,4.8407,2.7687,0.10953,0.009173,0.0,
0.02,5.0,0.993007,2.7,3.6,4.01,467.06,2324.83,0.996929,0.992377,0.999999,0.999892,0.089668,36.77,82.3325,4.8309,2.7689,0.16776,0.038374,0.026922,
0.02,6.0,0.992278,3.9,3.3,0.0,551.3,2303.98,0.994941,0.98741,0.999999,0.999888,0.108439,36.19,91.9943,4.8273,2.769,0.231804,0.075287,0.061563,
0.01,7.0,0.992919,2.3,1.5,15.79,1440.0,2566.17,0.939506,0.993076,0.855742,0.999891,0.086079,30.63,101.6649,4.8305,2.7692,0.282131,0.103032,0.087031,
0.02,8.0,0.991188,2.5,1.9,7.86,1136.84,2272.49,0.996737,0.9923,0.999602,0.999882,0.090043,32.3,111.3164,4.822,2.7693,0.333088,0.13129,0.113024,
0.01,9.0,0.992167,0.7,0.3,1028.57,7200.0,2069.3,0.597547,0.993925,0.0,0.999887,0.081205,25.84,120.9782,4.8268,2.7694,0.37854,0.155778,0.135233,
0.01,10.0,0.991263,3.0,1.0,1.24,2160.0,2603.79,0.598482,0.992759,0.003504,0.999882,0.087752,28.84,130.6367,4.8224,2.7696,0.426036,0.181769,0.158957,
0.01,11.0,0.990188,1.0,3.6,720.0,223.46,2674.33,0.972325,0.933827,0.997047,0.999876,0.171962,33.02,140.2779,4.8172,2.7698,0.510785,0.232839,0.207768,
0.1,12.0,0.981089,2.3,2.7,15.05,736.71,1754.13,0.99507,0.98777,1.0,0.999809,0.10735,36.02,149.8298,4.7729,2.7699,0.563692,0.262828,0.235555,
0.01,13.0,0.989146,2.1,0.9,35.01,2400.0,2574.27,0.596736,0.991599,0.000306,0.99987,0.093299,28.52,159.4672,4.8121,2.7701,0.609425,0.287943,0.258415,
0.1,14.0,0.979898,2.8,3.3,2.53,541.91,1793.04,0.991566,0.979015,1.0,0.999798,0.127676,38.12,169.0084,4.7671,2.7702,0.668439,0.322154,0.290429,1413.0
0.02,15.0,0.986748,4.0,1.5,0.0,1440.0,2303.45,0.991714,0.989655,0.989702,0.999854,0.10108,31.08,178.6187,4.8004,2.7703,0.715217,0.34813,0.314167,
0.01,16.0,0.987268,1.1,2.0,654.55,791.47,2482.65,0.969752,0.986642,0.93781,0.999858,0.110659,31.17,188.2288,4.803,2.7705,0.764934,0.376055,0.339846,
0.05,17.0,0.982613,1.7,3.3,232.04,415.29,2029.99,0.987426,0.968654,1.0,0.999823,0.142933,36.28,197.7953,4.7803,2.7706,0.825987,0.411748,0.373325,
0.02,18.0,0.985205,1.5,0.5,372.47,4320.0,1978.53,0.596677,0.991771,0.0,0.999843,0.092523,27.12,207.3898,4.7929,2.7708,0.86658,0.43368,0.393027,
0.01,19.0,0.985799,0.8,0.6,900.0,3600.0,2088.76,0.596493,0.991309,0.0,0.999848,0.094566,26.93,216.9868,4.7958,2.7709,0.907356,0.455717,0.412826,
0.01,20.0,0.984878,3.4,3.0,0.27,631.14,2570.28,0.988834,0.972211,0.999954,0.999841,0.138335,34.76,226.5759,4.7913,2.771,0.963377,0.488094,0.442972,
0.05,21.0,0.980291,1.3,3.3,539.91,303.39,2059.89,0.97918,0.948051,0.999998,0.999802,0.162439,34.84,236.1199,4.769,2.7712,1.02657,0.525453,0.478132,
0.05,22.0,0.979717,1.5,2.4,367.71,647.86,1963.85,0.992031,0.980185,0.999995,0.999797,0.125507,33.79,245.6569,4.7662,2.7713,1.075478,0.553291,0.503771,
0.02,23.0,0.98204,2.1,1.3,30.5,1661.54,2282.06,0.956721,0.986465,0.905427,0.999818,0.111153,30.22,255.2212,4.7775,2.7715,1.1187,0.577289,0.525556,
0.01,24.0,0.982707,1.1,1.1,654.55,1821.5,2249.73,0.596993,0.987392,0.00518,0.999824,0.108492,28.97,264.7863,4.7808,2.7716,1.160424,0.600263,0.546311,
0.02,25.0,0.981348,0.6,0.5,1200.0,4320.0,1794.27,0.595922,0.989898,0.0,0.999812,0.100189,26.42,274.3397,4.7742,2.7717,1.198825,0.621032,0.564871,
0.01,26.0,0.981613,0.6,2.3,1200.0,608.75,2544.85,0.65975,0.972345,0.177122,0.999814,0.138152,30.41,283.8957,4.7755,2.7718,1.248985,0.64977,0.591398,1413.0
0.01,27.0,0.981147,3.8,1.1,0.01,1963.64,2595.58,0.604357,0.984191,0.026798,0.99981,0.116992,29.19,293.4542,4.7732,2.7719,1.291571,0.673458,0.612877,
0.01,28.0,0.980586,3.6,1.8,0.1,1200.0,2556.13,0.987057,0.979425,0.988315,0.999805,0.126931,31.51,303.0025,4.7705,2.7721,1.336648,0.698872,0.636084,
0.1,29.0,0.971377,1.3,3.0,527.64,380.9,1808.16,0.981029,0.952724,1.0,0.999698,0.158766,34.88,312.4597,4.7257,2.7722,1.390624,0.730491,0.665556,
0.1,30.0,0.970797,2.3,1.9,13.02,1136.84,1725.92,0.992208,0.980676,0.999998,0.99969,0.124559,33.29,321.9111,4.7228,2.7723,1.433319,0.754602,0.687521,
0.01,31.0,0.978815,2.7,2.8,3.18,690.29,2567.68,0.982662,0.956844,0.999916,0.999788,0.155229,34.29,331.4409,4.7618,2.7725,1.484626,0.784427,0.71515,1413.0
0.02,32.0,0.977086,3.2,3.0,0.5,621.63,2304.56,0.979706,0.949384,0.999997,0.99977,0.161424,35.47,340.9542,4.7534,2.7726,1.536873,0.81492,0.743457,
0.05,33.0,0.973636,1.7,3.3,214.01,411.86,2038.59,0.966212,0.915666,1.0,0.999729,0.181671,36.35,350.4339,4.7366,2.7728,1.593935,0.848768,0.775141,
0.1,34.0,0.968427,1.6,2.1,280.55,843.4,1697.15,0.989745,0.974536,0.999999,0.999653,0.135011,33.7,359.8609,4.7113,2.7729,1.636866,0.873201,0.797441,
0.1,35.0,0.967923,0.8,1.9,900.0,833.44,1666.88,0.989987,0.975481,0.999664,0.999645,0.133575,31.22,369.282,4.7089,2.773,1.678827,0.897039,0.81915,1413.0
0.1,36.0,0.967431,1.7,1.6,210.53,1314.87,1593.79,0.991782,0.979656,0.99998,0.999637,0.126503,32.17,378.698,4.7065,2.7731,1.718342,0.919259,0.839243,
0.01,37.0,0.975195,1.3,3.8,514.45,65.09,2833.1,0.770332,0.426336,0.999619,0.999748,0.280993,33.68,388.195,4.7442,2.7733,1.798746,0.968982,0.886804,
0.1,38.0,0.966051,3.1,2.1,0.67,1028.57,1718.62,0.988199,0.970692,1.0,0.999612,0.140365,34.01,397.5992,4.6997,2.7734,1.840512,0.992776,0.908476,
0.02,39.0,0.973177,0.9,1.3,800.0,1442.33,2048.58,0.705809,0.977474,0.287188,0.999723,0.13036,29.49,407.0715,4.7344,2.7736,1.879287,1.014515,0.92805,
0.01,40.0,0.973741,1.6,2.2,273.57,781.99,2526.15,0.982099,0.957442,0.99794,0.99973,0.154689,32.38,416.5501,4.7372,2.7737,1.9239,1.040171,0.951536,
0.01,41.0,0.97335,3.3,1.0,0.32,2160.0,2595.79,0.591467,0.974974,0.00383,0.999725,0.134352,28.81,426.0326,4.7353,2.7738,1.962854,1.062024,0.971224,
0.01,42.0,0.972821,0.9,1.7,800.0,983.55,2437.69,0.765501,0.966792,0.447101,0.999718,0.145141,30.23,435.5014,4.7327,2.7739,2.004084,1.085449,0.992484,1413.0
0.1,43.0,0.963519,1.5,3.5,343.18,302.0,1851.73,0.902074,0.755405,1.0,0.999563,0.228235,36.66,444.8826,4.6874,2.7741,2.065028,1.122399,1.027331,
0.01,44.0,0.971589,3.9,2.2,0.0,979.09,2524.19,0.979835,0.950679,0.999059,0.999701,0.160414,32.85,454.3404,4.7267,2.7742,2.108743,1.14765,1.050424,
0.05,45.0,0.967142,0.4,2.1,1800.0,690.12,1937.8,0.618628,0.953893,0.092861,0.999632,0.157793,29.7,463.7546,4.7051,2.7743,2.151281,1.172172,1.072818,
0.1,46.0,0.961921,3.1,1.7,0.62,1270.59,1737.99,0.98761,0.969268,0.999993,0.999528,0.142177,32.49,473.121,4.6797,2.7744,2.189594,1.193948,1.092495,
0.05,47.0,0.966545,1.7,0.5,196.22,4320.0,1822.8,0.592195,0.980678,0.0,0.999621,0.124556,27.1,482.5364,4.7022,2.7745,2.223496,1.212699,1.109128,
0.01,48.0,0.969739,0.8,2.2,900.0,635.86,2544.11,0.882523,0.937902,0.768569,0.999674,0.169447,30.85,491.9761,4.7177,2.7746,2.267548,1.238267,1.132551,
0.02,49.0,0.968455,0.4,0.6,1800.0,3600.0,1750.38,0.591877,0.979866,0.0,0.999654,0.126112,26.43,501.4028,4.7114,2.7747,2.301235,1.256845,1.148991,
0.05,50.0,0.96476,0.4,2.9,1800.0,366.39,2046.5,0.712605,0.813911,0.467807,0.999588,0.215347,30.55,510.7954,4.6935,2.7749,2.354685,1.288908,1.178944,
0.1,51.0,0.959532,0.5,2.2,1440.0,630.18,1730.27,0.96959,0.942306,0.981934,0.999472,0.166549,30.62,520.1354,4.668,2.775,2.396485,1.313211,1.201164,
0.01,52.0,0.967702,2.0,2.5,37.31,773.17,2562.85,0.967155,0.918324,0.999743,0.999641,0.180378,33.59,529.5559,4.7078,2.7751,2.441008,1.339287,1.225103,
0.02,53.0,0.966087,3.6,2.2,0.07,970.37,2248.74,0.975841,0.939852,0.999945,0.999613,0.168188,33.23,538.9596,4.6999,2.7752,2.482403,1.363261,1.24695,
0.02,54.0,0.96581,1.2,0.9,600.0,2274.41,1889.72,0.59074,0.973512,0.003535,0.999608,0.136511,28.65,548.359,4.6986,2.7753,2.516587,1.382364,1.263927,
0.1,55.0,0.957741,3.6,1.0,0.06,2160.0,1773.6,0.962564,0.971868,0.934829,0.999425,0.138804,29.35,557.6888,4.6593,2.7754,2.550875,1.401663,1.281156,1413.0
0.02,56.0,0.964781,2.2,2.4,15.31,836.63,2274.14,0.968721,0.922029,0.999978,0.999588,0.17851,33.91,567.0808,4.6936,2.7756,2.59335,1.426497,1.30387,
0.01,57.0,0.965506,1.0,1.6,720.0,1058.12,2422.11,0.780533,0.952123,0.49941,0.999602,0.159257,30.17,576.4786,4.6971,2.7757,2.631434,1.448315,1.323564,
0.1,58.0,0.956295,3.6,1.8,0.06,1200.0,1724.8,0.982322,0.956115,0.999997,0.999385,0.155878,32.89,585.7892,4.6523,2.7758,2.66835,1.469494,1.342674,
0.01,59.0,0.965008,1.1,0.4,654.55,5400.0,1990.96,0.588383,0.971163,0.0,0.999592,0.139747,26.48,595.1841,4.6947,2.7759,2.701802,1.488194,1.359255,
0.01,60.0,0.964313,2.5,1.0,5.33,2160.0,2585.68,0.585872,0.960861,0.00403,0.999579,0.151455,28.8,604.5777,4.6913,2.776,2.737399,1.508363,1.377308,
0.02,61.0,0.96281,2.2,0.8,14.86,2700.0,2300.95,0.586353,0.965823,0.000286,0.999548,0.146243,28.16,613.9579,4.684,2.7761,2.77162,1.527672,1.394513,
0.01,62.0,0.963381,2.4,1.9,7.47,1136.84,2527.68,0.971706,0.93455,0.994934,0.99956,0.171527,31.81,623.336,4.6868,2.7762,2.810657,1.550267,1.414995,
0.02,63.0,0.961762,1.1,2.2,654.55,624.8,2268.1,0.965374,0.915136,0.998537,0.999525,0.181925,32.0,632.698,4.6789,2.7763,2.851382,1.57407,1.436695,
0.1,64.0,0.953668,2.0,3.4,33.12,458.17,1822.96,0.871992,0.680327,1.0,0.999303,0.242027,38.16,641.9828,4.6395,2.7765,2.903368,1.605675,1.466247,
0.1,65.0,0.95284,1.2,3.8,591.26,38.9,2053.33,0.645111,0.113139,1.0,0.999276,0.346262,34.97,651.2601,4.6355,2.7766,2.974769,1.650517,1.50906,
0.05,66.0,0.956977,2.0,2.9,32.04,607.23,2012.37,0.930947,0.827665,1.0,0.999404,0.211883,36.11,660.5763,4.6556,2.7768,3.019609,1.677316,1.533782,
0.1,67.0,0.951784,3.2,1.7,0.37,1270.59,1724.38,0.978666,0.947051,0.999994,0.999238,0.163184,32.5,669.8424,4.6303,2.7769,3.0548,1.697617,1.552037,
0.05,68.0,0.956222,1.4,1.2,395.67,1696.08,1721.47,0.975586,0.959752,0.979522,0.999383,0.152532,30.23,679.1489,4.6519,2.777,3.087798,1.716403,1.56875,
0.02,69.0,0.958682,2.1,1.2,20.19,1800.0,2277.37,0.874661,0.951097,0.73583,0.99945,0.160082,29.86,688.4852,4.6639,2.7771,3.122037,1.735988,1.586249,
0.05,70.0,0.955747,0.1,0.5,7200.0,4320.0,1393.15,0.588702,0.972069,0.0,0.999369,0.138529,25.52,697.7879,4.6496,2.7772,3.152055,1.752718,1.600915,
0.05,71.0,0.955424,1.0,0.4,720.0,5400.0,1383.39,0.587978,0.970266,0.0,0.999359,0.140916,26.48,707.089,4.6481,2.7772,3.182354,1.769627,1.615766,
0.1,72.0,0.949836,1.6,2.7,239.47,554.31,1781.05,0.938268,0.846087,1.0,0.999165,0.20688,35.61,716.3361,4.6209,2.7774,3.224334,1.794643,1.638745,
0.05,73.0,0.954457,2.6,0.5,3.38,4320.0,2000.8,0.584576,0.961776,0.0,0.999329,0.150544,26.85,725.6378,4.6433,2.7775,3.255851,1.812528,1.654577,
